Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Michael's Church of England Voluntary Aided Mid,22AYF0619273,"211,852.42 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Michael's CofE (C) Primary School,22AYF0620806,"116,661.74 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Michael's CofE (C) Primary School,22AYF0620807,"28,661.50 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Michael's CofE Academy,22AYF0593366,"145,122.58 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Michael's CofE Primary School,22AYF0591591,"25,837.67 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Michael's CofE Primary School,22AYF0598665,"61,760.42 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Michael's CofE Primary School,22AYF0608993,"46,575.36 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Michael's Community Academy,22AYF0606946,"128,874.54 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Michael's East Wickham CofE Primary School,22AYF0605636,"56,701.87 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Michael's Junior Church School,22AYF0609484,"54,011.86 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Michael's RC Primary School,22AYF0587169,"76,459.98 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Michaels's C of E Primary Academy, Handsworth",22AYF0587110,"74,588.35 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Minver School,22AYF0586084,"52,561.72 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,St Monica Primary School,EUPS846830,"25,000.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,St Monica Primary School,EUPS846848,"158,857.93 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Monica's RC High School,22AYF0607760,"506,614.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Newlyn East Learning Academy,22AYF0598034,"54,173.55 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas (CE) First School,22AYF0590134,"88,767.38 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas' C of E Middle School,22AYF0611567,"98,084.06 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas Catholic Academy,EUPS828762,"-56,294.91 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas Catholic Academy,22AYF0621224,"56,294.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas Catholic Academy,22AYF0621225,"56,294.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas Catholic Primary School,22AYF0603786,"84,143.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas Catholic Primary School,22AYF0608056,"61,847.06 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Nicholas CE Infants, Wallingford",22AYF0603033,"52,212.89 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas CE Primary Academy,22AYF0597127,"73,564.20 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas Chantry CofE VC Primary School,22AYF0589962,"110,297.65 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas Church of England Primary Academy,22AYF0610980,"110,126.81 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas Church of England Primary School,22AYF0613139,"40,066.44 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas Church of England Primary School,22AYF0614820,"36,821.46 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas Church School,22AYF0609503,"82,198.87 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas' CofE Primary,22AYF0585701,"122,264.32 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas CofE Primary School,22AYF0611063,"45,318.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas CofE Primary School,22AYF0617884,"26,079.93 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas of Tolentine Catholic Primary School,22AYF0607614,"59,599.23 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas Primary School,22AYF0596965,"67,197.40 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicholas School,22AYF0605717,"76,666.64 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicolas' Church of England Combined School,22AYF0607617,"65,219.50 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Nicolas CofE Academy,22AYF0611097,"121,489.17 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Nicolas' CofE VA School, Downderry",22AYF0606890,"27,293.73 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Norbert's Catholic Primary School, Spalding",22AYF0607835,"63,167.65 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Osmund's Church of England Middle School,22AYF0618754,"261,022.90 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Oswald's C of E Primary School,22AYF0611570,"61,998.86 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Oswald's Catholic Primary School, Gosforth",22AYF0620311,"61,064.14 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Oswalds Catholic Primary School, Wrekenton",22AYF0587536,"69,008.53 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Oswald's Church of England Primary Academy,22AYF0588053,"146,535.38 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Oswald's CofE Academy,22AYF0611099,"67,221.06 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Oswald's CofE Academy,22AYF0611464,"58,160.65 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Oswald's RC Voluntary Aided Primary School,22AYF0620731,"65,839.41 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Oswald's Worleston CofE Primary School,22AYF0605228,"29,997.85 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Osyth Church of England Primary School,22AYF0611039,"92,703.53 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Pancras Catholic Primary School, Ipswich",22AYF0602658,"66,467.66 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Patrick's Catholic College, A Voluntary Catholi",22AYF0601268,"233,296.96 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Patrick's Catholic Primary Academy,22AYF0587662,"36,528.72 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Patrick's Catholic Primary Academy,22AYF0607259,"77,057.54 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Patrick's Catholic Primary Academy Huddersfield,22AYF0587665,"127,272.11 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Patrick's Catholic Primary and Nursery School,22AYF0602621,"61,939.44 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Patrick's Catholic Primary School,22AYF0607623,"71,925.48 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Patrick's Catholic Primary School,22AYF0613987,"62,988.06 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Patrick's Catholic Primary School,22AYF0614672,"70,965.19 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Patrick's Catholic Primary School, A Voluntary",22AYF0602624,"60,555.14 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Patrick's Catholic Primary School, Birstall",22AYF0620638,"74,322.75 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Patrick's Catholic Primary School, Langley Moor",EUPS846849,"27,134.21 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Patrick's Catholic Primary School, Ryhope",22AYF0587285,"40,460.70 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Patrick's Catholic Primary School, Stockton",22AYF0587391,"76,914.69 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Patrick's Catholic Voluntary Academy,22AYF0607620,"99,523.10 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Patrick's Catholic Voluntary Academy,22AYF0607921,"71,125.94 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Patricks Church of England Primary Academy,22AYF0607625,"60,999.25 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Patrick's RC Primary School, Dipton",22AYF0587547,"54,500.12 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Patrick's Roman Catholic Primary School,22AYF0607750,"105,470.14 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Patrick's Roman Catholic Voluntary Aided Primary School, Consett",22AYF0620767,"119,418.22 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Paul’s Catholic School, a Voluntary Academy",22AYF0607856,"70,298.17 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Paul’s Catholic School, a Voluntary Academy",22AYF0607858,"439,159.73 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paulinus Catholic Primary Academy,EUPS828763,"-127,115.83 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paulinus Catholic Primary Academy,22AYF0621109,"127,115.78 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paulinus Catholic Primary Academy,22AYF0621110,"127,115.78 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paulinus Church of England Primary School,22AYF0585331,"66,898.09 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ST PAUL'S (SLADE GREEN) PRIMARY SCHOOL,22AYF0616668,"136,910.33 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Academy,22AYF0607628,"706,638.11 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Academy,EUPS831671,"62,776.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Academy,EUPS856874,"35,116.88 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's and All Hallows CofE Infant School,22AYF0598669,"37,914.01 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's and All Hallows CofE Junior School,22AYF0598673,"60,046.86 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Catholic College,22AYF0620665,"353,216.03 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Catholic College,22AYF0620666,"28,919.63 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Catholic College,22AYF0620668,"91,888.96 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Catholic Primary School,22AYF0587347,"62,214.30 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Catholic Primary School,22AYF0600019,"74,026.69 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Catholic Primary School,22AYF0607304,"63,074.66 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Paul's Catholic Primary School, a Voluntary Aca",22AYF0612830,"33,736.41 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Pauls Church of England Academy,22AYF0607630,"75,243.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Pauls CofE (C) First School,22AYF0608175,"39,253.25 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's CofE Primary School,22AYF0606843,"76,193.50 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's CofE Primary School,22AYF0607632,"121,800.77 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's CofE Primary School,22AYF0607633,"25,544.17 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's CofE Primary School,22AYF0612328,"134,654.50 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Paul's CofE Primary School, Astley Bridge",22AYF0594392,"70,609.82 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Paul's CofE Primary School, Stalybridge",22AYF0589482,"87,079.39 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Community Primary and Nursery School,22AYF0590289,"64,120.85 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Cray CE Primary School,22AYF0585333,"87,271.85 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Roman Catholic Primary School,22AYF0603788,"60,522.78 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Walworth Academy,22AYF0605660,"96,627.64 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Way Trust School,22AYF0617774,"869,040.78 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Way Trust School,22AYF0617776,"265,355.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Way Trust School,22AYF0617778,"92,851.73 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Way Trust School,EUPS847174,"29,227.25 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,St Paul's Way Trust School,EUPS857010,"66,488.44 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter and Paul Catholic Primary School,22AYF0614676,"61,845.40 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter and St Paul Catholic Primary School,22AYF0607635,"78,703.62 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter and St Paul Catholic Primary School,22AYF0608045,"67,886.79 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter and St Paul Church of England Academy,22AYF0604925,"130,639.41 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter and St Paul Church of England Voluntary C,22AYF0611361,"60,792.90 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Peter and St Paul CoE Primary School, Eye",22AYF0585177,"53,524.18 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Peter and St Paul, Catholic Voluntary Academy",22AYF0607820,"241,470.96 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter’s Church of England VC Primary School,22AYF0594685,"98,320.52 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Academy,22AYF0609968,"500,552.10 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Academy,22AYF0609970,"40,789.86 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Academy,22AYF0619506,"530,185.03 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Academy,EUPS861759,"34,121.25 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Academy,EUPS862199,"25,987.50 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Bratton Church of England Primary Academy,22AYF0620106,"117,814.34 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic Comprehensive School,22AYF0607644,"658,828.81 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic Comprehensive School,22AYF0607646,"129,614.64 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic Comprehensive School,EUPS893177,"29,253.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic First School,22AYF0602571,"90,573.91 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic High School and Sixth Form Cen,22AYF0607638,"549,561.29 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic High School and Sixth Form Cen,22AYF0607640,"116,320.72 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,10/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic High School and Sixth Form Cen,EUPS892994,"25,131.00 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peters Catholic Primary School,22AYF0607459,"65,013.87 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic Primary School,22AYF0589758,"117,690.71 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic Primary School,22AYF0589759,"26,519.23 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic Primary School,22AYF0597961,"59,870.87 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic Primary School,22AYF0613839,"77,610.34 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic Primary School,22AYF0620519,"47,157.69 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Peter's Catholic Primary School, Low Fell",22AYF0620771,"59,134.99 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic School,22AYF0602476,"443,101.76 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic School,22AYF0602478,"89,424.44 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic School,22AYF0619634,"108,726.49 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Catholic School,22AYF0619636,"451,254.25 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's CE (VA) Primary School,22AYF0607103,"56,415.28 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's CE Primary Academy,22AYF0591657,"67,984.03 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's CE Primary Academy,22AYF0594606,"121,900.65 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,ST PETER'S CHURCH OF ENGLAND (VA) JUNIOR SCHOOL,22AYF0607093,"39,081.40 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Church of England Academy,22AYF0600938,"59,310.97 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Church of England First School,22AYF0618875,"43,811.41 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,"St Peter's Church of England Infant School, Alvesc",22AYF0602998,"27,963.51 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Church of England Middle School,22AYF0603002,"102,422.92 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peters Church of England Primary Academy,22AYF0607046,"48,418.22 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Church of England Primary Academy,22AYF0607649,"73,499.42 ",Current grants - Academy Trust,,,,,,,,,
Department for Education,ESFA,03/05/2022,Grants Expenditure,ESFA Funding Directorate,St Peter's Church of England Primary School,22AYF0593060,"61,235.85 ",Current grants - Academy Trust,,,,,,,,,
