Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,11/05/2022,P+M General Services,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,624242,P+M General Services,"£92,178.72"
Ministry of Defence,Ministry of Defence,13/05/2022,Telecomms + IT non capital,Strategic Command,AGFA HEALTHCARE IT UK LIMITED,UB11 1FW,624951,IT+Comms Rental Payments,"£91,937.00"
Ministry of Defence,Ministry of Defence,18/05/2022,Intangibles SUME,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,625550,Intangible Cap Additions In Yr,"£91,862.40"
Ministry of Defence,Ministry of Defence,05/05/2022,Fees for Prof Services,Head Office and Corporate Services,KPMG LLP,WD17 1DE,623123,Fees for Other Prof Services,"£91,069.20"
Ministry of Defence,Ministry of Defence,20/05/2022,Intangibles SUME,Defence Equipment and Support,GENERAL ELECTRIC COMPANY,,2000020044,Intangible Cap Additions In Yr,"£91,046.14"
Ministry of Defence,Ministry of Defence,03/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,RAMBOLL UK LIMITED,SE1 8NW,622289,Fiscal AUC Capital Additions,"£90,766.61"
Ministry of Defence,Ministry of Defence,27/05/2022,Research+Development Expend,Strategic Command,STREETBEES.COM LTD,WC2H 7DQ,627764,Research+Development Expend,"£90,600.00"
Ministry of Defence,DECA,04/05/2022,DECA - Prev Business Stream 3,IS Operations ,EMCOR Group (UK) PLC,SO53 3YE,ALB001,IS Projects,"£90,476.80"
Ministry of Defence,Ministry of Defence,25/05/2022,Telecomms + IT non capital,Strategic Command,PA CONSULTING SERVICES LTD,SG8 6DP,627164,IT+Comms Rental Payments,"£90,000.00"
Ministry of Defence,Ministry of Defence,16/05/2022,Research+Development Expend,Defence Nuclear Organisation,H M REVENUE & CUSTOMS,BX5 5AB,625302,Research+Development Expend,"£89,587.00"
Ministry of Defence,Ministry of Defence,27/05/2022,Fuels Non Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,CERTAS ENERGY UK LIMITED,WA3 6XG,627655,Fuels Non Utilities Consumed,"£89,437.26"
Ministry of Defence,Ministry of Defence,30/05/2022,Fuels Non Utilities Consumed,Navy Command,CERTAS ENERGY UK LIMITED,WA3 6XG,627954,Fuels Non Utilities Consumed,"£89,379.64"
Ministry of Defence,Ministry of Defence,12/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,624422,CL MonthEnd Accruals Balance,"£88,640.49"
Ministry of Defence,Ministry of Defence,09/05/2022,Fees for Prof Services,Strategic Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,623543,Fees for Other Prof Services,"£88,000.52"
Ministry of Defence,Ministry of Defence,25/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,CR0 2EE,627190,Fiscal AUC Capital Additions,"£87,798.11"
Ministry of Defence,Ministry of Defence,03/05/2022,P+M General Services,Strategic Command,MET OFFICE,EX1 3PB,622387,P+M General Services,"£87,786.00"
Ministry of Defence,Ministry of Defence,09/05/2022,Heating Oil+Utilities Consumed,Air Command,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,623496,Gas,"£87,759.67"
Ministry of Defence,Ministry of Defence,24/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TETRA TECH MANAGEMENT SERVICES LIMITED,L2 6RE,626747,Fiscal AUC Capital Additions,"£87,505.55"
Ministry of Defence,Ministry of Defence,05/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,623016,Estate+Facilities Mgmnt Servs,"£87,191.79"
Ministry of Defence,Ministry of Defence,06/05/2022,Fees for Prof Services,Head Office and Corporate Services,IBM UNITED KINGDOM LIMITED,SO21 2JN,623291,Fees for Other Prof Services,"£87,027.00"
Ministry of Defence,Ministry of Defence,17/05/2022,P+M General Services,Army Command,4C EUROPE UK LIMITED,WC2N 6DF,625355,P+M General Services,"£87,000.00"
Ministry of Defence,Ministry of Defence,25/05/2022,Research+Development Expend,Army Command,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,626967,Research+Development Expend,"£86,983.11"
Ministry of Defence,Ministry of Defence,19/05/2022,P+M General Services,Army Command,ACCENTURE (UK) LIMITED,EC3M 3BD,625931,P+M General Services,"£86,739.00"
Ministry of Defence,Ministry of Defence,24/05/2022,Buildings Maintenance,DEFENCE INFRASTRUCTURE ORGANISATION,EMERGENT CROWN CONTRACT OFFICE FURNISHINGS LIMITED,HX3 8EF,626741,Buildings Maintenance,"£86,731.20"
Ministry of Defence,Royal Hospital Chelsea,27.05.2022,Purchased Services,Royal Hospital Chelsea,CBRE Managd Services Ltd,SE1 0HL,PIN136313,Maintenanace,"£86,344.80"
Ministry of Defence,Ministry of Defence,19/05/2022,Telecomms + IT non capital,DEFENCE INFRASTRUCTURE ORGANISATION,6 POINT 6 LIMITED,SW1Y 4JH,626018,IT+Comms Rental Payments,"£86,337.00"
Ministry of Defence,Ministry of Defence,04/05/2022,P+M General Services,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000019893,P+M General Services,"£86,109.76"
Ministry of Defence,Ministry of Defence,12/05/2022,NCA003-Estates-Eqipment/Works,DIO-SSG,MEESONS A.I. LTD,BD23 1TB,AP02PC9523,NCA003-Estates-Eqipment/Works,"£85,526.64"
Ministry of Defence,Ministry of Defence,06/05/2022,Defence Equip General Services,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,PO9 1SA,623339,Defence Eqpt Serv Chrge+Off BS,"£85,416.67"
Ministry of Defence,Ministry of Defence,25/05/2022,Med/Welfare/Soc+Rec Costs,Strategic Command,AAH PHARMACEUTICALS LTD,CV2 2TX,626972,Medical Costs,"£85,107.12"
Ministry of Defence,Ministry of Defence,17/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,TURNKEY INSTRUMENTS LIMITED,CW9 7TN,625366,CL MonthEnd Accruals Balance,"£84,985.71"
Ministry of Defence,Ministry of Defence,09/05/2022,Estate+Facilities Mgmnt Servs,Army Command,BEAVERFIT LIMITED,SY6 6NJ,623620,Estate+Facilities Mgmnt Servs,"£84,967.72"
Ministry of Defence,Ministry of Defence,30/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000069657,CL MonthEnd Accruals Balance,"£84,662.07"
Ministry of Defence,Ministry of Defence,16/05/2022,Telecomms + IT non capital,Strategic Command,BOXXE LIMITED,YO31 7RE,625213,IT+Comms Rental Payments,"£84,093.77"
Ministry of Defence,Ministry of Defence,05/05/2022,P+M General Services,Army Command,INSIGHT DIRECT (U K) LTD,S9 2BU,622873,P+M General Services,"£84,036.42"
Ministry of Defence,Ministry of Defence,05/05/2022,Telecomms + IT non capital,Army Command,PA CONSULTING SERVICES LTD,SG8 6DP,622994,IT+Comms Rental Payments,"£83,916.00"
Ministry of Defence,Ministry of Defence,11/05/2022,P+M General Services,Defence Equipment and Support,MAN ENERGY SOLUTIONS UK LIMITED,SK7 5BP,624195,P+M General Services,"£83,612.96"
Ministry of Defence,Ministry of Defence,12/05/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,ATKINS LIMITED,SW1E 5BY,624499,Fees for Other Prof Services,"£83,524.68"
Ministry of Defence,Ministry of Defence,04/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,KIER CONSTRUCTION LTD,CB25 9PD,622631,Estate+Facilities Mgmnt Servs,"£83,516.46"
Ministry of Defence,Ministry of Defence,27/05/2022,Buildings Maintenance,Air Command,FLEXIFORM BUSINESS FURNITURE LTD,BD3 7AE,627504,Buildings Maintenance,"£83,496.00"
Ministry of Defence,Ministry of Defence,27/05/2022,Fuels Non Utilities Consumed,Defence Equipment and Support,CERTAS ENERGY UK LIMITED,WA3 6XG,627655,Fuels Non Utilities Consumed,"£83,461.46"
Ministry of Defence,Ministry of Defence,05/05/2022,Research+Development Expend,Strategic Command,ADARGA LIMITED,SE1 0LN,623144,Research+Development Expend,"£83,333.34"
Ministry of Defence,Ministry of Defence,25/05/2022,Fees for Prof Services,Defence Nuclear Organisation,CABINET OFFICE,FY1 9JN,627068,Fees for Other Prof Services,"£83,260.72"
Ministry of Defence,Ministry of Defence,09/05/2022,Defence Equip General Services,Army Command,CUBIC DEFENCE UK LTD.,RH1 5LA,623587,Defence Eqpt Serv Chrge+Off BS,"£83,244.55"
Ministry of Defence,Ministry of Defence,18/05/2022,Rental Payments - Transport,Strategic Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,625673,Rental Payments-Transport-Oth,"£83,113.27"
Ministry of Defence,Ministry of Defence,04/05/2022,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000069186,Heating Oil+Utilities Consumed,"£82,511.37"
Ministry of Defence,Ministry of Defence,11/05/2022,Intangibles SUME,Defence Equipment and Support,LEONARDO UK LTD,LU1 3PG,624103,Intangible Cap Additions In Yr,"£82,278.00"
Ministry of Defence,Ministry of Defence,17/05/2022,Other Materiel Consumed,Head Office and Corporate Services,SOUTHERNS BROADSTOCK LIMITED,SK11 0TA,625414,Other Materiel Consumed,"£81,627.84"
Ministry of Defence,Ministry of Defence,27/05/2022,Research+Development Expend,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,627698,Research+Development Expend,"£81,252.00"
Ministry of Defence,Ministry of Defence,26/05/2022,External Education + Training,Strategic Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,627430,External Training Civ.,"£80,674.39"
Ministry of Defence,Ministry of Defence,03/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,HENRY BROTHERS LIMITED,BT45 6HJ,622548,Fiscal AUC Capital Additions,"£80,152.58"
Ministry of Defence,Ministry of Defence,24/05/2022,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,HELLENIC PETROLEUM CYPRUS LTD,,6000069580,Heating Oil+Utilities Consumed,"£79,533.24"
Ministry of Defence,Ministry of Defence,18/05/2022,P+M General Services,Defence Equipment and Support,DEFENCE ELECTRONIC AND COMPONENTS AGENCY,CH5 2LS,625681,P+M General Services,"£79,262.71"
Ministry of Defence,Ministry of Defence,12/05/2022,Research+Development Expend,Air Command,SOPHEON UK LIMITED,,624373,Research+Development Expend,"£79,250.00"
Ministry of Defence,Ministry of Defence,20/05/2022,Intangibles SUME,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,626301,Intangible Cap Additions In Yr,"£78,888.85"
Ministry of Defence,Ministry of Defence,17/05/2022,Other Materiel Consumed,Army Command,GOODYEAR DUNLOP TYRES UK LTD,B24 9HY,625529,Other Materiel Consumed,"£78,857.73"
Ministry of Defence,Ministry of Defence,20/05/2022,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,VEOLIA WATER OUTSOURCING LIMITED,WS11 8JP,626316,Water + Sewerage,"£78,728.31"
Ministry of Defence,Ministry of Defence,12/05/2022,Telecomms + IT non capital,Navy Command,DYNAMA SOLUTIONS LTD,TW9 2QE,624619,IT+Comms Rental Payments,"£77,427.50"
Ministry of Defence,Ministry of Defence,17/05/2022,Transportation + Movement,Air Command,BASTION SECURITY PRODUCTS LTD.,NE15 6UX,625473,Transport + Movement Freight,"£77,182.72"
Ministry of Defence,Ministry of Defence,17/05/2022,Fuels Non Utilities Consumed,Strategic Command,HELLENIC PETROLEUM CYPRUS LTD,,6000069403,Fuels Non Utilities Consumed,"£76,956.00"
Ministry of Defence,Ministry of Defence,27/05/2022,Fees for Prof Services,Strategic Command,DELOITTE LLP,MK9 1FD,627541,Fees for Other Prof Services,"£76,665.00"
Ministry of Defence,Ministry of Defence,23/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,626607,CL MonthEnd Accruals Balance,"£76,476.26"
Ministry of Defence,Ministry of Defence,16/05/2022,CL MonthEnd Accruals Balance,Defence Nuclear Organisation,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,625276,CL MonthEnd Accruals Balance,"£76,438.60"
Ministry of Defence,Ministry of Defence,19/05/2022,Rental Payments - Transport,Air Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,626109,Rental Payments-Transport-Oth,"£76,215.56"
Ministry of Defence,Ministry of Defence,10/05/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,MACE LIMITED,EC2M 6XB,624027,Fees for Other Prof Services,"£76,170.60"
Ministry of Defence,Ministry of Defence,05/05/2022,Fees for Prof Services,Army Command,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,622885,Fees for Other Prof Services,"£75,838.37"
Ministry of Defence,Ministry of Defence,03/05/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,BS1 6FL,622369,Fees for Other Prof Services,"£75,176.70"
Ministry of Defence,UKHO,11/05/2022,Insurance - employers & vehicle liability,Finance Branch,Willis Limited,,2000100523,Insurance - employers & vehicle liability,"£75,098.87"
Ministry of Defence,Ministry of Defence,27/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,EPA MANUFACTURING LIMITED,NG22 0LJ,627628,CL MonthEnd Accruals Balance,"£74,970.00"
Ministry of Defence,Ministry of Defence,05/05/2022,Med/Welfare/Soc+Rec Costs,Strategic Command,AAH PHARMACEUTICALS LTD,CV2 2TX,622913,Medical Costs,"£74,850.79"
Ministry of Defence,Ministry of Defence,10/05/2022,P+M General Services,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,623862,P+M General Services,"£74,637.60"
Ministry of Defence,Ministry of Defence,16/05/2022,P+M General Services,Defence Equipment and Support,KUEHNE + NAGEL LIMITED,UB11 1FG,625215,P+M General Services,"£74,532.13"
Ministry of Defence,Ministry of Defence,10/05/2022,P+M General Services,Defence Equipment and Support,SEATEC UK LIMITED,SO53 4TE,623863,P+M General Services,"£74,490.00"
Ministry of Defence,Ministry of Defence,13/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,624715,CL MonthEnd Accruals Balance,"£74,147.69"
Ministry of Defence,Ministry of Defence,04/05/2022,External Education + Training,Army Command,FELLHORNBAHN GMBH,,6000069172,External Training Mil.,"£74,086.10"
Ministry of Defence,Ministry of Defence,03/05/2022,Other Materiel Consumed,Army Command,GOODYEAR DUNLOP TYRES UK LTD,B24 9HY,622319,Other Materiel Consumed,"£73,910.28"
Ministry of Defence,Ministry of Defence,10/05/2022,Fees for Prof Services,DES Bespoke Trading Entity,CATALYZE LIMITED,SO21 1RR,623990,PSS Other Tech Support Exc R+D,"£73,844.40"
Ministry of Defence,Ministry of Defence,13/05/2022,Transportation + Movement,Head Office and Corporate Services,HOGG ROBINSON (TRAVEL) LIMITED,GU14 7NJ,624830,Transport+Movement Personnel,"£73,591.35"
Ministry of Defence,Ministry of Defence,27/05/2022,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,CERTAS ENERGY UK LIMITED,WA3 6XG,627655,Heating Oil+Utilities Consumed,"£73,549.63"
Ministry of Defence,Ministry of Defence,27/05/2022,Assets under Construction,Defence Equipment and Support,UNITED STATES GOVERNMENT,BS34 8JH,2000020093,SUME AUC Capital Additions,"£73,501.43"
Ministry of Defence,Ministry of Defence,05/05/2022,Fuels Non Utilities Consumed,Air Command,CERTAS ENERGY UK LIMITED,WA3 6XG,622981,Fuels Non Utilities Consumed,"£73,422.62"
Ministry of Defence,Ministry of Defence,18/05/2022,Rental Payments - Transport,Head Office and Corporate Services,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,625673,Rental Payments-Transport-Oth,"£72,737.16"
Ministry of Defence,Ministry of Defence,03/05/2022,P+M General Services,Defence Nuclear Organisation,SYSTEMS ENGINEERING & ASSESSMENT LTD,BA11 6TB,622429,P+M General Services,"£72,336.95"
Ministry of Defence,Ministry of Defence,05/05/2022,P+M General Services,Defence Equipment and Support,PLEXSYS INTERFACE PRODUCTS UK LTD,MK44 3BY,623112,P+M General Services,"£72,214.00"
Ministry of Defence,Ministry of Defence,12/05/2022,P+M General Services,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,624402,P+M General Services,"£72,195.26"
Ministry of Defence,Ministry of Defence,10/05/2022,Telecomms + IT non capital,Strategic Command,SWIFTSCALE HOLDINGS  LTD,W1W 7LT,623831,IT+Comms Rental Payments,"£72,000.00"
Ministry of Defence,Ministry of Defence,27/05/2022,Fuels Non Utilities Consumed,Navy Command,CERTAS ENERGY UK LIMITED,WA3 6XG,627655,Fuels Non Utilities Consumed,"£71,855.05"
Ministry of Defence,Ministry of Defence,10/05/2022,P+M General Services,Defence Equipment and Support,TLMNEXUS LTD,BN1 6AF,623970,P+M General Services,"£71,828.40"
Ministry of Defence,Ministry of Defence,05/05/2022,Fuels Non Utilities Consumed,Army Command,YOUR NRG LTD,TS25 1PW,623046,Fuels Non Utilities Consumed,"£71,457.10"
Ministry of Defence,Ministry of Defence,11/05/2022,Telecomms + IT non capital,Army Command,AKHTER COMPUTERS LIMITED,CM18 7PN,624222,IT+Comms Internal Costs,"£71,281.58"
Ministry of Defence,Ministry of Defence,24/05/2022,Fees for Prof Services,Army Command,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,626680,Fees for Other Prof Services,"£71,219.52"
Ministry of Defence,Ministry of Defence,03/05/2022,Telecomms + IT non capital,Strategic Command,PA CONSULTING SERVICES LTD,SG8 6DP,622431,IT+Comms Rental Payments,"£71,104.00"
Ministry of Defence,Ministry of Defence,18/05/2022,Estate+Facilities Mgmnt Servs,Army Command,BEAVERFIT LIMITED,SY6 6NJ,625824,Estate+Facilities Mgmnt Servs,"£70,852.20"
Ministry of Defence,Ministry of Defence,16/05/2022,Telecomms + IT non capital,Army Command,AKHTER COMPUTERS LIMITED,CM18 7PN,625244,IT+Comms Internal Costs,"£70,711.05"
Ministry of Defence,UKHO,16/05/2022,Computer maintenance & hire,ICT Delivery Business Group,boxxe Limited,,2000100563,Computer maintenance & hire,"£70,689.75"
Ministry of Defence,Ministry of Defence,05/05/2022,P+M General Services,Army Command,GRAFTON MERCHANTING GB LTD,DE1 1LQ,622780,P+M General Services,"£70,148.12"
Ministry of Defence,Ministry of Defence,25/05/2022,Fees for Prof Services,Strategic Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,626994,PSS Other Tech Support Exc R+D,"£70,074.00"
Ministry of Defence,Ministry of Defence,12/05/2022,P+M General Services,Defence Equipment and Support,LIGHTFOOT DEFENCE LIMITED,PO14 1TY,624546,P+M General Services,"£69,899.40"
Ministry of Defence,Ministry of Defence,24/05/2022,Assets under Construction,Defence Nuclear Organisation,SCORPION OCEANICS LIMITED,CB10 1RN,626861,SUME AUC Capital Additions,"£69,886.32"
Ministry of Defence,Ministry of Defence,05/05/2022,Telecomms + IT non capital,Navy Command,BOXXE LIMITED,YO31 7RE,622840,IT+Comms Internal Costs,"£69,801.36"
Ministry of Defence,UKHO,09/05/2022,Rates,Facilities Management,Somerset West and Taunton,,108715714,Rates,"£69,632.00"
Ministry of Defence,Ministry of Defence,03/05/2022,Defence Equip General Services,Navy Command,MIKE ROWLAND & SON,EX24 6DT,622281,Defence Equip General Services,"£69,500.00"
Ministry of Defence,Ministry of Defence,25/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000069605,Estate+Facilities Mgmnt Servs,"£69,249.11"
Ministry of Defence,Ministry of Defence,27/05/2022,Telecomms + IT non capital,Head Office and Corporate Services,ORACLE CORPORATION U K LTD,RG6 1RA,627643,IT+Comms Internal Costs,"£69,053.54"
Ministry of Defence,Ministry of Defence,27/05/2022,Buildings Maintenance,DEFENCE INFRASTRUCTURE ORGANISATION,EMERGENT CROWN CONTRACT OFFICE FURNISHINGS LIMITED,HX3 8EF,627696,Buildings Maintenance,"£68,930.45"
Ministry of Defence,Ministry of Defence,23/05/2022,Fees for Prof Services,Navy Command,ERNST & YOUNG LLP,SE1 2AF,626665,Fees for Other Prof Services,"£68,580.00"
Ministry of Defence,Ministry of Defence,17/05/2022,Telecomms + IT non capital,Army Command,LITTLE FISH (UK) LIMITED,NG1 1LS,625504,IT+Comms Rental Payments,"£68,466.00"
Ministry of Defence,Ministry of Defence,03/05/2022,Fees for Prof Services,Army Command,ARKE LTD,BA13 4NA,622476,Fees for Other Prof Services,"£68,270.87"
Ministry of Defence,Ministry of Defence,05/05/2022,Telecomms + IT non capital,Strategic Command,MSC DIGITAL LIMITED,BH7 7DU,623146,IT+Comms Rental Payments,"£68,220.00"
Ministry of Defence,Ministry of Defence,09/05/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,THE C.S.P. (CYPRUS SERVICES  PROVIDER) JOINT VENTURE,BFPO 53,6000069284,Fiscal AUC Capital Additions,"£68,207.69"
Ministry of Defence,Ministry of Defence,27/05/2022,P+M General Services,Defence Equipment and Support,RHEINMETALL BAE SYSTEMS LAND LIMITED,NP15 1XL,627565,P+M General Services,"£67,715.34"
Ministry of Defence,Ministry of Defence,25/05/2022,Telecomms + IT non capital,Strategic Command,FUGRO GEOSERVICES LIMITED,OX10 9RB,3209127,IT+Comms Internal Costs,"£67,461.45"
Ministry of Defence,Ministry of Defence,12/05/2022,Intangibles Non SUME,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,EC4N 6EU,624568,Intangible Cap Additions In Yr,"£67,198.58"
Ministry of Defence,Ministry of Defence,12/05/2022,Telecomms + IT non capital,Army Command,EXCEL AV LIMITED,RG5 4SA,624541,IT+Comms Internal Costs,"£67,182.68"
Ministry of Defence,Ministry of Defence,05/05/2022,Telecomms + IT non capital,Strategic Command,CENTIANT INTL LIMITED,NN7 2FA,622931,IT+Comms Rental Payments,"£66,743.00"
Ministry of Defence,Ministry of Defence,10/05/2022,Med/Welfare/Soc+Rec Costs,Strategic Command,AAH PHARMACEUTICALS LTD,CV2 2TX,623871,Medical Costs,"£66,602.56"
Ministry of Defence,Ministry of Defence,04/05/2022,Rental Payments - Transport,Strategic Command,ANDREAS PETSAS & SONS PUBLIC LTD,,6000069179,Rental Payments-Transport-Oth,"£66,590.85"
Ministry of Defence,Ministry of Defence,03/05/2022,Defence Equip General Services,Army Command,VOLKSWAGEN GROUP UNITED KINGDOM LTD,MK14 5AN,622473,Defence Equip General Services,"£66,462.92"
Ministry of Defence,Ministry of Defence,24/05/2022,Rental Payments - Transport,Army Command,ANDREAS PETSAS & SONS PUBLIC LTD,,6000069587,Rental Payments-Transport-Oth,"£66,331.21"
Ministry of Defence,Ministry of Defence,27/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,627715,CL MonthEnd Accruals Balance,"£66,141.34"
Ministry of Defence,Ministry of Defence,17/05/2022,Telecomms + IT non capital,Army Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,625388,IT+Comms Internal Costs,"£65,876.57"
Ministry of Defence,Ministry of Defence,03/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,622538,CL MonthEnd Accruals Balance,"£65,842.96"
Ministry of Defence,Ministry of Defence,11/05/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,MAN ENERGY SOLUTIONS UK LIMITED,SK7 5BP,624195,CL MonthEnd Accruals Balance,"£65,833.54"
Ministry of Defence,Ministry of Defence,19/05/2022,External Education + Training,Army Command,BABCOCK LAND LIMITED,BH23 9BS,625934,External Training Mil.,"£65,746.25"
Ministry of Defence,Ministry of Defence,18/05/2022,Research+Development Expend,Air Command,WAYLAND ADDITIVE LIMITED,HD4 7BH,625663,Research+Development Expend,"£65,700.00"
Ministry of Defence,Ministry of Defence,03/05/2022,Assets under Construction,DES Bespoke Trading Entity,ELECTRIC WHEELS LIMITED,IP25 6JB,622439,Fiscal AUC Capital Additions,"£65,444.01"
Ministry of Defence,Ministry of Defence,11/05/2022,Food + Clothing Consumed,DES Bespoke Trading Entity,MUSTO LTD,E1W 1UN,624137,Food + Clothing Consumed,"£64,800.00"
Ministry of Defence,Ministry of Defence,25/05/2022,Fees for Prof Services,Head Office and Corporate Services,IBM UNITED KINGDOM LIMITED,SO21 2JN,627090,Fees for Other Prof Services,"£64,584.00"
Ministry of Defence,Ministry of Defence,03/05/2022,External Education + Training,Army Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,622458,External Training Civ.,"£64,407.57"
Ministry of Defence,Ministry of Defence,10/05/2022,Telecomms + IT non capital,Head Office and Corporate Services,EPANY ARCHIVES LTD,OX2 7DY,623827,IT+Comms Rental Payments,"£64,324.67"
Ministry of Defence,Ministry of Defence,10/05/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,MACS EU LIMITED,UB8 2FX,623776,Fees for Other Prof Services,"£64,260.00"
Ministry of Defence,Ministry of Defence,03/05/2022,P+M General Services,Defence Equipment and Support,SYSTEMS ENGINEERING & ASSESSMENT LTD,BA11 6TB,622429,P+M General Services,"£63,877.98"
Ministry of Defence,Ministry of Defence,09/05/2022,External Education + Training,Army Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,623543,External Training Mil.,"£63,456.23"
Ministry of Defence,Ministry of Defence,13/05/2022,Telecomms + IT non capital,Army Command,E3 MEDIA LIMITED,BS4 3EH,624849,IT+Comms Rental Payments,"£63,434.14"
Ministry of Defence,Ministry of Defence,03/05/2022,Fuels Non Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,YOUR NRG LTD,TS25 1PW,622296,Fuels Non Utilities Consumed,"£63,398.74"
Ministry of Defence,Ministry of Defence,03/05/2022,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,FLOGAS BRITAIN LIMITED,LE7 1PF,622344,Gas,"£63,233.24"
Ministry of Defence,Ministry of Defence,30/05/2022,Telecomms + IT non capital,Strategic Command,HUSYS LTD,CT21 5ET,627963,IT+Comms Rental Payments,"£63,147.60"
Ministry of Defence,Ministry of Defence,27/05/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,KIER CONSTRUCTION LTD,CB25 9PD,627590,Estate+Facilities Mgmnt Servs,"£62,899.29"
Ministry of Defence,Ministry of Defence,26/05/2022,Telecomms + IT non capital,Army Command,MASTEK (UK) LTD,RG1 8BW,627384,IT+Comms Rental Payments,"£62,880.00"
Ministry of Defence,Ministry of Defence,25/05/2022,Telecomms + IT non capital,Army Command,MONITOR INTELLIGENCE SERVICES LTD,SN5 6QR,627115,IT+Comms Rental Payments,"£62,529.60"
Ministry of Defence,Ministry of Defence,20 May 2022,Administration Pmnts+Cash loss,Navy Command,ERNST & YOUNG LLP,SE1 2AF,626424,Administration Pmnts,"£62,400.00"
Ministry of Defence,Ministry of Defence,04/05/2022,Fuels Non Utilities Consumed,Army Command,WILHELM HOYER GMBH & CO. KG,,6000069187,Fuels Non Utilities Consumed,"£62,196.68"
