Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,10/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,589590,CL MonthEnd Accruals Balance,"£214,615.77"
Ministry of Defence,Ministry of Defence,08/11/2021,Government Procurement Card,Ministry of Defence,RBS PLC,,14614,Monthly GPC Payment,"£211,722.32"
Ministry of Defence,Ministry of Defence,04/11/2021,Telecomms + IT non capital,Army Command,IBM UNITED KINGDOM LIMITED,PO6 3AU,588316,IT+Comms Rental Payments,"£209,090.94"
Ministry of Defence,Ministry of Defence,23/11/2021,Buildings Maintenance,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,592194,Buildings Maintenance,"£208,859.05"
Ministry of Defence,Ministry of Defence,10/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,LATCHWAYS PLC,SN10 2JP,589443,CL MonthEnd Accruals Balance,"£208,034.64"
Ministry of Defence,Ministry of Defence,24/11/2021,Telecomms + IT non capital,Strategic Command,SERBUS LTD,HR1 4LB,592584,IT+Comms Rental Payments,"£207,754.16"
Ministry of Defence,Ministry of Defence,29/11/2021,Intangibles SUME,Defence Equipment and Support,THALES NORWAY AS,,6000066378,Intangible Cap Additions In Yr,"£207,670.04"
Ministry of Defence,Ministry of Defence,23/11/2021,P+M General Services,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO3 5PQ,592240,P+M General Services,"£206,818.00"
Ministry of Defence,Ministry of Defence,26/11/2021,Assets under Construction,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,593205,Fiscal AUC Capital Additions,"£206,718.17"
Ministry of Defence,Ministry of Defence,17/11/2021,Rental Payments - Transport,Navy Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,591122,Rental Payments-Transport-Oth,"£204,482.59"
Ministry of Defence,Ministry of Defence,04/11/2021,CL MonthEnd Accruals Balance,DES Bespoke Trading Entity,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,588457,CL MonthEnd Accruals Balance,"£204,201.37"
Ministry of Defence,Ministry of Defence,11/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,JACOBS U.K. LIMITED,G2 7HX,590044,Fiscal AUC Capital Additions,"£200,306.48"
Ministry of Defence,Ministry of Defence,08/11/2021,Fees for Prof Services,Head Office and Corporate Services,HYPER TALENT SOLUTIONS LTD,SL3 7AE,589126,Fees for Other Prof Services,"£198,840.00"
Ministry of Defence,Ministry of Defence,03/11/2021,External Education + Training,Army Command,CUBIC DEFENCE UK LTD.,RH1 5LA,587852,External Training Mil.,"£198,138.97"
Ministry of Defence,Ministry of Defence,26/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE LIMITED,SE1 9SG,593086,Estate+Facilities Mgmnt Servs,"£198,110.75"
Ministry of Defence,Ministry of Defence,25/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000066331,Fiscal AUC Capital Additions,"£197,915.02"
Ministry of Defence,Ministry of Defence,15/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,NSAF LIMITED,NG7 2TD,6000066087,CL MonthEnd Accruals Balance,"£197,219.41"
Ministry of Defence,Ministry of Defence,26/11/2021,Telecomms + IT non capital,Defence Equipment and Support,BEUMER GROUP UK LIMITED,LE67 1UE,592939,IT+Comms Rental Payments,"£196,725.90"
Ministry of Defence,Ministry of Defence,22/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,AECOM LIMITED,AL1 3ER,591890,Fiscal AUC Capital Additions,"£196,359.98"
Ministry of Defence,Ministry of Defence,03/11/2021,Fees for Prof Services,Head Office and Corporate Services,IBM UNITED KINGDOM LIMITED,SE1 9PZ,587978,Fees for Other Prof Services,"£195,132.00"
Ministry of Defence,Ministry of Defence,08/11/2021,Telecomms + IT non capital,DES Bespoke Trading Entity,METHODS ANALYTICS LIMITED,EC1A 4EN,589067,IT+Comms Rental Payments,"£193,495.20"
Ministry of Defence,Ministry of Defence,16/11/2021,P+M General Services,Defence Equipment and Support,SAFRAN HELICOPTER ENGINES UK LIMITED,PO15 5RL,6000066120,P+M General Services,"£192,637.52"
Ministry of Defence,Ministry of Defence,10/11/2021,P+M General Services,Defence Equipment and Support,MAN ENERGY SOLUTIONS UK LIMITED,SK7 5BP,589528,P+M General Services,"£191,647.47"
Ministry of Defence,Ministry of Defence,03/11/2021,Telecomms + IT non capital,DES Bespoke Trading Entity,METHODS ANALYTICS LIMITED,EC1A 4EN,587920,IT+Comms Rental Payments,"£191,454.00"
Ministry of Defence,Ministry of Defence,29/11/2021,Fees for Prof Services,Air Command,CATALYZE LIMITED,SO21 1RR,593445,Fees for Other Prof Services,"£191,434.04"
Ministry of Defence,Ministry of Defence,05/11/2021,Assets under Construction,Defence Nuclear Organisation,AWE PLC,RG7 4PR,588621,Fiscal AUC Capital Additions,"£190,444.57"
Ministry of Defence,Ministry of Defence,11/11/2021,Fees for Prof Services,Army Command,EUROFINS FORENSIC SERVICES LIMITED,TW11 0LY,589725,Fees for Other Prof Services,"£189,258.49"
Ministry of Defence,Ministry of Defence,10/11/2021,Telecomms + IT non capital,Head Office and Corporate Services,TISSKI LIMITED,S11 7PX,589456,IT+Comms Rental Payments,"£189,183.00"
Ministry of Defence,Ministry of Defence,10/11/2021,P+M General Services,Defence Equipment and Support,ALLAN WEBB LTD,GL10 3RF,589486,P+M General Services,"£188,292.96"
Ministry of Defence,Ministry of Defence,25/11/2021,Research+Development Expend,Army Command,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,592845,Research+Development Expend,"£187,858.79"
Ministry of Defence,Ministry of Defence,15/11/2021,P+M General Services,Defence Equipment and Support,NORTHROP GRUMMAN INTERNATIONAL TRADING INC,,2000018699,P+M General Services,"£187,581.48"
Ministry of Defence,Ministry of Defence,16/11/2021,P+M General Services,Strategic Command,H M REVENUE & CUSTOMS,BX5 5AB,590839,P+M General Services,"£186,313.00"
Ministry of Defence,Ministry of Defence,03/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,588014,Fiscal AUC Capital Additions,"£184,128.06"
Ministry of Defence,Ministry of Defence,15/11/2021,Telecomms + IT non capital,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,590572,IT+Comms Rental Payments,"£184,033.42"
Ministry of Defence,Ministry of Defence,23/11/2021,Fuels Non Utilities Consumed,Army Command,OIL NRG LTD,TS25 1PW,592148,Fuels Non Utilities Consumed,"£182,412.60"
Ministry of Defence,Ministry of Defence,08/11/2021,P+M General Services,Defence Equipment and Support,MSI-DEFENCE SYSTEMS LTD,NR7 9AY,588967,P+M General Services,"£182,170.60"
Ministry of Defence,Ministry of Defence,29/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,BS1 6FL,593413,Fiscal AUC Capital Additions,"£181,580.13"
Ministry of Defence,Ministry of Defence,22/11/2021,P+M General Services,Defence Equipment and Support,SUTTON HOUSE LTD,HR1 2J,591910,P+M General Services,"£181,313.80"
Ministry of Defence,Ministry of Defence,19/11/2021,Fees for Prof Services,Army Command,PA CONSULTING SERVICES LTD,SG8 6DP,591741,Fees for Other Prof Services,"£180,000.00"
Ministry of Defence,Ministry of Defence,25/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,592883,CL MonthEnd Accruals Balance,"£178,227.61"
Ministry of Defence,Ministry of Defence,17/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,KIER CONSTRUCTION LTD,PL6 5DH,590943,Estate+Facilities Mgmnt Servs,"£178,193.87"
Ministry of Defence,Ministry of Defence,01/11/2021,Telecomms + IT non capital,Army Command,ENTSERV UK LIMITED,GU11 1PZ,587261,IT+Comms SCA Serv Chrg+Off BS,"£178,028.14"
Ministry of Defence,Ministry of Defence,04/11/2021,Telecomms + IT non capital,Army Command,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,588585,IT+Comms Rental Payments,"£177,138.53"
Ministry of Defence,Ministry of Defence,19/11/2021,Telecomms + IT non capital,Army Command,E3 MEDIA LIMITED,BS4 3EH,591721,IT+Comms Rental Payments,"£176,105.42"
Ministry of Defence,Ministry of Defence,11/11/2021,Estate+Facilities Mgmnt Servs,Army Command,BEAVERFIT LIMITED,SY6 6NJ,589968,Estate+Facilities Mgmnt Servs,"£175,736.95"
Ministry of Defence,Ministry of Defence,19/11/2021,Telecomms + IT non capital,Strategic Command,ULTRA ELECTRONICS LIMITED,BH21 7SQ,591699,IT+Comms Rental Payments,"£174,439.59"
Ministry of Defence,Ministry of Defence,01/11/2021,Fuels Non Utilities Consumed,Army Command,CERTAS ENERGY UK LIMITED,FK5 4RB,587225,Fuels Non Utilities Consumed,"£174,379.97"
Ministry of Defence,Ministry of Defence,12/11/2021,Telecomms + IT non capital,Strategic Command,PA CONSULTING SERVICES LTD,SG8 6DP,590282,IT+Comms Rental Payments,"£174,202.50"
Ministry of Defence,Ministry of Defence,02/11/2021,Med/Welfare/Soc+Rec Costs,Strategic Command,SPIRE HEALTHCARE LIMITED,EC4Y 8EN,587542,Medical Costs,"£174,124.81"
Ministry of Defence,Ministry of Defence,19/11/2021,P+M General Services,Defence Nuclear Organisation,TPG MARITIME LIMITED,PO3 5FP,591656,P+M General Services,"£174,004.80"
Ministry of Defence,Ministry of Defence,03/11/2021,Telecomms + IT non capital,Navy Command,EITEC LTD,WC1N 3AX,587895,IT+Comms Rental Payments,"£172,225.75"
Ministry of Defence,Ministry of Defence,12/11/2021,P+M Rental Payments,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,590276,P+M Rental Payments,"£172,174.23"
Ministry of Defence,Ministry of Defence,11/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MORGAN SINDALL CONSTRUCTION & INFRASTRUCTURE LTD,CV21 2DW,589971,Fiscal AUC Capital Additions,"£170,522.77"
Ministry of Defence,Ministry of Defence,03/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ARCADIS LLP,N1 9AB,588168,Fiscal AUC Capital Additions,"£169,844.88"
Ministry of Defence,Ministry of Defence,05/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TETRA TECH MANAGEMENT SERVICES LIMITED,L2 6RE,588653,Fiscal AUC Capital Additions,"£169,668.16"
Ministry of Defence,Ministry of Defence,02/11/2021,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,587790,P+M General Services,"£169,442.13"
Ministry of Defence,Ministry of Defence,03/11/2021,P+M General Services,Defence Equipment and Support,DEFENCE ELECTRONIC AND COMPONENTS AGENCY,CH5 2LS,588021,P+M General Services,"£166,398.28"
Ministry of Defence,Ministry of Defence,03/11/2021,Fees for Prof Services,Strategic Command,TPG SERVICES LIMITED,BA9 9FE,587843,Fees for Other Prof Services,"£165,956.32"
Ministry of Defence,Ministry of Defence,26/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,VOLKERSTEVIN LIMITED,PR2 5PE,592940,Fiscal AUC Capital Additions,"£165,802.93"
Ministry of Defence,Ministry of Defence,23/11/2021,Fees for Prof Services,Army Command,MONITOR INTELLIGENCE SERVICES LTD,SN5 6QR,592259,Fees for Other Prof Services,"£164,222.00"
Ministry of Defence,Ministry of Defence,24/11/2021,Defence Equip General Services,Army Command,SAAB AB,,3208470,Defence Eqpt Serv Chrge+Off BS,"£161,655.00"
Ministry of Defence,Ministry of Defence,01/11/2021,Raw Materials + Consumables,Head Office and Corporate Services,WORCESTERSHIRE MEDAL SERVICE LIMITED,B61 8LL,587409,RMC Clothing + Textiles,"£160,056.00"
Ministry of Defence,Ministry of Defence,04/11/2021,P+M General Services,Strategic Command,IBM UNITED KINGDOM LIMITED,SO21 2JN,588520,P+M General Services,"£159,408.00"
Ministry of Defence,Ministry of Defence,10/11/2021,Estate+Facilities Mgmnt Servs,Army Command,BEAVERFIT LIMITED,SY6 6NJ,589578,Estate+Facilities Mgmnt Servs,"£159,210.13"
Ministry of Defence,Ministry of Defence,15/11/2021,Research+Development Expend,Strategic Command,CATALYZE LIMITED,SO21 1RR,590511,Research+Development Expend,"£157,665.60"
Ministry of Defence,Ministry of Defence,10/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,RAMBOLL UK LIMITED,SE1 8NW,589567,Fiscal AUC Capital Additions,"£157,147.54"
Ministry of Defence,Ministry of Defence,15/11/2021,Fuels Non Utilities Consumed,Army Command,CERTAS ENERGY UK LIMITED,WA3 6XG,590488,Fuels Non Utilities Consumed,"£156,983.92"
Ministry of Defence,Ministry of Defence,04/11/2021,Capital Spares,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,588457,CS Engineering + Technical,"£155,435.04"
Ministry of Defence,Ministry of Defence,02/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000065927,Fiscal AUC Capital Additions,"£155,399.83"
Ministry of Defence,Ministry of Defence,09/11/2021,Fees for Prof Services,Defence Nuclear Organisation,COSTAIN LIMITED,SL6 4UB,589208,Fees for Other Prof Services,"£155,231.46"
Ministry of Defence,Ministry of Defence,22/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000066239,Estate+Facilities Mgmnt Servs,"£154,743.25"
Ministry of Defence,Ministry of Defence,12/11/2021,Telecomms + IT non capital,Army Command,COMPUTACENTER (UK) LIMITED,AL10 9TW,590217,IT+Comms Internal Costs,"£153,846.14"
Ministry of Defence,Ministry of Defence,10/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,589484,CL MonthEnd Accruals Balance,"£153,130.04"
Ministry of Defence,Ministry of Defence,02/11/2021,Telecomms + IT non capital,Strategic Command,PA CONSULTING SERVICES LTD,SG8 6DP,587590,IT+Comms Rental Payments,"£152,880.04"
Ministry of Defence,Ministry of Defence,29/11/2021,Research+Development Expend,Defence Equipment and Support,QINETIQ LIMITED,GU14 0LX,593285,Research+Development Expend,"£151,547.26"
Ministry of Defence,Ministry of Defence,10/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,589618,Fiscal AUC Capital Additions,"£151,267.07"
Ministry of Defence,Ministry of Defence,23/11/2021,Research+Development Expend,Defence Equipment and Support,NAVANTIA SA SME,,3208468,Research+Development Expend,"£150,000.00"
Ministry of Defence,Ministry of Defence,10/11/2021,Telecomms + IT non capital,Army Command,MICRO FOCUS SOFTWARE UK LTD,RG12 1HN,589410,IT+Comms Rental Payments,"£149,649.55"
Ministry of Defence,Ministry of Defence,29/11/2021,Fees for Prof Services,DES Bespoke Trading Entity,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,593252,PSS Other Tech Support Exc R+D,"£149,160.91"
Ministry of Defence,Ministry of Defence,25/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000066331,Estate+Facilities Mgmnt Servs,"£148,262.66"
Ministry of Defence,Ministry of Defence,12/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,CM2 8HN,590195,CL MonthEnd Accruals Balance,"£147,235.73"
Ministry of Defence,Ministry of Defence,18/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,591315,CL MonthEnd Accruals Balance,"£145,234.08"
Ministry of Defence,Ministry of Defence,22/11/2021,Telecomms + IT non capital,Strategic Command,CGI IT UK LIMITED,CF31 9AP,591923,IT+Comms Rental Payments,"£144,944.00"
Ministry of Defence,Ministry of Defence,12/11/2021,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,ATKINS LIMITED,WR5 1WS,590335,Fees for Other Prof Services,"£144,037.52"
Ministry of Defence,Ministry of Defence,12/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,590186,CL MonthEnd Accruals Balance,"£144,014.70"
Ministry of Defence,Ministry of Defence,01/11/2021,P+M General Services,Navy Command,ATKINS LIMITED,SW1E 5BY,587193,P+M General Services,"£143,929.03"
Ministry of Defence,Ministry of Defence,05/11/2021,Assets under Construction,Defence Equipment and Support,BOEING DEFENCE U K LTD,BS16 1EJ,588631,Fiscal AUC Capital Additions,"£141,867.60"
Ministry of Defence,Ministry of Defence,25/11/2021,P+M General Services,Defence Equipment and Support,LOCKHEED MARTIN UK LIMITED,PO9 1SA,592768,P+M General Services,"£140,663.00"
Ministry of Defence,Ministry of Defence,29/11/2021,Raw Materials + Consumables,Defence Nuclear Organisation,ENERSYS LTD.,,593298,RMC Engineering + Technical,"£140,461.50"
Ministry of Defence,Ministry of Defence,15/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,KELLOGG BROWN & ROOT LIMITED,KT22 7NL,590405,CL MonthEnd Accruals Balance,"£138,914.50"
Ministry of Defence,Ministry of Defence,05/11/2021,Fees for Prof Services,Strategic Command,PA CONSULTING SERVICES LTD,SG8 6DP,588813,Fees for Other Prof Services,"£138,076.20"
Ministry of Defence,Ministry of Defence,23/11/2021,P+M General Services,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000066270,P+M General Services,"£137,072.05"
Ministry of Defence,Ministry of Defence,17/11/2021,Rental Payments - Transport,Air Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,591122,Rental Payments-Transport-Oth,"£136,493.30"
Ministry of Defence,Ministry of Defence,03/11/2021,External Education + Training,Air Command,META MISSION DATA LIMITED,WR14 3SZ,588033,External Training Civ.,"£136,244.00"
Ministry of Defence,Ministry of Defence,04/11/2021,Raw Materials + Consumables,Defence Nuclear Organisation,ENERSYS LTD.,,588471,RMC Engineering + Technical,"£136,172.09"
Ministry of Defence,Ministry of Defence,17/11/2021,Telecomms + IT non capital,Army Command,DELOITTE LLP,MK9 1FD,591176,IT+Comms Rental Payments,"£135,480.60"
Ministry of Defence,Ministry of Defence,25/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,GALLIFORD TRY BUILDING 2014 LIMITED,G33 1AP,592757,Fiscal AUC Capital Additions,"£135,223.72"
Ministry of Defence,Ministry of Defence,03/11/2021,Rental Payments - Transport,Strategic Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000065962,Rental Payments-Transport-Oth,"£135,012.86"
Ministry of Defence,Ministry of Defence,17/11/2021,Rental Payments - Transport,DES Bespoke Trading Entity,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,591122,Rental Payments-Transport-Oth,"£134,639.22"
Ministry of Defence,Ministry of Defence,12/11/2021,Capital Spares,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,590186,CS Engineering + Technical,"£134,605.30"
Ministry of Defence,Ministry of Defence,08/11/2021,External Education + Training,Army Command,THE COLLEGES PARTNERSHIP LIMITED,DT11 8ST,589050,External Training Mil.,"£134,462.99"
Ministry of Defence,Ministry of Defence,29/11/2021,Intangibles SUME,Defence Equipment and Support,LEONARDO UK LTD,SS14 3EL,593446,Intangible Cap Additions In Yr,"£133,153.20"
Ministry of Defence,Ministry of Defence,05/11/2021,P+M General Services,Defence Equipment and Support,NORTHROP GRUMMAN UK LIMITED,SW1Y 4EJ,2000018640,P+M General Services,"£132,919.64"
Ministry of Defence,Ministry of Defence,24/11/2021,P+M General Services,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,592510,P+M General Services,"£132,610.04"
Ministry of Defence,Ministry of Defence,12/11/2021,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,590186,P+M General Services,"£132,502.93"
Ministry of Defence,Ministry of Defence,12/11/2021,Fees for Prof Services,Defence Nuclear Organisation,JACOBS U.K. LIMITED,RG41 5TU,590168,PSS Other Tech Support Exc R+D,"£132,141.00"
Ministry of Defence,Ministry of Defence,25/11/2021,P+M General Services,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO3 5PQ,592752,P+M General Services,"£131,983.80"
Ministry of Defence,Ministry of Defence,16/11/2021,Rental Payments - Transport,Strategic Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,590693,Rental Payments-Transport-Oth,"£131,313.45"
Ministry of Defence,DECA,09/11/2021,DECA - Prev Business Stream 3,Facilities,EMCOR Group (UK) PLC,SO53 3YE,ALB03,Works planned Maintenance Sept 21,"£131,011.38"
Ministry of Defence,Ministry of Defence,04/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,588498,Fiscal AUC Capital Additions,"£128,776.13"
Ministry of Defence,Ministry of Defence,18/11/2021,P+M General Services,Air Command,RINA CONSULTING DEFENCE LTD,KT22 7SA,591372,P+M General Services,"£127,400.00"
Ministry of Defence,Ministry of Defence,24/11/2021,Fuels Non Utilities Consumed,Army Command,CERTAS ENERGY UK LIMITED,WA3 6XG,592616,Fuels Non Utilities Consumed,"£125,817.40"
Ministry of Defence,Ministry of Defence,03/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,588014,Estate+Facilities Mgmnt Servs,"£125,578.39"
Ministry of Defence,Ministry of Defence,23/11/2021,Telecomms + IT non capital,Strategic Command,AKHTER COMPUTERS LIMITED,CM18 7PN,592358,IT+Comms Rental Payments,"£125,544.60"
Ministry of Defence,Ministry of Defence,08/11/2021,P+M General Services,Army Command,4C EUROPE UK LIMITED,WC2N 6DF,589052,P+M General Services,"£125,014.20"
Ministry of Defence,Ministry of Defence,24/11/2021,CL MonthEnd Accruals Balance,Defence Nuclear Organisation,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,592552,CL MonthEnd Accruals Balance,"£124,779.24"
Ministry of Defence,Ministry of Defence,16/11/2021,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,590769,P+M General Services,"£124,556.09"
Ministry of Defence,Ministry of Defence,01/11/2021,Telecomms + IT non capital,Strategic Command,PA CONSULTING SERVICES LTD,SG8 6DP,587289,IT+Comms Rental Payments,"£124,531.54"
Ministry of Defence,Ministry of Defence,15/11/2021,Fees for Prof Services,Army Command,CLOUD NATIVE LTD,N1 7GU,590498,Fees for Other Prof Services,"£124,235.78"
Ministry of Defence,Ministry of Defence,29/11/2021,CL MonthEnd Accruals Balance,Defence Equipment and Support,AIRBUS HELICOPTERS UK LIMITED,OX5 1QZ,6000066387,CL MonthEnd Accruals Balance,"£124,122.87"
Ministry of Defence,Ministry of Defence,08/11/2021,Telecomms + IT non capital,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,588948,IT+Comms Rental Payments,"£123,265.80"
Ministry of Defence,Ministry of Defence,02/11/2021,P+M General Services,Strategic Command,QINETIQ LIMITED,GU14 0LX,587593,P+M General Services,"£122,808.00"
Ministry of Defence,Ministry of Defence,08/11/2021,CL MonthEnd Accruals Balance,Defence Nuclear Organisation,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,588912,CL MonthEnd Accruals Balance,"£122,399.76"
Ministry of Defence,Ministry of Defence,15/11/2021,Rental Payments - Transport,Army Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,6000066097,Rental Payments-Transport-Oth,"£122,146.26"
Ministry of Defence,Ministry of Defence,23/11/2021,Raw Materials + Consumables,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,592284,RMC Engineering + Technical,"£121,820.52"
Ministry of Defence,Ministry of Defence,26/11/2021,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,CR0 2EE,593182,Fiscal AUC Capital Additions,"£120,960.05"
Ministry of Defence,Ministry of Defence,04/11/2021,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,THE RIVERSIDE GROUP LIMITED,L24 8RF,588475,Prop Dw SCA Serv Chrge+ Off BS,"£120,734.60"
Ministry of Defence,Ministry of Defence,16/11/2021,Assets under Construction,Army Command,TERBERG DTS (UK) LIMITED,HX5 9DA,590724,Fiscal AUC Capital Additions,"£120,288.85"
Ministry of Defence,Ministry of Defence,09/11/2021,Telecomms + IT non capital,DEFENCE INFRASTRUCTURE ORGANISATION,BOXXE LIMITED,YO31 7RE,589275,IT+Comms Internal Costs,"£120,264.60"
Ministry of Defence,Ministry of Defence,19/11/2021,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,COMPASS CONTRACT SERVICES (U.K.) LIMITED,B45 9PZ,591643,Estate+Facilities Mgmnt Servs,"£120,119.32"
Ministry of Defence,Ministry of Defence,04/11/2021,Defence Equip General Services,Navy Command,QINETIQ LIMITED,GU14 0LX,588580,Defence Equip General Services,"£120,000.00"
Ministry of Defence,Ministry of Defence,03/11/2021,Fees for Prof Services,Strategic Command,TPG SERVICES LIMITED,BA9 9FE,587843,FATS,"£119,989.62"
Ministry of Defence,Ministry of Defence,18/11/2021,P+M General Services,Navy Command,NUVIA LIMITED,WA3 6AE,591325,P+M General Services,"£119,965.66"
Ministry of Defence,Ministry of Defence,01/11/2021,P+M General Services,Defence Equipment and Support,RAYTHEON SYSTEMS LIMITED,CM17 9NA,587262,P+M General Services,"£119,404.66"
Ministry of Defence,Ministry of Defence,12/11/2021,P+M General Services,Defence Equipment and Support,RAYTHEON SYSTEMS LIMITED,CM17 9NA,590212,P+M General Services,"£119,404.66"
Ministry of Defence,Ministry of Defence,12/11/2021,Telecomms + IT non capital,Army Command,INSIGHT DIRECT (U K) LTD,S9 2BU,590310,IT+Comms Internal Costs,"£118,212.60"
Ministry of Defence,Ministry of Defence,26/11/2021,Telecomms + IT non capital,Strategic Command,SRC UK LIMITED,LN6 7DJ,593064,IT+Comms Rental Payments,"£118,194.11"
Ministry of Defence,Ministry of Defence,17/11/2021,P+M General Services,Defence Equipment and Support,RHEINMETALL BAE SYSTEMS LAND LIMITED,NP15 1XL,591174,P+M General Services,"£117,916.80"
Ministry of Defence,Ministry of Defence,02/11/2021,External Education + Training,Army Command,THE COLLEGES PARTNERSHIP LIMITED,DT11 8ST,587498,External Training Mil.,"£117,003.15"
Ministry of Defence,Ministry of Defence,01/11/2021,Research+Development Expend,Air Command,ROBIN RADAR SYSTEMS B.V.,,3208390,Research+Development Expend,"£116,966.40"
Ministry of Defence,Ministry of Defence,11/11/2021,Capital Spares,Defence Nuclear Organisation,TPG MARITIME LIMITED,PO3 5FP,590001,CS Engineering + Technical,"£116,137.64"
Ministry of Defence,Ministry of Defence,03/11/2021,Fees for Prof Services,Army Command,MASTEK (UK) LTD,RG1 8BW,588132,Fees for Other Prof Services,"£116,125.08"
