Unique ID,Invoice Paid Date,Invoice Cost Centre Description,Invoice Account Description,Supplier Name,Transparency Invoice Amount
Transparency 304,03/03/2023,DIG CROSS CUTTING SERVICES,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SCOTT LOGIC LTD,"£225,839"
Transparency 305,08/03/2023,EP CEP WHP DWP CONTRACTS NE ENG CPA2,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£225,728"
Transparency 306,07/03/2023,DIG SRA - DIG DWP REF DATA,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,DELOITTE LLP,"£225,367"
Transparency 307,23/03/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£224,687"
Transparency 308,30/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,HLSM EXTENSION,"£224,533"
Transparency 309,23/03/2023,DIG CHILDREN  - CMS 2012 CORE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,TATA CONSULTANCY SERVICES LTD,"£224,461"
Transparency 310,21/03/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£224,205"
Transparency 311,30/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,DURHAM WORKS 3 ESF,"£223,529"
Transparency 312,29/03/2023,PCP ESTATES LCW DELP,PPE - POA & AUC (OWNED) - COST - ADDITIONS - PLANT & MACHINERY,FES SUPPORT SERVICES LTD,"£223,451"
Transparency 313,20/03/2023,EP CEP WHP DWP CONTRACTS NW ENG CPA3,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£223,290"
Transparency 314,27/03/2023,STR GSU LABOUR MARKET STRATEGY & ANALYSIS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ORIGINAL RESEARCH,NATIONAL LEARNING & WORK INSTITUTE,"£221,315"
Transparency 315,03/03/2023,FG CS HS PIP LOT 2,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP GP FACTUAL,CAPITA BUSINESS SERVICES LTD,"£220,095"
Transparency 316,14/03/2023,STR WORK & HEALTH INNOVATION FUND,EXP - PURCHASE OF GOODS/SERVICES  - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED - ESA10,OFFICE FOR NATIONAL STATISTICS,"£219,156"
Transparency 317,24/03/2023,HR ORGANISATION CAPABILITY,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - RECRUITMENT,CABINET OFFICE,"£218,905"
Transparency 318,20/03/2023,DIG DW AND DSP PLATFORM RUN,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,RPLUS ANALYTICS SOLUTIONS LTD,"£217,550"
Transparency 319,17/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,KEIGHLEY CLLD,"£216,910"
Transparency 320,29/03/2023,DIG PRINTED CUSTOMER COMMUNICATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ALLIED PUBLICITY SERVICES MANCHESTER LTD,"£216,740"
Transparency 321,16/03/2023,PO SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,CLARITY TRAVEL LIMITED,"£215,530"
Transparency 322,30/03/2023,DIG INTEGRATION - STRATEGIC ARA API GATEWAY DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,LAYER 7 IT SECURITY,"£215,000"
Transparency 323,06/03/2023,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£214,974"
Transparency 324,08/03/2023,DIG DATA ASSET MANAGEMENT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,AUTOMATION LOGIC LTD,"£214,788"
Transparency 325,31/03/2023,STR LEGAL SERVICES,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,GOVERNMENT LEGAL DEPARTMENT,"£213,991"
Transparency 326,20/03/2023,DIG SRA - DIG DWP REF DATA,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,DELOITTE LLP,"£211,695"
Transparency 327,23/03/2023,SE SPD INTERNATIONAL MAIL,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,G3 WORLDWIDE MAIL UK LTD,"£211,668"
Transparency 328,03/03/2023,FG CS HS PIP LOT 1,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP F2F ASSESSMENTS,ATOS IT SERVICES UK LTD TRADING AS INDEPENDENT ASSESSMENT SERVICES,"£211,352"
Transparency 329,29/03/2023,DIG WORKPLACE COMPUTING MAINTENANCE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,CDW LTD,"£210,543"
Transparency 330,10/03/2023,DIG CROSS CUTTING SERVICES,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SCOTT LOGIC LTD,"£210,261"
Transparency 331,30/03/2023,EP CEP RESTART CPA 5B SOUTH & EAST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£210,112"
Transparency 332,31/03/2023,PCP ESTATES LCW DELP,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,SPELLER METCALFE MALVERN LTD,"£209,809"
Transparency 333,30/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,UPSKILLING LANCASHIRE,"£209,618"
Transparency 334,22/03/2023,DIG STB FUNDED DLA CHILD - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£208,677"
Transparency 335,06/03/2023,DIG DATA OPS FOR UC DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CREDERA LTD,"£207,291"
Transparency 336,27/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,GET INSPIRED LEICESTER,"£207,168"
Transparency 337,27/03/2023,FG FSC BANKING,EXP - PURCHASE OF GOODS/SERVICES - OTHER - BANK CHARGES,VOCALINK,"£207,000"
Transparency 338,29/03/2023,DIG OPERATIONAL AND PERFORMANCE ANALYTICS,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,KAINOS SOFTWARE LTD,"£206,534"
Transparency 339,09/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,UNDER ONE ROOF,"£205,075"
Transparency 340,09/03/2023,EP CEP RESTART CPA 5B SOUTH & EAST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£204,843"
Transparency 341,17/03/2023,EP CEP RESTART CPA 3B GREATER MANCHESTER,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£204,768"
Transparency 342,03/03/2023,FG CS HS PIP LOT 1,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP F2F ASSESSMENTS,ATOS IT SERVICES UK LTD TRADING AS INDEPENDENT ASSESSMENT SERVICES,"£204,283"
Transparency 343,24/03/2023,P&C SYNERGY,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM LTD,"£203,459"
Transparency 344,08/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,WEST LONDON BOROUGH EMPLOYMENT SUPPORT SERVICES,"£203,076"
Transparency 345,20/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,LEADING LANCASHIRE,"£202,800"
Transparency 346,10/03/2023,DIG CROSS CUTTING SERVICES,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SCOTT LOGIC LTD,"£202,778"
Transparency 347,30/03/2023,EP CEP RESTART CPA 4A SOUTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SEETEC PLUSS LTD,"£202,744"
Transparency 348,30/03/2023,EP CEP WHP DEV. CONTRACTS LONDON SOUTH CPA10,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LONDON BOROUGH OF CROYDON,"£200,126"
Transparency 349,30/03/2023,EP CEP WHP DEV. CONTRACTS LONDON SOUTH CPA10,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LONDON BOROUGH OF CROYDON,"£200,126"
Transparency 350,28/03/2023,DIG NETWORK ACCESS SERVICE,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICES,"£199,238"
Transparency 351,16/03/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£198,862"
Transparency 352,29/03/2023,DIG WORKPLACE COMPUTING MAINTENANCE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£195,603"
Transparency 353,28/03/2023,DIG UNIFIED COMMS SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,GAMMA TELECOM LTD,"£193,152"
Transparency 354,16/03/2023,EP CEP RESTART CPA 1A WEST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SERCO LTD,"£192,966"
Transparency 355,06/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,EMPLOYER LED SKILLS ESF,"£192,636"
Transparency 356,10/03/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£192,589"
Transparency 357,29/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,SMART SPECIALISATION HIGHER LEVEL SKILLS,"£192,306"
Transparency 358,27/03/2023,PCP ESTATES LCW DELP,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,MCBAINS LTD,"£191,850"
Transparency 359,30/03/2023,EP CEP RESTART CPA 2A NORTH EAST & HUMBERSIDE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£191,267"
Transparency 360,20/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,BRANCH OUT IN STEM,"£191,261"
Transparency 361,09/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,HULL CLLD PROJECT,"£189,839"
Transparency 362,01/03/2023,CHG 620166 KIRKCALDY VICTORIA ROAD,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,MORRIS & SPOTTISWOOD,"£189,684"
Transparency 363,29/03/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£189,184"
Transparency 364,07/03/2023,FG FIN CONT REPORTING & PRODUCTION TEAM,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£187,865"
Transparency 365,01/03/2023,CHG 620166 KIRKCALDY VICTORIA ROAD,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,MORRIS & SPOTTISWOOD,"£186,923"
Transparency 366,06/03/2023,CHG WORKPLACE TRANSFORMATION,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,PERFECT CIRCLE JV LTD,"£185,364"
Transparency 367,17/03/2023,FG CRC SECURITY MONITORING INTEGRATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,COMPUTER NETWORK DEFENCE LTD,"£183,971"
Transparency 368,20/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,BEST IN,"£183,764"
Transparency 369,29/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,SMART & INCLUSIVE LEADERSHIP SAIL,"£183,506"
Transparency 370,07/03/2023,DIG TEAM COLLABORATION,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,INVOTRA LTD,"£182,639"
Transparency 371,29/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,FOUNDATIONS FOR WORK,"£181,403"
Transparency 372,02/03/2023,DIG DATA ASSET MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,METHODS BUSINESS AND DIGITAL TECHNOLOGY LTD,"£181,338"
Transparency 373,27/03/2023,PCP ESTATES LCW DELP,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,MACE LTD,"£180,587"
Transparency 374,09/03/2023,EP CEP RESTART CPA 5C HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£180,577"
Transparency 375,22/03/2023,EP CEP WHP DWP CONTRACTS NE ENG CPA2,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£180,213"
Transparency 376,27/03/2023,PCP ESTATES LCW DELA,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,MITIE PROPERTY SERVICES UK LTD,"£178,375"
Transparency 377,28/03/2023,DIG NETWORK ACCESS SERVICE,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICES,"£177,613"
Transparency 378,13/03/2023,P&C DIGITAL PROFESSIONAL L&D BUDGET,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,SKILL SOFT UK,"£177,336"
Transparency 379,09/03/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£177,060"
Transparency 380,28/03/2023,HR CHANGE REQUESTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - HR,SHARED SERVICES CONNECTED LTD,"£176,575"
Transparency 381,02/03/2023,CHG DIGITAL DEBT MANAGEMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,SCRUMCONNECT LTD,"£176,400"
Transparency 382,30/03/2023,EP CEP RESTART CPA 3B GREATER MANCHESTER,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£175,709"
Transparency 383,27/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,STEP2SKILLS,"£174,965"
Transparency 384,13/03/2023,PCP ESTATES CSI PROJECT DELP,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,PERFECT CIRCLE JV LTD,"£174,267"
Transparency 385,30/03/2023,CHG NEW GRAVESEND FOH,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,INSTANT MANAGED OFFICES,"£174,228"
Transparency 386,27/03/2023,DIG INTELLIGENT AUTOMATION GARAGE MAINTENANCE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ACCENTURE UK LTD,"£174,000"
Transparency 387,06/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,BOUNCE BACK TO WORK,"£173,442"
Transparency 388,16/03/2023,DIG DATA ASSET MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,METHODS BUSINESS AND DIGITAL TECHNOLOGY LTD,"£173,118"
Transparency 389,16/03/2023,SE SPD INSIGHT & PERFORMANCE PROG,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CREDERA LTD,"£173,080"
Transparency 390,28/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,SECTOR ROUTEWAYS,"£172,942"
Transparency 391,20/03/2023,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,PCI PAL,"£172,865"
Transparency 392,02/03/2023,EP CEP RESTART CPA 2A NORTH EAST & HUMBERSIDE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£172,020"
Transparency 393,22/03/2023,DIG BASELINE RUN - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£171,830"
Transparency 394,21/03/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£171,793"
Transparency 395,16/03/2023,PO SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,CLARITY TRAVEL LIMITED,"£170,532"
Transparency 396,31/03/2023,SE SM CMG PJT DIGITAL,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£169,766"
Transparency 397,02/03/2023,EP CEP RESTART CPA 3A NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,G4S FACILITIES MANAGEMENT (UK) LTD,"£169,595"
Transparency 398,01/03/2023,SE SPD INSIGHT & PERFORMANCE PROG,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CREDERA LTD,"£169,574"
Transparency 399,31/03/2023,SE SM CMG PJT DIGITAL,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ACCENTURE UK LTD,"£168,792"
Transparency 400,14/03/2023,CHG DIGITAL DEBT MANAGEMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,SCRUMCONNECT LTD,"£168,000"
Transparency 401,21/03/2023,SE SM CMG PJT DIGITAL,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£167,870"
Transparency 402,23/03/2023,DIG CITIZEN INF - STRATEGIC ARA CROSS PROG SUPPORT DELP,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ACCENTURE UK LTD,"£167,606"
Transparency 403,06/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,NEW COLLEGE DURHAM,"£167,397"
Transparency 404,07/03/2023,OPS SE DATA REVIEW,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£165,888"
Transparency 405,10/03/2023,DIG OPERATIONAL AND PERFORMANCE ANALYTICS,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,KAINOS SOFTWARE LTD,"£165,834"
Transparency 406,31/03/2023,DIG INTEGRATION PLATFORMS FILE TRANSFER,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,LAYER 7 IT SECURITY,"£165,580"
Transparency 407,31/03/2023,FG BUSINESS DESIGN,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ORIGINAL RESEARCH,IPSOS MORI,"£165,200"
Transparency 408,03/03/2023,DIG CITIZEN INFORMATION - STRATEGIC ARA RESIDENCY,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM UNITED KINGDOM LTD,"£165,123"
Transparency 409,21/03/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£165,066"
Transparency 410,07/03/2023,EP CEP RESTART CPA 3A NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,G4S REGIONAL MANAGEMENT UK & I LTD,"£164,295"
Transparency 411,24/03/2023,DIG DG COO STRATEGIC CAPABILITY,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - RECRUITMENT,CABINET OFFICE,"£163,331"
Transparency 412,30/03/2023,SE SM WA PJT MA DIGITAL,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ACCENTURE UK LTD,"£163,322"
Transparency 413,13/03/2023,STR RPC2,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,EARLY INTERVENTION FOUNDATION,"£163,235"
Transparency 414,31/03/2023,FG BUSINESS DESIGN,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ORIGINAL RESEARCH,IPSOS MORI,"£163,200"
Transparency 415,06/03/2023,CHG GROUP CHIEF PORTFOLIO OFFICE,Exp - Purchase Of Goods/Services - Consultancy,BMT DEFENCE & SECURITY UK LTD,"£163,045"
Transparency 416,02/03/2023,DIG CUSTOMER INTERACTIONS & SUPPORT DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£162,682"
Transparency 417,09/03/2023,EP CEP RESTART CPA 1A WEST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SERCO LTD,"£162,462"
Transparency 418,08/03/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£161,160"
Transparency 419,23/03/2023,EP CEP RESTART CPA 1B EAST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,JOBS 22 LTD,"£158,352"
Transparency 420,07/03/2023,CHG PUBLIC SECTOR PROVISION,Exp - Purchase Of Goods/Services - Consultancy,ATOS ORIGIN IT SERVICES UK LTD,"£158,316"
Transparency 421,07/03/2023,DIG - NETWORK TRANSFORMATION DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£158,207"
Transparency 422,23/03/2023,DIG BASELINE RUN - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£157,144"
Transparency 423,27/03/2023,DIG BASELINE RUN - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,MICROSOFT LTD,"£157,123"
Transparency 424,03/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,LIVERPOOL CITY REGION INCLUSION PROGRAMME ESF,"£156,693"
Transparency 425,06/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,LEICESTERSHIRE EMPLOYMENT HUB,"£156,536"
Transparency 426,16/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,YOUR VISION YOUR FUTURE,"£154,956"
Transparency 427,27/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,L!NKCD,"£154,827"
Transparency 428,10/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,SUCCEED,"£153,558"
Transparency 429,28/03/2023,FG CRC CYBER RESILIENCE CENTRE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,2T SECURITY LTD,"£152,955"
Transparency 430,23/03/2023,DIG CHILDREN  - LIVE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,TATA CONSULTANCY SERVICES LTD,"£152,899"
Transparency 431,09/03/2023,DIG - SECURITY PROJECTS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CYBERFORT LTD,"£152,724"
Transparency 432,16/03/2023,EP CEP RESTART CPA 4B SOUTH CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,FEDCAP EMPLOYMENT,"£152,292"
Transparency 433,13/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,NORTH OF TYNE WORKING HOMES,"£152,121"
Transparency 434,23/03/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£151,954"
Transparency 435,28/03/2023,PCP ESTATES LSS DELA,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,MITIE FM LTD ,"£151,638"
Transparency 436,21/03/2023,SE SM WA PJT MA DIGITAL,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ACCENTURE UK LTD,"£151,091"
Transparency 437,02/03/2023,DIG STRATEGIC VIDEO SOLUTION DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,INVOLVE VISUAL COLLABORATION LTD,"£150,825"
Transparency 438,10/03/2023,DIG COMPLEX DELIVERY,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£150,460"
Transparency 439,30/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,SKILLS YOUR WAY ESF,"£150,257"
Transparency 440,06/03/2023,PCP ESTATES INVESTMENT PROJECTS DELP,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,MCBAINS LTD,"£150,240"
Transparency 441,20/03/2023,DIG ON PREMISES HOSTING REFRESH,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ORACLE CORPORATION UK LTD,"£150,000"
Transparency 442,07/03/2023,EP CEP RESTART CPA 6 WALES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SERCO LTD,"£149,521"
Transparency 443,30/03/2023,PCP ESTATES ULEV CHARGING POINTS DELP,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,GLEEDS ADVISORY LTD,"£149,013"
Transparency 444,07/03/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,WORKING HOMES,"£148,615"
Transparency 445,23/03/2023,EP CEP RESTART CPA 5C HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£148,412"
Transparency 446,22/03/2023,DIG MAINTENANCE - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ENTSERV UK LTD,"£148,097"
