Unique ID,Invoice Paid Date,Invoice Cost Centre Description,Invoice Account Description,Supplier Name,Transparency Invoice Amount
Transparency april 137,24/04/2023,CHG WPT BACK OF HOUSE,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,LEADING MANAGEMENT SERVICES LTD,"£379,275"
Transparency april 138,05/04/2023,CHG 620349 REDHILL JCP,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,FES SUPPORT SERVICES LTD,"£372,269"
Transparency april 139,24/04/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CDW LTD,"£368,400"
Transparency april 140,05/04/2023,DIG HCS SECURITY PRODUCTS DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,COMPUTACENTER UK LTD,"£361,879"
Transparency april 141,17/04/2023,CHG FES WORK MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,COFORGE DPA UK LTD,"£357,572"
Transparency april 142,25/04/2023,DIG STB FUNDED ACCESS TO WORK - HEALTH & DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£351,156"
Transparency april 143,12/04/2023,EP CEP RESTART CPA 6 WALES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,SERCO LTD,"£349,406"
Transparency april 144,05/04/2023,DIG ON PREMISES HOSTING REFRESH,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,GARTNER,"£343,790"
Transparency april 145,25/04/2023,DIG ON PREMISES HOSTING REFRESH,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,COMPUTACENTER UK LTD,"£340,136"
Transparency april 146,04/04/2023,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,INGEUS UK LTD,"£339,220"
Transparency april 147,26/04/2023,DIG RBC - COMMERCIAL COSTS,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£337,466"
Transparency april 148,12/04/2023,EP CEP RESTART CPA 3A NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,G4S FACILITIES MANAGEMENT (UK) LTD,"£329,347"
Transparency april 149,27/04/2023,DIG CITIZEN INF - STRATEGIC ARA CROSS PROG SUPPORT DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM UNITED KINGDOM LTD,"£328,981"
Transparency april 150,28/04/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,JIGSAW24,"£323,758"
Transparency april 151,17/04/2023,PCP ESTATES FFE DELA,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,WAGSTAFF BROS LTD T/A WAGSTAFF INTERIORS GROUP,"£321,042"
Transparency april 152,14/04/2023,DIG EDW REMEDIATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,BEDIGITAL,"£319,830"
Transparency april 153,14/04/2023,PCP ESTATES INTEGRATOR DELP,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - INTEGRATOR,KELLOGG BROWN & ROOT LTD,"£319,654"
Transparency april 154,25/04/2023,DIG STB FUNDED DLA CHILD - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£318,463"
Transparency april 155,17/04/2023,DIG DATA ASSET MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,SAS SOFTWARE LTD,"£311,674"
Transparency april 156,24/04/2023,DIG CHILD R&B & CF SIL,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ACCENTURE UK LTD,"£304,696"
Transparency april 157,05/04/2023,PCP ESTATES LCW DELA,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,ISG FIT OUT LTD,"£304,605"
Transparency april 158,04/04/2023,DIG CUSTOMER INTERACTIONS & SUPPORT DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SABIO LTD,"£300,000"
Transparency april 159,04/04/2023,DIG CUSTOMER INTERACTIONS & SUPPORT DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SABIO LTD,"£300,000"
Transparency april 160,27/04/2023,PO PERMANENT SECRETARY,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,CLARITY TRAVEL LIMITED,"£293,517"
Transparency april 161,03/04/2023,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,AUTOMATION LOGIC LTD,"£288,338"
Transparency april 162,24/04/2023,EP CEP WHP DWP CONTRACTS H COUNT CPA5,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SHAW TRUST,"£281,465"
Transparency april 163,04/04/2023,DIG TEAM COLLABORATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,XMA LTD,"£280,800"
Transparency april 164,25/04/2023,STR LEGAL SERVICES,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,GOVERNMENT LEGAL DEPARTMENT,"£278,109"
Transparency april 165,24/04/2023,DIG CHILDREN  - CMS 2012 CORE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,TATA CONSULTANCY SERVICES LTD,"£277,788"
Transparency april 166,25/04/2023,DIG WORKPLACE SECURITY OPERATIONS S&S DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,COMPUTACENTER UK LTD,"£274,500"
Transparency april 167,04/04/2023,WWEG WP FG CEP ESF1420 GTR CAMB & GTR P'BROUGH,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,REED IN PARTNERSHIP LTD,"£263,328"
Transparency april 168,04/04/2023,DIG CX - UNDERSTANDING CUSTOMERS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,TPXIMPACT LTD,"£260,000"
Transparency april 169,21/04/2023,PCP ESTATES GRANT DELP,PPE - POA & AUC (OWNED) - COST - ADDITIONS - PLANT & MACHINERY,RESOLUTION INTERIORS LTD,"£259,157"
Transparency april 170,04/04/2023,PO PERMANENT SECRETARY,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,CLARITY TRAVEL LIMITED,"£255,621"
Transparency april 171,24/04/2023,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,AUTOMATION LOGIC LTD,"£255,208"
Transparency april 172,12/04/2023,DIG SAS VIYA,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,DELOITTE LLP,"£253,806"
Transparency april 173,04/04/2023,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - MAIN CONTRACTOR,INSTANT MANAGED OFFICES,"£252,713"
Transparency april 174,21/04/2023,PCP ESTATES SECURITY DELP,PPE - PLANT & MACHINERY (OWNED) - COST - ADDITIONS,G4S SECURE SOLUTIONS UK LTD,"£251,832"
Transparency april 175,14/04/2023,CORP ADJUSTMENTS DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - INTERPRETATION,DA LANGUAGES LTD,"£251,179"
Transparency april 176,25/04/2023,STR LEGAL SERVICES,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,GOVERNMENT LEGAL DEPARTMENT,"£250,773"
Transparency april 177,25/04/2023,DIG ITLR ADEP AM - ACCENTURE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ACCENTURE UK LTD,"£246,031"
Transparency april 178,04/04/2023,DIG PRINTED CUSTOMER COMMUNICATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ALLIED PUBLICITY SERVICES MANCHESTER LTD,"£242,078"
Transparency april 179,05/04/2023,FG CS HS PIP LOT 2,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP GP FACTUAL,CAPITA BUSINESS SERVICES LTD,"£238,487"
Transparency april 180,03/04/2023,DIG CROSS CUTTING SERVICES,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SCOTT LOGIC LTD,"£238,304"
Transparency april 181,04/04/2023,PCP ESTATES LCW DELP,PPE - BUILDINGS (LEASED NON-PFI) - COST - ADDITIONS,ISG FIT OUT LTD,"£237,591"
Transparency april 182,25/04/2023,DIG BASELINE RUN - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£237,494"
Transparency april 183,03/04/2023,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,INGEUS UK LTD,"£234,949"
Transparency april 184,14/04/2023,DIG DW AND DSP PLATFORM RUN,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,RPLUS ANALYTICS SOLUTIONS LTD,"£234,100"
Transparency april 185,24/04/2023,DIG DATA ASSET MANAGEMENT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,AUTOMATION LOGIC LTD,"£233,778"
Transparency april 186,14/04/2023,PCP ESTATES REEP DELP,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - BUILDING SERVICE CHARGES,MITIE FM LTD ,"£233,619"
Transparency april 187,21/04/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£233,010"
Transparency april 188,20/04/2023,STR PRIVATE PENS,EXP - SUBSIDIES TO PUBLIC CORPORATIONS (PC) - NEST,NEST CORPORATION,"£232,929"
Transparency april 189,21/04/2023,FG CRC SECURITY MONITORING INTEGRATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,COMPUTER NETWORK DEFENCE LTD,"£232,819"
Transparency april 190,17/04/2023,PCP ESTATES ULEV CHARGING POINTS DELA,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,UTILYX LTD TA MITIE ENERGY,"£231,247"
Transparency april 191,19/04/2023,SE SPD INSIGHT & PERFORMANCE PROG,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CREDERA LTD,"£230,201"
Transparency april 192,05/04/2023,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,RED HAT LTD,"£229,600"
Transparency april 193,19/04/2023,DIG SRA - DIG DWP REF DATA,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,DELOITTE LLP,"£224,957"
Transparency april 194,04/04/2023,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,MAXIMUS UK SERVICES LTD,"£223,880"
Transparency april 195,04/04/2023,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,INGEUS UK LTD,"£220,646"
Transparency april 196,24/04/2023,EP CEP WHP DWP CONTRACTS NW ENG CPA3,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£220,567"
Transparency april 197,04/04/2023,EP CEP WHP DWP CONTRACTS NE ENG CPA2,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,REED IN PARTNERSHIP LTD,"£219,264"
Transparency april 198,14/04/2023,DIG ON PREMISES HOSTING REFRESH,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM,"£218,897"
Transparency april 199,13/04/2023,FG FIN CONT REPORTING & PRODUCTION TEAM,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£217,642"
Transparency april 200,11/04/2023,OPS SE DATA REVIEW,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£217,027"
Transparency april 201,27/04/2023,DIG TRANSFORMATION ECSS CP AND IDV - DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,HIPPO DIGITAL LTD,"£215,040"
Transparency april 202,04/04/2023,DIG DOCUMENT COLLABORATION SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£213,721"
Transparency april 203,28/04/2023,CHG 622177 BRIGHTON QUEENS SQUARE,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,INSTANT MANAGED OFFICES,"£213,129"
Transparency april 204,03/04/2023,DIG WORKPLACE COMPUTING MAINTENANCE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,CDW LTD,"£212,230"
Transparency april 205,27/04/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,INGEUS UK LTD,"£208,638"
Transparency april 206,14/04/2023,PO PERMANENT SECRETARY,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,CLARITY TRAVEL LIMITED,"£207,643"
Transparency april 207,24/04/2023,PO SECRETARY OF STATE,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN AIR TRAVEL,CLARITY TRAVEL LIMITED,"£204,483"
Transparency april 208,20/04/2023,FG ESTATES TOM DEL A SALARY COSTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - RECRUITMENT,CABINET OFFICE,"£202,250"
Transparency april 209,25/04/2023,CHG INTEGRATED SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,OPENCAST SOFTWARE EUROPE LIMITED,"£199,410"
Transparency april 210,13/04/2023,DIG IOS ARCHITECTURE DESIGN,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£199,293"
Transparency april 211,14/04/2023,CHG 620125 CANTERBURY NUTWOOD HOUSE,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM &BLDNG MNGMT - FM PROJECTS NON CAPITAL,FES SUPPORT SERVICES LTD,"£199,272"
Transparency april 212,17/04/2023,DIG PAYMENTS - STRATEGIC ARA DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,AIRWALK CONSULTING REPLY LTD,"£198,500"
Transparency april 213,21/04/2023,DIG BASELINE RUN - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£198,478"
Transparency april 214,11/04/2023,DIG INTEGRATION - STRATEGIC ARA API GATEWAY DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ZALAM LTD,"£198,093"
Transparency april 215,24/04/2023,HR OPERATIONAL HEALTH AND SAFETY,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,RISKWIZE LIMITED TA ESSENTIALSKILLZ,"£197,368"
Transparency april 216,05/04/2023,DIG CONTACT CENTRE MAINTENANCE DEL P,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,BUSINESS SYSTEMS (UK) LTD,"£196,560"
Transparency april 217,21/04/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£196,110"
Transparency april 218,04/04/2023,DIG - NETWORK TRANSFORMATION DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£195,215"
Transparency april 219,03/04/2023,DIG DDSP BUSINESS SERVICES,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,OPENCAST SOFTWARE EUROPE LIMITED,"£193,320"
Transparency april 220,04/04/2023,CHG DIGITAL DEBT MANAGEMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,SCRUMCONNECT LTD,"£193,200"
Transparency april 221,24/04/2023,COMMS SPARE 1,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - PRODUCTION,MANNING GOTTLIEB OMD,"£185,631"
Transparency april 222,24/04/2023,DIG CITIZEN INF - STRATEGIC ARA CROSS PROG SUPPORT DELP,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ACCENTURE UK LTD,"£183,302"
Transparency april 223,04/04/2023,DIG IOS ARCHITECTURE DESIGN,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£183,087"
Transparency april 224,14/04/2023,CHG RAR HUB,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - CONTRACTED OUT OFFICE,HHG ASSOCIATES LTD,"£182,461"
Transparency april 225,05/04/2023,DIG CITIZEN INFORMATION - STRATEGIC ARA RESIDENCY,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM UNITED KINGDOM LTD,"£182,248"
Transparency april 226,24/04/2023,DIG NOTIFICATION SERVICE TRANSFORMATION DELP,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£182,131"
Transparency april 227,12/04/2023,DIG TEAM COLLABORATION,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,INVOTRA LTD,"£181,933"
Transparency april 228,24/04/2023,DIG CUSTOMER INTERACTIONS & SUPPORT DEL P,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£180,890"
Transparency april 229,12/04/2023,EP CEP RESTART CPA 3A NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,G4S REGIONAL MANAGEMENT UK & I LTD,"£180,195"
Transparency april 230,21/04/2023,P&C SYNERGY,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM LTD,"£179,425"
Transparency april 231,28/04/2023,DIG CITIZEN INF - STRATEGIC ARA NINO SERVICES DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM UNITED KINGDOM LTD,"£179,013"
Transparency april 232,13/04/2023,CHG FAS IT,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - FIXED COSTS,CAPITA BUSINESS SERVICES LTD,"£177,546"
Transparency april 233,26/04/2023,PCP ESTATES FFE DELA,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,WAGSTAFF BROS LTD T/A WAGSTAFF INTERIORS GROUP,"£175,792"
Transparency april 234,04/04/2023,FG CS HS PIP LOT 1,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP F2F ASSESSMENTS,ATOS IT SERVICES UK LTD TRADING AS INDEPENDENT ASSESSMENT SERVICES,"£175,775"
Transparency april 235,25/04/2023,DIG WORKPLACE SECURITY OPERATIONS S&S DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SOFTCAT PLC,"£175,297"
Transparency april 236,24/04/2023,EP CEP WHP DWP CONTRACTS WALES CPA6,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REMPLOY LTD,"£174,696"
Transparency april 237,21/04/2023,SE SPD INTERNATIONAL MAIL,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - POSTAGE,G3 WORLDWIDE MAIL UK LTD,"£174,420"
Transparency april 238,25/04/2023,DIG MAINTENANCE - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ENTSERV UK LTD,"£173,787"
Transparency april 239,05/04/2023,PCP ESTATES INVESTMENT PROJECTS DELP,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,PERFECT CIRCLE JV LTD,"£173,679"
Transparency april 240,24/04/2023,DIG CHILDREN  - LIVE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,TATA CONSULTANCY SERVICES LTD,"£172,241"
Transparency april 241,13/04/2023,DIG - SECURITY PROJECTS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CYBERFORT LTD,"£170,313"
Transparency april 242,04/04/2023,CHG WPT BACK OF HOUSE,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,SOUTHERNS BROADSTOCK LTD,"£170,252"
Transparency april 243,04/04/2023,FG CS HS PIP LOT 1,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP F2F ASSESSMENTS,ATOS IT SERVICES UK LTD TRADING AS INDEPENDENT ASSESSMENT SERVICES,"£170,046"
Transparency april 244,21/04/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£169,032"
Transparency april 245,18/04/2023,DIG DATA ASSET MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,METHODS BUSINESS AND DIGITAL TECHNOLOGY LTD,"£168,702"
Transparency april 246,04/04/2023,DIG DOCUMENT COLLABORATION SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£161,880"
Transparency april 247,03/04/2023,DIG CITIZEN INF - STRATEGIC ARA CROSS PROG SUPPORT DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM UNITED KINGDOM LTD,"£161,716"
Transparency april 248,24/04/2023,DIG WORKPLACE COMPUTING MAINTENANCE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,CDW LTD,"£161,297"
Transparency april 249,21/04/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£160,858"
Transparency april 250,19/04/2023,EP CEP WHP DWP CONTRACTS NE ENG CPA2,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,REED IN PARTNERSHIP LTD,"£159,560"
Transparency april 251,04/04/2023,CHG 620228 DUNDEE LINDSAY HOUSE,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,MORRIS & SPOTTISWOOD,"£159,146"
Transparency april 252,27/04/2023,EP CEP RESTART CPA 5C HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,REED IN PARTNERSHIP LTD,"£159,134"
Transparency april 253,24/04/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£157,816"
Transparency april 254,18/04/2023,DIG IDENTITY SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAVENDISH WOOD LTD,"£155,856"
Transparency april 255,03/04/2023,PCP ESTATES LLM DELA,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,CUSHMAN & WAKEFIELD DEBENHAM TIE LEUNG LTD,"£150,224"
Transparency april 256,05/04/2023,PCP ESTATES LCW DELP,PPE - BUILDINGS (LEASED NON-PFI) - COST - ADDITIONS,FES SUPPORT SERVICES LTD,"£149,467"
Transparency april 257,24/04/2023,EP CEP RESTART CPA 1A WEST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SERCO LTD,"£149,200"
Transparency april 258,24/04/2023,STR WORK & HEALTH INNOVATION FUND,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ACCENTURE UK LTD,"£148,943"
Transparency april 259,04/04/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,COMPUTACENTER UK LTD,"£148,616"
Transparency april 260,19/04/2023,CHG DIGITAL DEBT MANAGEMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,TECKNUOVO LTD,"£148,512"
Transparency april 261,18/04/2023,DIG D&A-02  PENSIONS TRANSFORMATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CREDERA LTD,"£147,695"
Transparency april 262,27/04/2023,DIG ECMS PROJECT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£145,585"
Transparency april 263,28/04/2023,P&C APPRENTICESHIP DN FUNDING,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,LIFETIME TRAINING,"£145,570"
Transparency april 264,26/04/2023,OPS WA G4S AND SERCO CONTRACT COSTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES - CONTACT CENTRES,SERCO LTD,"£144,885"
Transparency april 265,25/04/2023,DIG BASELINE RUN - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,OPENCAST SOFTWARE EUROPE LIMITED,"£144,256"
Transparency april 266,18/04/2023,DIG IDENTITY SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAVENDISH WOOD LTD,"£144,141"
Transparency april 267,04/04/2023,DIG COMPLEX DELIVERY,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£143,511"
Transparency april 268,28/04/2023,PCP ESTATES LSS DELA,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,MITIE FM LTD,"£143,300"
Transparency april 269,04/04/2023,PCP ESTATES OLD BAU DELP,EXP - PURCHASE OF GOODS/SERVICES - BLDNG MANAGEMENT - MAIN CONTRACTOR,SPELLER METCALFE MALVERN LTD,"£142,588"
Transparency april 270,25/04/2023,DIG CITIZEN INF - STRATEGIC ARA CROSS PROG SUPPORT DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,OPENCAST SOFTWARE EUROPE LIMITED,"£142,269"
Transparency april 271,04/04/2023,CHG DIGITAL DEBT MANAGEMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,SCRUMCONNECT LTD,"£142,140"
Transparency april 272,25/04/2023,DIG BASELINE RUN - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SQC TECHNOLOGY LTD,"£140,100"
Transparency april 273,13/04/2023,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,INGEUS UK LTD,"£139,737"
Transparency april 274,04/04/2023,DIG CITIZEN INF - STRATEGIC ARA SAFEGUARDING DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£137,415"
Transparency april 275,21/04/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£136,667"
Transparency april 276,04/04/2023,DIG PRINTED CUSTOMER COMMUNICATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ALLIED PUBLICITY SERVICES MANCHESTER LTD#ZANZIBAR,"£135,352"
Transparency april 277,03/04/2023,OPS CFC DISCRETE BUDGET CONTROL,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,ERNST & YOUNG LLP,"£135,331"
Transparency april 278,14/04/2023,DIG HARDWARE ASSET SUPPORT & MAINTENANCE RENEWALS DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,CDW LTD,"£135,110"
Transparency april 279,25/04/2023,CHG INTEGRATED SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,OPENCAST SOFTWARE EUROPE LIMITED,"£134,590"
Transparency april 280,04/04/2023,EP CEP RESTART CPA 1A WEST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,SERCO LTD,"£133,949"
