Unique ID ,Invoice Paid Date,Invoice Cost Centre Description,Invoice Account Description,Supplier Name,Transparency Invoice Amount
february transparency 136,02/02/2023,EP CEP RESTART CPA 1B EAST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,JOBS 22 LTD,"£290,637"
february transparency 137,16/02/2023,PCP ESTATES STRATA DELA,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,INCENDIUM CONSULTING LTD,"£283,992"
february transparency 138,16/02/2023,DIG ON PREMISES HOSTING REFRESH,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ACCENTURE UK LTD,"£277,028"
february transparency 139,02/02/2023,EP CEP RESTART CPA 2A NORTH EAST & HUMBERSIDE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,REED IN PARTNERSHIP LTD,"£274,871"
february transparency 140,09/02/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,INGEUS UK LTD,"£273,503"
february transparency 141,02/02/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£273,292"
february transparency 142,08/02/2023,PCP ESTATES LCW DELP,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,GLEEDS ADVISORY LTD,"£272,590"
february transparency 143,16/02/2023,DIG EDW REMEDIATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,BEDIGITAL,"£270,090"
february transparency 144,23/02/2023,DIG STB FUNDED DLA CHILD - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£269,603"
february transparency 145,22/02/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£267,996"
february transparency 146,06/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,CORNWALL & ISLES OF SCILLY PEOPLE HUB ESF,"£266,510"
february transparency 147,16/02/2023,DIG CHILD R&B & CF SIL,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ACCENTURE UK LTD,"£266,034"
february transparency 148,20/02/2023,SE SPD RECORDS MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - REMOTE STORAGE,RESTORE PLC DOCUMENT MANAGEMENT SERVICES DIVISION#ZANZIBAR,"£262,384"
february transparency 149,13/02/2023,CHG NEW BOLTON ELIZABETH BOH & AC,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,R DEVELOPMENTS LTD TA ROSSLEE CONSTRUCTION,"£262,135"
february transparency 150,08/02/2023,OPS WDC WSD NATIONAL EMPLOYER AND PARTNERSHIP TEAM,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,ADZUNA LTD,"£260,565"
february transparency 151,07/02/2023,EP CEP RESTART CPA 2A NORTH EAST & HUMBERSIDE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,REED IN PARTNERSHIP LTD,"£259,233"
february transparency 152,27/02/2023,STR SOCIAL IMPACT BONDS,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,MITIE FM LTD,"£256,805"
february transparency 153,02/02/2023,EP CEP RESTART CPA 3B GREATER MANCHESTER,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,INGEUS UK LTD,"£252,074"
february transparency 154,24/02/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CDW LTD,"£251,663"
february transparency 155,17/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,CONNECT2 ESF,"£251,492"
february transparency 156,24/02/2023,DIG WORKPLACE COMPUTING MAINTENANCE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,CDW LTD,"£246,658"
february transparency 157,01/02/2023,EP CEP WHP DWP CONTRACTS NE ENG CPA2,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,REED IN PARTNERSHIP LTD,"£243,642"
february transparency 158,08/02/2023,DIG EDW REMEDIATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CREDERA LTD,"£243,478"
february transparency 159,15/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,ESF SPRINGBOARD HULL & HUMBER,"£237,723"
february transparency 160,24/02/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£234,538"
february transparency 161,15/02/2023,PCP ESTATES REEP DELP,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - BUILDING SERVICE CHARGES,MITIE FM LTD,"£233,619"
february transparency 162,07/02/2023,EP CEP PHASE 2 NEA NB CPA05 LONDON & HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,SHAW TRUST,"£233,534"
february transparency 163,16/02/2023,EP CEP WHP JETS DEV. CONTRACTS LONDON SOUTH CPA10,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LONDON BOROUGH OF CROYDON,"£230,490"
february transparency 164,22/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,PATHWAYS FOR RECOVERY,"£230,170"
february transparency 165,20/02/2023,DIG LOCAL PRINT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,XEROX UK LTD,"£228,772"
february transparency 166,06/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,LEADERSHIP GROWTH SKILLS,"£228,455"
february transparency 167,24/02/2023,EP CEP RESTART CPA 5C HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£227,979"
february transparency 168,24/02/2023,DIG CHILDREN  - CMS 2012 CORE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,TATA CONSULTANCY SERVICES LTD,"£225,514"
february transparency 169,16/02/2023,DIG DW AND DSP PLATFORM RUN,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,RPLUS ANALYTICS SOLUTIONS LTD,"£223,900"
february transparency 170,08/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,LIVERPOOL CITY REGION HOUSEHOLDS INTO WORK PROGRAMME ESF,"£223,136"
february transparency 171,03/02/2023,DIG - NETWORK TRANSFORMATION DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£221,918"
february transparency 172,02/02/2023,P&C SYNERGY,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,PIXEL GROUP LTD,"£220,205"
february transparency 173,09/02/2023,DIG CROSS CUTTING SERVICES,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SCOTT LOGIC LTD,"£219,864"
february transparency 174,24/02/2023,DIG WORKPLACE COMPUTING MAINTENANCE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,CDW LTD,"£219,106"
february transparency 175,09/02/2023,EP CEP RESTART CPA 1A WEST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,SERCO LTD,"£218,164"
february transparency 176,17/02/2023,DIG DATA ASSET MANAGEMENT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,AUTOMATION LOGIC LTD,"£217,854"
february transparency 177,14/02/2023,DIG INTELLIGENT AUTOMATION GARAGE MAINTENANCE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ACCENTURE UK LTD,"£216,000"
february transparency 178,07/02/2023,DIG WORKPLACE COMPUTING SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CDW LTD,"£215,100"
february transparency 179,16/02/2023,EP CEP RESTART CPA 1A WEST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,SERCO LTD,"£213,522"
february transparency 180,08/02/2023,P&C APPRENTICESHIP DN FUNDING,EXP - PURCHASE OF GOODS/SERVICES - TRAINING & DEVELOPMENT,LIFETIME TRAINING,"£210,796"
february transparency 181,24/02/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£209,975"
february transparency 182,09/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,LEAP UCLAN,"£208,134"
february transparency 183,09/02/2023,FG FIN CONT REPORTING & PRODUCTION TEAM,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£207,955"
february transparency 184,02/02/2023,EP CEP RESTART CPA 6 WALES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,SERCO LTD,"£206,968"
february transparency 185,02/02/2023,EP CEP RESTART CPA 3A NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,G4S FACILITIES MANAGEMENT (UK) LTD,"£203,665"
february transparency 186,27/02/2023,DIG NETWORK ACCESS SERVICE,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICES,"£202,006"
february transparency 187,02/02/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£201,997"
february transparency 188,24/02/2023,EP CEP RESTART CPA 5B SOUTH & EAST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,MAXIMUS UK SERVICES LTD,"£201,549"
february transparency 189,09/02/2023,OPS SE DATA REVIEW,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£201,040"
february transparency 190,02/02/2023,DIG TRANSITIONAL HOSTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,HMRC,"£199,987"
february transparency 191,15/02/2023,DIG OPERATIONAL AND PERFORMANCE ANALYTICS,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,KAINOS SOFTWARE LTD,"£198,865"
february transparency 192,28/02/2023,DIG UNIFIED COMMS SERVICE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,GAMMA TELECOM LTD,"£198,297"
february transparency 193,07/02/2023,EP CEP RESTART CPA 3A NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,G4S FACILITIES MANAGEMENT (UK) LTD,"£197,608"
february transparency 194,27/02/2023,DIG BASELINE RUN - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,CAPGEMINI UK PLC,"£196,981"
february transparency 195,08/02/2023,CHG 622177 BRIGHTON QUEENS SQUARE,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,INSTANT MANAGED OFFICES,"£196,672"
february transparency 196,24/02/2023,DIG TRANSFORMATION ECSS CP AND IDV - DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,HIPPO DIGITAL LTD,"£195,840"
february transparency 197,15/02/2023,FG CRC CYBER RESILIENCE CENTRE,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,COMPUTER NETWORK DEFENCE LTD,"£195,433"
february transparency 198,23/02/2023,P&C SYNERGY,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM LTD,"£193,618"
february transparency 199,16/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,YOUTH ROUTEWAYS,"£191,051"
february transparency 200,01/02/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,INGEUS UK LTD,"£190,583"
february transparency 201,01/02/2023,DIG RBC - COMMERCIAL COSTS,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£187,231"
february transparency 202,09/02/2023,EP CEP RESTART CPA 5C HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,REED IN PARTNERSHIP LTD,"£186,220"
february transparency 203,08/02/2023,FG ESRM ENTERPRISE SECURITY AND RISK MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,AMETHYST RISK MANAGEMENT LTD,"£185,734"
february transparency 204,16/02/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,MAXIMUS UK SERVICES LTD,"£184,988"
february transparency 205,14/02/2023,CHG 622059 LIVERPOOL DUKE STREET,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,SEDDON CONSTRUCTION LTD,"£184,103"
february transparency 206,20/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,GLA CFO 2014 20 ESF PROGRAMME,"£183,340"
february transparency 207,16/02/2023,DIG TEAM COLLABORATION,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,INVOTRA LTD,"£183,145"
february transparency 208,02/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,THE BIG LOTTERY FUND,"£181,903"
february transparency 209,23/02/2023,DIG BASELINE RUN - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£181,705"
february transparency 210,22/02/2023,P&C SYNERGY,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - NON-ADVISORY,PIXEL GROUP LTD,"£180,167"
february transparency 211,07/02/2023,EP CEP RESTART CPA 3A NORTH WEST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,G4S REGIONAL MANAGEMENT UK & I LTD,"£179,437"
february transparency 212,01/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,IPROGRAMME 2 1 ESF,"£178,829"
february transparency 213,27/02/2023,DIG NETWORK ACCESS SERVICE,AI - PFI - RENTALS UNDER NON-PFI OPERATING LEASES - P&M - CONNECTIVITY,BT GLOBAL SERVICES,"£177,961"
february transparency 214,24/02/2023,EP CEP RESTART CPA 1A WEST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SERCO LTD,"£176,388"
february transparency 215,09/02/2023,EP CEP RESTART CPA 2B S & W YORKSHIRE DERBYSHIRE & NOTTINGHAMSHIRE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,MAXIMUS UK SERVICES LTD,"£175,738"
february transparency 216,02/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,FEEL WELL WORK WELL,"£173,909"
february transparency 217,09/02/2023,EP CEP RESTART CPA 4B SOUTH CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,FEDCAP EMPLOYMENT,"£173,598"
february transparency 218,23/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,SPRINGBOARD,"£172,232"
february transparency 219,27/02/2023,DIG CITIZEN INF - STRATEGIC ARA CROSS PROG SUPPORT DELP,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ACCENTURE UK LTD,"£171,448"
february transparency 220,13/02/2023,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CONTENT+CLOUD LIMITED,"£171,428"
february transparency 221,22/02/2023,SE SM CMG PJT DIGITAL,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,ACCENTURE UK LTD,"£170,964"
february transparency 222,16/02/2023,EP CEP RESTART CPA 5B SOUTH & EAST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,MAXIMUS UK SERVICES LTD,"£170,592"
february transparency 223,02/02/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£170,342"
february transparency 224,23/02/2023,DIG PUBLIC CLOUD DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,AUTOMATION LOGIC LTD,"£168,338"
february transparency 225,16/02/2023,DIG DDSP BUSINESS SERVICES,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,OPENCAST SOFTWARE EUROPE LIMITED,"£168,297"
february transparency 226,16/02/2023,PCP ESTATES FFE DELA,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,WAGSTAFF BROS LTD T/A WAGSTAFF INTERIORS GROUP,"£167,101"
february transparency 227,10/02/2023,DIG DG COO STRATEGIC CAPABILITY,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - RECRUITMENT,CABINET OFFICE,"£166,976"
february transparency 228,24/02/2023,DIG CITIZEN INF - STRATEGIC ARA CROSS PROG SUPPORT DELP,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£166,852"
february transparency 229,02/02/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£166,807"
february transparency 230,07/02/2023,EP CEP WHP DWP CONTRACTS NE ENG CPA2,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,REED IN PARTNERSHIP LTD,"£166,537"
february transparency 231,09/02/2023,EP CEP RESTART CPA 1B EAST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,JOBS 22 LTD,"£165,520"
february transparency 232,08/02/2023,EP CEP RESTART CPA 5A CENTRAL & WEST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,INGEUS UK LTD,"£165,172"
february transparency 233,03/02/2023,PCP ESTATES UTILITIES DELP,EXP - PURCHASE OF GOODS/SERVICES - WATER,CASTLE WATER LTD,"£165,020"
february transparency 234,24/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,NEW COLLEGE DURHAM,"£164,829"
february transparency 235,23/02/2023,DIG MAINTENANCE - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ENTSERV UK LTD,"£164,601"
february transparency 236,16/02/2023,EP CEP RESTART CPA 5C HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,REED IN PARTNERSHIP LTD,"£164,212"
february transparency 237,07/02/2023,EP CEP RESTART CPA 6 WALES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,SERCO LTD,"£163,686"
february transparency 238,09/02/2023,DIG EDW REMEDIATION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,STADIA CONSULTING GROUP LTD,"£162,420"
february transparency 239,09/02/2023,HR SHARED SERVICES,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - HR,SHARED SERVICES CONNECTED LTD,"£162,337"
february transparency 240,23/02/2023,DIG PRINTED CUSTOMER COMMUNICATIONS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ALLIED PUBLICITY SERVICES MANCHESTER LTD,"£162,274"
february transparency 241,10/02/2023,DIG - SECURITY PROJECTS DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CYBERFORT LTD,"£160,875"
february transparency 242,09/02/2023,EP CEP RESTART CPA 5B SOUTH & EAST LONDON,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,MAXIMUS UK SERVICES LTD,"£160,054"
february transparency 243,17/02/2023,COMMS SPARE 1,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA,MANNING GOTTLIEB OMD,"£159,996"
february transparency 244,28/02/2023,STR LEGAL SERVICES,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROFESSIONAL SERVICES - LEGAL,GOVERNMENT LEGAL DEPARTMENT,"£159,621"
february transparency 245,24/02/2023,DIG CHILDREN  - LIVE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,TATA CONSULTANCY SERVICES LTD,"£159,392"
february transparency 246,07/02/2023,CHG DIGITAL DEBT MANAGEMENT SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,TECKNUOVO LTD,"£159,354"
february transparency 247,24/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,DIRECTIONS,"£157,259"
february transparency 248,14/02/2023,SE SPD RECORDS MANAGEMENT,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - REMOTE STORAGE,RESTORE PLC DOCUMENT MANAGEMENT SERVICES DIVISION,"£156,864"
february transparency 249,27/02/2023,DIG BASELINE RUN - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,MICROSOFT LTD,"£156,792"
february transparency 250,23/02/2023,CHG INTEGRATED SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,OPENCAST SOFTWARE EUROPE LIMITED,"£156,463"
february transparency 251,02/02/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£156,418"
february transparency 252,24/02/2023,EP CEP RESTART CPA 2A NORTH EAST & HUMBERSIDE,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REED IN PARTNERSHIP LTD,"£156,382"
february transparency 253,10/02/2023,EP CEP RESTART CPA 5C HOME COUNTIES,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,REED IN PARTNERSHIP LTD,"£155,748"
february transparency 254,24/02/2023,EP CEP RESTART CPA 1B EAST CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,JOBS 22 LTD,"£155,745"
february transparency 255,13/02/2023,CHG 620368 WALSALL BAYARD HOUSE JCP,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,INSTANT MANAGED OFFICES,"£155,712"
february transparency 256,03/02/2023,DIG CITIZEN INFORMATION - STRATEGIC ARA RESIDENCY,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,IBM UNITED KINGDOM LTD,"£153,897"
february transparency 257,22/02/2023,DIG COMPLEX DELIVERY,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£150,985"
february transparency 258,24/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,SHINE SOUTH LONDON PARTNERSHIP,"£149,188"
february transparency 259,24/02/2023,EP CEP RESTART CPA 3B GREATER MANCHESTER,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,INGEUS UK LTD,"£148,677"
february transparency 260,08/02/2023,DIG BASELINE RUN - HEALTH AND DISABILITY DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,SQC TECHNOLOGY LTD,"£147,100"
february transparency 261,02/02/2023,DIG - NETWORK TRANSFORMATION DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,UBDS IT CONSULTING LTD,"£146,412"
february transparency 262,15/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,PROJECT ASPIRE ESF,"£146,356"
february transparency 263,02/02/2023,FG CS HS PIP LOT 2,EXP - PURCHASE OF GOODS/SERVICES - MEDICAL - PIP GP FACTUAL,CAPITA BUSINESS SERVICES LTD,"£145,893"
february transparency 264,13/02/2023,CHG 620219 BURTON UPON TRENT CROWN HOUSE,PPE - POA & AUC (OWNED) - COST - ADDITIONS - OTHER,INSTANT MANAGED OFFICES,"£145,469"
february transparency 265,23/02/2023,CHG INTEGRATED SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,OPENCAST SOFTWARE EUROPE LIMITED,"£145,306"
february transparency 266,21/02/2023,WWEG EUROPEAN SOCIAL FUND PROGRAMME 2014-2020,CA - OTHER RECEIVABLES - ESF EC CLAIMS PENDING,DIGITAL FUTURE FIRST,"£144,576"
february transparency 267,24/02/2023,DIG IOS ARCHITECTURE DESIGN,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£144,476"
february transparency 268,16/02/2023,EP CEP RESTART CPA 3B GREATER MANCHESTER,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,INGEUS UK LTD,"£143,270"
february transparency 269,02/02/2023,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,INGEUS UK LTD,"£142,404"
february transparency 270,16/02/2023,EP CEP RESTART CPA 4B SOUTH CENTRAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE ,FEDCAP EMPLOYMENT,"£140,456"
february transparency 271,08/02/2023,DIG MANAGED LAN,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING NETWORKS,BT GLOBAL SERVICES,"£140,054"
february transparency 272,28/02/2023,DIG MANAGED LAN,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING NETWORKS,BT GLOBAL SERVICES,"£139,491"
february transparency 273,02/02/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£139,294"
february transparency 274,09/02/2023,EP CEP RESTART CPA 3B GREATER MANCHESTER,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE - OUTCOME FEE 1,INGEUS UK LTD,"£139,215"
february transparency 275,02/02/2023,OPS RS DIRECTOR AND SUPPORT,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NORTHERN IRELAND STAFF COSTS,DEPARTMENT FOR COMMUNITIES,"£139,092"
