Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,21/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074936, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074935," 95,019.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074935, 759.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074934," 85,017.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074934, 690.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074933," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074933, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074927," 290,058.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,21/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074927," 2,346.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075283," 165,033.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075283," 1,313.28 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075280," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075280, 414.72 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075279," 85,017.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075279, 691.20 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075278," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075278, 414.72 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075277," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075277, 414.72 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075275," 95,019.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075275, 760.32 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075274," 85,017.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075274, 691.20 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075273," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075273, 414.72 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075272," 125,025.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075272," 1,036.80 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075271," 85,017.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075271, 691.20 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075270," 120,024.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075270, 967.68 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075268," 290,058.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075268," 2,350.08 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075181," 480,096.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075181," 3,801.60 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075180," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075180, 414.72 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075126," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075126, 414.72 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075125," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075125, 414.72 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075124," 125,025.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075124," 1,036.80 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075123," 290,058.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075123," 2,350.08 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075122," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075122, 414.72 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075121," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075121, 414.72 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075108," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075108, 414.72 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075107," 85,017.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075107, 691.20 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075106," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075106, 414.72 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075105," 125,025.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075105," 1,036.80 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075104," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075104, 414.72 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075103," 120,024.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075103, 967.68 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075014," 125,025.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075014," 1,035.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075013," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075013, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075012," 95,019.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075012, 759.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075011," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075011, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075010," 55,011.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075010, 483.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075009," 125,025.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2075009," 1,036.80 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074941," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074941, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074940," 480,096.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074940," 3,795.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074939," 85,017.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074939, 690.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074938," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074938, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074937," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074937, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074863," 165,033.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074863," 1,311.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074857," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074857, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074856," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074856, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074855," 40,008.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074855, 345.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074854," 40,008.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074854, 345.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074853," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074853, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074852," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074852, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074851," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074851, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074850," 125,025.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074850," 1,035.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074804," 45,009.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074804, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074796," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074796, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074795," 85,017.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074795, 690.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074794," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074794, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074793," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074793, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074792," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074792, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074791," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074791, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074790," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074790, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074789," 125,025.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074789," 1,035.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074788," 290,058.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074788," 2,346.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074787," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074787, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074786," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074786, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074785," 50,010.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074785, 414.00 ,,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074732," 85,017.00 ",,M23 9HZ,SME,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2074732, 690.00 ,,M23 9HZ,SME,,,
