Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH UNIVERSITY OF,ERS-650745-200061," 384,517.00 ",,EH1 1HT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH UNIVERSITY OF,ERS-650719-200059," 449,203.00 ",,EH1 1HT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH UNIVERSITY OF,ERS-650730-200060," 1,152,440.00 ",,EH1 1HT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH UNIVERSITY OF,ERS-649157-199272," 219,912.00 ",,EH1 1HT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,EFFICIO LTD,7274," 192,000.00 ",,SW1Y 4NE,VCS,,,,
Department of Health and Social Care,Department of Health and Social Care,10/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,EGGPLANT LTD,Inv-04054b," 45,300.00 ",,EC1A 2AY,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,13/11/2020,Service Charge - ICT,COMMUNITY CARE,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-FIN002333," 250,069.18 ",,LS19 6BA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,13/11/2020,Service Charge - ICT,COMMUNITY CARE,EGTON MEDICAL INFORMATION SYSTEMS LTD,EM-FIN002340," 3,709,736.21 ",,LS19 6BA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233354," 71,500.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,07/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233413," 71,500.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233460," 71,500.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,08/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233507," 71,500.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,08/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233521," 71,500.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,08/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233522," 71,500.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,08/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233565," 85,800.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,17/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233630," 85,800.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,20/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233651," 85,800.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,20/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233698," 85,800.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,20/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233699," 85,800.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,20/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233755," 85,800.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,20/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233756," 85,800.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233797," 85,800.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233853," 85,800.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233879," 85,800.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233908," 85,800.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,ELITE PLASTICS LTD,233916," 85,800.00 ",PPE - Aprons,HR2 6JR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,ELMBRIDGE BOROUGH COUNCIL,ERS-647983-198824," 410,385.00 ",,KT10 9SD,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Building repairs & maintenance,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589548RI," 46,619.61 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Building repairs & maintenance,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589552RI," 6,428.31 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Building repairs & maintenance,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589551RI," 8,651.26 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Building repairs & maintenance,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589550RI," 40,451.21 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2020,Building repairs & maintenance,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589549RI," 74,944.00 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Facilities management: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589548RI," 37,982.92 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Facilities management: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589552RI," 12,793.63 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Facilities management: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589551RI," 7,893.23 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Facilities management: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589550RI," 35,197.70 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2020,Facilities management: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589549RI," 55,865.29 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Cleaning: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589548RI," 22,163.66 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Cleaning: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589552RI," 4,833.05 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Cleaning: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589551RI," 3,464.17 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Cleaning: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589550RI," 30,817.80 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2020,Cleaning: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589549RI," 51,615.88 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Security: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589548RI," 43,298.69 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Security: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589551RI," 5,077.28 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2020,Security: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589550RI," 39,374.04 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2020,Security: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00589549RI," 54,112.16 ",Security fixed costs,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2020,Building repairs & maintenance,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00590306RI," 21,486.73 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2020,Facilities management: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00590312RI," 39,521.05 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2020,Facilities management: contract,FINANCE AND GROUP OPERATIONS,EMCOR FACILITIES SERVICES LTD,00590301RI," 22,029.64 ",,SO53 3YE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,14/11/2020,Storage costs,GLOBAL AND PUBLIC HEALTH,EMS HEALTHCARE LTD,INV0000683," 3,191,300.00 ",,CH65 4LE,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,14/11/2020,Storage costs,GLOBAL AND PUBLIC HEALTH,EMS HEALTHCARE LTD,INV0000684," 567,712.50 ",,CH65 4LE,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,19/11/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,ENFIELD LONDON BOROUGH COUNCIL,ERS-649864-199531," 1,668,970.00 ",,EN1 3XL,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,25/11/2020,Outsourcing Contract,INTERNATIONAL ,ENGINEERING & PHYSICAL SCIENCES RESEARCH COUNCIL,EPSR12641," 752,998.51 ",,SN2 1FL,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,25/11/2020,Outsourcing Contract,INTERNATIONAL ,ENGINEERING & PHYSICAL SCIENCES RESEARCH COUNCIL,EPSR12641," 580,287.93 ",,SN2 1FL,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,07/11/2020,Consultancy/Professional Advice,GLOBAL AND PUBLIC HEALTH,ERNST AND YOUNG LLP,GB01G000121826," 160,521.60 ",,SE1 2AF,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,25/11/2020,Capital Grants to non-profit institutions,FINANCE AND GROUP OPERATIONS,ESSEX AND HERTS AIR AMBULANCE TRUST,ERS-650490-199961," 363,529.00 ",,CO6 2NS,VCS,,,,
Department of Health and Social Care,Department of Health and Social Care,19/11/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,ESSEX COUNTY COUNCIL,ERS-649865-199532," 7,445,945.00 ",,CM1 1JZ,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,16/11/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,HAFS-31377," 1,430,000.00 ",,RM16 2PX,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,16/11/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,HAFS-31378," 200,000.00 ",,RM16 2PX,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,ESSEX UNIVERSITY OF,ERS-650778-200063," 25,645.00 ",,CO4 3SQ,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,07/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,EUMAR TECHNOLOGY LTD,INV-0552," 160,056.00 ",PPE - Masks,HR1 3SE,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,07/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,EUMAR TECHNOLOGY LTD,INV-0555," 153,387.00 ",PPE - Masks,HR1 3SE,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,07/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,EUMAR TECHNOLOGY LTD,INV-0556," 135,688.50 ",PPE - Masks,HR1 3SE,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,07/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,EUMAR TECHNOLOGY LTD,INV-0557," 135,688.50 ",PPE - Masks,HR1 3SE,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,07/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,EUMAR TECHNOLOGY LTD,INV-0559," 135,688.50 ",PPE - Masks,HR1 3SE,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,EUMAR TECHNOLOGY LTD,INV-0560," 162,826.20 ",PPE - Masks,HR1 3SE,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,EUMAR TECHNOLOGY LTD,INV-0569," 162,826.20 ",PPE - Masks,HR1 3SE,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,EUMAR TECHNOLOGY LTD,INV-0570," 162,826.20 ",PPE - Masks,HR1 3SE,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2020,Research & development,GLOBAL AND PUBLIC HEALTH,EUROFINS BIOMNIS UK LTD,7013110V," 14,101,120.00 ",,GU15 3DF,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,EUROFINS BIOMNIS UK LTD,7003110V," 5,361,160.00 ",,GU15 3DF,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,17/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,EUROFINS BIOMNIS UK LTD,7183110V," 2,298,870.00 ",,GU15 3DF,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,17/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,EUROFINS BIOMNIS UK LTD,7193110V," 4,081,490.00 ",,GU15 3DF,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,19/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,EUROFINS BIOMNIS UK LTD,7003009V," 356,080.00 ",,GU15 3DF,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,19/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,EUROFINS BIOMNIS UK LTD,7003009V," 12,000,000.00 ",,GU15 3DF,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2020,Service Charge - ICT,COMMUNITY CARE,EVA HEALTH TECHNOLOGIES LIMITED,97670," 49,583.62 ",,PL31 1EX,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,11/11/2020,Service Charge - ICT,CHIEF SCIENTIFIC ADVISOR,EVA HEALTH TECHNOLOGIES LIMITED,97348," 24,460.24 ",,PL31 1EX,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,13/11/2020,Service Charge - ICT,CHIEF SCIENTIFIC ADVISOR,EVA HEALTH TECHNOLOGIES LIMITED,97666," 24,037.84 ",,PL31 1EX,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,17/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,EXETER UNIVERSITY OF,ERS-649719-199444," 242,958.00 ",,EX4 4QJ,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,F1 RECRUITMENT LTD,f10613231," 30,000.00 ",,RH16 1BL,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,17/11/2020,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,FACULTY SCIENCE LTD,1509," 601,329.60 ",,W1G 9XS,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,01/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,FILLCARE LTD TA FAREVA,20061275," 93,017.52 ",,CF72 8TZ,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,01/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,FILLCARE LTD TA FAREVA,20061290," 115,821.72 ",,CF72 8TZ,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,06/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,FILLCARE LTD TA FAREVA,20081599, 993.84 ,,CF72 8TZ,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,06/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,FILLCARE LTD TA FAREVA,20081603," 53,313.12 ",,CF72 8TZ,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,01/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,FILLCARE LTD TA FAREVA,20061275," 12,191.76 ",,CF72 8TZ,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,06/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,FILLCARE LTD TA FAREVA,20081599," 103,698.84 ",,CF72 8TZ,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,06/11/2020,Radio communications,FINANCE AND GROUP OPERATIONS,FREQUENTIS AG,667420568," 81,451.10 ",,RH10 1UH,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,06/11/2020,CIP Addition Clearing - SW LIC,FINANCE AND GROUP OPERATIONS,FREQUENTIS AG,667420568," 443,333.20 ",,RH10 1UH,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,17/11/2020,Radio communications,FINANCE AND GROUP OPERATIONS,FREQUENTIS AG,669231553," 233,086.43 ",,RH10 1UH,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,09/11/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,FRIMLEY HEALTH NHS FOUNDATION TRUST,CENT/TTCAP/RDU/2020-11-06/A," 15,830,000.00 ",,GU16 5UJ,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,10/11/2020,School Fruit and Veg Scheme,GLOBAL AND PUBLIC HEALTH,G W Price,826706," 44,229.01 ",,,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,10/11/2020,School Fruit and Veg Scheme,GLOBAL AND PUBLIC HEALTH,G W Price,826708," 56,480.90 ",,,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,10/11/2020,School Fruit and Veg Scheme,GLOBAL AND PUBLIC HEALTH,G W Price,826710," 25,055.83 ",,,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,10/11/2020,School Fruit and Veg Scheme,GLOBAL AND PUBLIC HEALTH,G W Price,826711," 36,209.64 ",,,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,10/11/2020,School Fruit and Veg Scheme,GLOBAL AND PUBLIC HEALTH,G W Price,826713," 32,332.81 ",,,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,10/11/2020,School Fruit and Veg Scheme,GLOBAL AND PUBLIC HEALTH,G W Price,826717," 29,566.84 ",,,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,28/11/2020,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,G4S FACILITIES MANAGEMENT (UK) LIMITED,90408224," 15,524,203.32 ",,S81 7QF,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,28/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,G4S FACILITIES MANAGEMENT (UK) LIMITED,90408224," 6,105,030.36 ",,S81 7QF,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,27/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,GARDP,671753481," 1,051,870.00 ",,RH10 1UH,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,19/11/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,GATESHEAD COUNCIL,ERS-649866-199553," 1,010,275.00 ",,NE8 1HH,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,30/11/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,GATESHEAD HEALTH NHS FOUNDATION TRUST,HAFS-31406," 250,000.00 ",,NE8 4YL,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,05/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,GBUK LTD,314022," 162,000.00 ",PPE - Aprons,YO8 5DD,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,05/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,GBUK LTD,314022, 396.00 ,,YO8 5DD,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,17/11/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,GEDLING BOROUGH COUNCIL,ERS-649697-199424," 353,688.00 ",,NG5 6LU,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,GENETIC SIGNATURES LTD ,666552657," 205,800.00 ",GS20201021-A,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,GENOME RESEARCH LTD,ERS-650740-200137," 194,948.00 ",,CB10 1SA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,GENOME RESEARCH LTD,ERS-650737-200136," 1,097,453.00 ",,CB10 1SA,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,GLASGOW UNIVERSITY OF,ERS-650742-200064," 170,923.00 ",,G12 8QQ,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,09/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,GLASGOW UNIVERSITY OF,546510," 7,119,352.00 ",,G12 8QQ,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,GLASGOW UNIVERSITY OF,130054233," 4,832,005.00 ",,G12 8QQ,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,09/11/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,GLASGOW UNIVERSITY OF,130054611," 3,831,038.00 ",,G12 8QQ,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,25/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,GLASGOW UNIVERSITY OF,ERS-650435-199922," 125,781.35 ",,G12 8QQ,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,25/11/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,GLASGOW UNIVERSITY OF,ERS-650436-199923," 104,786.21 ",,G12 8QQ,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,17/11/2020,Revenue Grants to non-profit institutions,GLOBAL AND PUBLIC HEALTH,GLOBAL CHANGE DATA LAB,ERS-649596-199361," 113,445.40 ",,OX2 6QY,VCS,,,,
Department of Health and Social Care,Department of Health and Social Care,19/11/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,GLOUCESTERSHIRE COUNTY COUNCIL,ERS-649867-199533," 5,096,560.00 ",,GL1 2TG,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,30/11/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,HAFS-31407," 1,200,000.00 ",,GL1 2EL,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,30/11/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,HAFS-31409," 40,000.00 ",,GL1 2EL,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,30/11/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,HAFS-31410," 2,677,000.00 ",,GL1 2EL,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,30/11/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,HAFS-31411," 2,330,000.00 ",,GL1 2EL,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,01/11/2020,Professional fees,ACUTE CARE AND WORKFORCE,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,A3006," 42,720.00 ",,SW1H 9GL,PUBLIC,,,,
