Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209945,"4,080.00",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1210410,"4,080.00",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1210400,"4,285.02",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Contractor/ Staff Substitution,No Group,ALLEN LANE LTD,1209481,"4,591.20",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Contractor/ Staff Substitution,No Group,ALLEN LANE LTD,1209943,"4,591.20",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1210411,"5,664.00",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209937,"5,836.80",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209946,"6,372.00",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209478,"7,320.00",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209934,"8,449.06",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209943,377.46,,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1210407,510.72,,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1208944,"1,975.10",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209464,"2,188.80",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209480,"2,553.60",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209942,"2,553.60",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1210407,"2,553.60",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209465,"3,012.00",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209928,"3,012.00",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209468,"3,291.84",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209932,"3,291.84",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1210398,"3,291.84",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1208942,"3,441.84",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1208943,"4,291.20",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209467,"4,291.20",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209931,"4,291.20",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1210397,"4,291.20",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1208938,"4,591.20",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209463,"4,591.20",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209926,"4,591.20",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1210393,"4,591.20",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1208937,38.71,,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1208944,"1,316.74",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1208937,"1,509.77",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1208945,"1,836.48",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1208937,"2,322.72",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1210409,"2,520.48",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209466,"2,976.00",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209929,"2,976.00",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209473,"3,068.40",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209936,"3,068.40",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1210403,"3,068.40",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209482,"3,292.03",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1208941,"3,720.00",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1208475,"3,720.00",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209944,"3,857.86",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1208936,"3,871.20",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209461,"3,871.20",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209462,"3,871.20",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209924,"3,871.20",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209925,"3,871.20",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1210392,"3,871.20",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1208935,"4,115.04",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209460,"4,115.04",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209923,"4,115.04",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,07/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209322,"4,710.00",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1209471,"4,710.00",,NW1 3ER,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,08/10/2021,Other programme expenditure,Public Health,ALLPAY LIMITED,FUNDING-OCT-21,"3,469,930.00",,HR1 3SE,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2021,Outsourcing Contract,Chief Scientific Advisor,ALPHA BIOMICS LTD,2021-0009,"46,060.00",,SW4 0PA,Micro,,,,
Department of Health and Social Care,Department of Health and Social Care,11/10/2021,Contractor/ Staff Substitution,NHSX,ANSWER DIGITAL LIMITED,4964,"54,000.00",,LS11 5DD,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,04/10/2021,Additional support for delivery of Healthcare services,Global Health,ASHFIELD HEALTHCARE LIMITED,1007335,"1,164,749.08",,LE65 1HW,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373907,"1,432.33",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2021,Additions-LEASED BUILDINGS,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584374410,"1,501.80",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2021,Building repairs & maintenance,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584374410,"5,951.06",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584372675,"4,358.40",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584372669,"3,710.40",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373471,"9,040.64",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584374629,"25,402.96",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584374628,"22,630.19",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Outsourcing Contract,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584372512,"5,475.19",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584374970,"30,000.00",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584374970,"268,129.90",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584374970,"9,374.69",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584374970,"1,936.66",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584372386,"12,545.66",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584372384,"1,032.64",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584374262,"24,424.92",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584374261,"6,755.23",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584374263,"18,680.86",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584374970,"774,823.74",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373881,441.07,,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373895,487.41,,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373883,488.53,,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373912,491.9,,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373879,519.47,,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373905,565.53,,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373894,629.73,,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373877,"1,126.67",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373891,"1,131.07",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373892,"1,141.20",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373896,"1,282.60",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373900,"1,527.48",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373893,"1,883.47",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373902,"1,946.93",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373874,"1,996.04",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373875,"4,179.02",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373906,"4,215.33",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373974,710.17,,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584373898,"2,575.33",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584372514,578.4,,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584372364,"32,376.44",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584372302,"8,259.73",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584372120,"47,589.60",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584372119,"19,251.60",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584372118,"39,195.60",,WC1V 6EA,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2021,Research & development,Chief Scientific Advisor,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,ASI0017101,"119,497.95",,BA1 3QE,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2021,Research & development,Chief Scientific Advisor,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,ASI0017101,"127,998.33",,BA1 3QE,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,14/10/2021,"SFVS - product & distribution cost, during September 2021",Public Health ,Axtons,INV-2917,"87,254.72",,,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Revenue Grants to local authorities,Social Care Group,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,21102021DN1413GD5765,"368,180.00",,RM10 7BY,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,25/10/2021,Additions NCB PDC,Default Group,BARKING HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,PF00006111,"4,000,000.00",,WF3 1WE,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Revenue Grants to local authorities,Social Care Group,BARNET LONDON BOROUGH COUNCIL,21102021DN1413GD5765,"992,984.00",,NW4 4BG,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Revenue Grants to local authorities,Social Care Group,BARNSLEY METROPOLITAN BOROUGH COUNCIL,21102021DN1413GD5765,"700,683.00",,S70 2TJ,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2021,Consultancy/Professional Advice,Commercial,BARTS HEALTH NHS TRUST,409504,113.21,,E1 8PR,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2021,Outsourcing Contract,Commercial,BARTS HEALTH NHS TRUST,409504,"21,600.00",,E1 8PR,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2021,Outsourcing Contract,Commercial,BARTS HEALTH NHS TRUST,409504,"80,609.84",,E1 8PR,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Research & development,Chief Scientific Advisor,BARTS HEALTH NHS TRUST,ASI0016342,"192,893.00",,E1 8PR,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Research & development,Chief Scientific Advisor,BARTS HEALTH NHS TRUST,ASI0016301,"119,441.00",,E1 8PR,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Research & development,Chief Scientific Advisor,BARTS HEALTH NHS TRUST,ASI0016362,"2,591,647.00",,E1 8PR,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Research & development,Chief Scientific Advisor,BARTS HEALTH NHS TRUST,ASI0016265,"75,000.00",,E1 8PR,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Research & development,Chief Scientific Advisor,BARTS HEALTH NHS TRUST,ASI0016397,"59,526.00",,E1 8PR,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Revenue Grants to local authorities,Social Care Group,BATH AND NORTH EAST SOMERSET COUNCIL,21102021DN1413GD5765,"527,323.00",,BA1 5AW,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Revenue Grants to local authorities,Social Care Group,BEDFORD BOROUGH COUNCIL,21102021DN1413GD5765,"584,110.00",,MK40 1SH,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,29/10/2021,Storage costs,Global Health,BIOCAIR INTERNATIONAL LTD,OFFICE1945,"90,000.00",,CB22 3EG,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,08/10/2021,Other programme expenditure,Global Health,BIRMINGHAM AIRPORT LIMITED,218906,"967,592.99",,B26 3QJ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Revenue Grants to local authorities,Social Care Group,BIRMINGHAM CITY COUNCIL,21102021DN1413GD5765,"2,689,021.00",,B3 3AB,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,22/10/2021,Storage costs,Global Health,BIRMINGHAM CITY COUNCIL,9003088892,"112,141.91",,B3 3AB,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Research & development,Chief Scientific Advisor,BIRMINGHAM UNIVERSITY OF,ASI0016262,"93,500.00",,B15 2TT,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2021,Research & development,Chief Scientific Advisor,BIRMINGHAM UNIVERSITY OF,ASI0016214,"13,537.44",,B15 2TT,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2021,Research & development,Chief Scientific Advisor,BIRMINGHAM UNIVERSITY OF,ASI0016214,"13,537.44",,B15 2TT,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2021,Research & development,Chief Scientific Advisor,BIRMINGHAM UNIVERSITY OF,ASI0016214,"13,537.44",,B15 2TT,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2021,Research & development,Chief Scientific Advisor,BIRMINGHAM UNIVERSITY OF,ASI0017032,"36,077.68",,B15 2TT,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Research & development,Chief Scientific Advisor,BIRMINGHAM UNIVERSITY OF,ASI0016324,"20,035.69",,B15 2TT,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Research & development,Chief Scientific Advisor,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ASI0016269,"10,964.00",,B4 6NH,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Research & development,Chief Scientific Advisor,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ASI0016269,"41,000.00",,B4 6NH,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Research & development,Chief Scientific Advisor,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ASI0016269,"50,000.00",,B4 6NH,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2021,Research & development,Chief Scientific Advisor,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ASI0016419,"31,031.00",,B4 6NH,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,25/10/2021,Additions NCB PDC,Default Group,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,PF00006113,"79,000.00",,B70 9PL,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,25/10/2021,Additions NCB PDC,Default Group,BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST,PF00006112,"142,000.00",,B70 9PL,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,25/10/2021,Service charge - ICT,NHSX,BLACK PEAR SOFTWARE LTD,INV-10471,"48,990.26",,WR6 6TP,Micro,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Revenue Grants to local authorities,Social Care Group,BLACKBURN WITH DARWEN BOROUGH COUNCIL,21102021DN1413GD5765,"379,350.00",,BB1 7DY,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2021,Revenue Grants to local authorities,Social Care Group,BLACKPOOL BOROUGH COUNCIL,21102021DN1413GD5765,"577,352.00",,FY1 1NF,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2021,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),BLACKPOOL BOROUGH COUNCIL,20102021DN2252GD5328,"337,500.00",,FY1 1NF,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,25/10/2021,Additions NCB PDC,Default Group,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,PF00006114,"1,874,000.00",,FY3 8NR,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2021,Research & development,Chief Scientific Advisor,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,ASI0017059,"108,660.00",,FY3 8NR,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2021,Outsourcing Contract,NHS and Workforce,BLACKTHORN GRC LTD,1062BI,"6,567.00",,CR0 0XT,Micro,,,,
