Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,30/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),PRESTON CITY COUNCIL,R10112022AR1413GD626,-486306, RSDATG grant Refund,PR1 2RL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,30/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),LEICESTERSHIRE COUNTY COUNCIL,R011220211036AHGD554,-136633,Return of funding Adult Weight Management Scheme 21/22,LE3 8RA,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,30/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),ISLINGTON LONDON BOROUGH COUNCIL,R01122021AH1232GD560,-27081.78,Refund of  Better Mental Health Grant,EC1V 7LQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,30/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),GREAT YARMOUTH BOROUGH COUNCIL,R10112022AR1413GD626,-329372, RSDATG grant Refund,NR30 2QF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,30/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),DERBYSHIRE COUNTY COUNCIL,R08022022AH1046GD554,-45297,Return of funding Adult Weight Management Scheme 21/22,DE4 3AG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,30/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),CHELMSFORD CITY COUNCIL,R10112022AR1413GD626,-437021, RSDATG grant Refund,CM1 1JE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),HACKNEY LONDON BOROUGH COUNCIL,R09112021DN1143GD554,-79708.74,Return of funding Adult Weight Management Scheme 21/22`,E8 4RU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),MANCHESTER UNIVERSITY OF,15129728,91373.5,Uplift: NDTMS -analytics (NDEC) - 2022/23,M13 9PL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2023,Other programme expenditure,Office For Health Improvement & Disparities (OHID),SHEFFIELD UNIVERSITY OF,1800233125,12677,6696162 2021/22 payment 3. NCD modelling partnership.,S10 2TN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2023,Other programme expenditure,Office For Health Improvement & Disparities (OHID),SHEFFIELD UNIVERSITY OF,1800233125,17013.5,6696162 2021/22 payment 2. NCD modelling partnership.,S10 2TN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2023,Other programme expenditure,Office For Health Improvement & Disparities (OHID),SHEFFIELD UNIVERSITY OF,1800233125,13076.5,6696162 2021/22 payment  1.NCD modelling partnership.,S10 2TN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,26/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),THANET DISTRICT COUNCIL,R10112022AR1413GD626,-333132, RSDATG grant Refund,CT9 1XZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),ISLE OF WIGHT COUNCIL,R09112021DN1143GD554,-45063,Return of funding Adult Weight Management Scheme 21/22,PO30 1UD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),HAMPSHIRE COUNTY COUNCIL,9112021DN1143GD5540R,-312627,Return of funding Adult Weight Management Scheme 21/22,SO23 8UJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),OLDHAM METROPOLITAN BOROUGH COUNCIL,10802535J,5204.58,Uplift: IPS Employment and Welfare service Q3 22/23 Oldham,OL1 1UH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),OLDHAM METROPOLITAN BOROUGH COUNCIL,10802535J,33750,Uplift: IPS Employment and Welfare service Q2 22/23 Oldham,OL1 1UH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),OLDHAM METROPOLITAN BOROUGH COUNCIL,10802535J,33750,Uplift: IPS Employment and Welfare service Q1 22/23  Oldham,OL1 1UH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WIRRAL METROPOLITAN BOROUGH COUNCIL,23012023TC1036GD5485,248248.19,GD31-5485 ADDER ACCELERATOR 22-23 Payment 1-E4305X-WIRRAL METROPOLITAN BOROUGH COUNCIL,CH27 9FQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WAKEFIELD METROPOLITAN DISTRICT COUNCIL,23012023TC1036GD5485,348065.56,GD31-5485 ADDER ACCELERATOR 22-23 Payment 1-E4705X-WAKEFIELD METROPOLITAN DISTRICT COUNCIL,WF1 9AJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),TOWER HAMLETS LONDON BOROUGH COUNCIL,23012023TC1036GD5485,211156.33,GD31-5485 ADDER ACCELERATOR 22-23 Payment 1-E5020X-TOWER HAMLETS LONDON BOROUGH COUNCIL,E2 0HQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NORFOLK COUNTY COUNCIL,23012023TC1046GD5328,536675.06,GD31/5328 - ADDER Grant 22-23 - Payment 1-E2620X-NORFOLK COUNTY COUNCIL,NR1 2DL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NEWCASTLE UPON TYNE CITY COUNCIL,23012023TC1036GD5485,613017.59,GD31-5485 ADDER ACCELERATOR 22-23 Payment 1-E4502X-NEWCASTLE UPON TYNE CITY COUNCIL,NE1 8PP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),MIDDLESBROUGH COUNCIL,23012023TC1046GD5328,347416,GD31/5328 - ADDER Grant 22-23 - Payment 1-E0702X-MIDDLESBROUGH COUNCIL,TS1 9FT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),LIVERPOOL CITY COUNCIL,23012023TC1036GD5485,646247.34,GD31-5485 ADDER ACCELERATOR 22-23 Payment 1-E4302X-LIVERPOOL CITY COUNCIL,L69 2DQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),KNOWSLEY METROPOLITAN BOROUGH COUNCIL,23012023TC1036GD5485,175599.72,GD31-5485 ADDER ACCELERATOR 22-23 Payment 1-E4301X-KNOWSLEY METROPOLITAN BOROUGH COUNCIL,L36 9YZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),HACKNEY LONDON BOROUGH COUNCIL,23012023TC1036GD5485,298125.57,GD31-5485 ADDER ACCELERATOR 22-23 Payment 1-E5013X-HACKNEY LONDON BOROUGH COUNCIL,E8 4RU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),EAST SUSSEX COUNTY COUNCIL,23012023TC1046GD5328,359707.46,GD31/5328 - ADDER Grant 22-23 - Payment 1-E1421X-EAST SUSSEX COUNTY COUNCIL,BN21 3UU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),BRISTOL CITY COUNCIL,23012023TC1036GD5485,399161.29,GD31-5485 ADDER ACCELERATOR 22-23 Payment 1-E0102X-BRISTOL CITY COUNCIL,BS1 5TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),BLACKPOOL BOROUGH COUNCIL,23012023TC1046GD5328,337500,GD31/5328 - ADDER Grant 22-23 - Payment 1-E2302X-BLACKPOOL BOROUGH COUNCIL,FY1 1NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000050,187425.06,SFVS: Reimbursement costs 2022-23,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,24/01/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000043,946770.16,SFVS: Reimbursement costs 2022-23,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2023,Service charge - ICT,Office For Health Improvement & Disparities (OHID),UK HEALTH SECURITY AGENCY (UKHSA),5012141,39934,Commonwealth Games Volunteer Programme: Psychological First,SP4 0JG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WEST NORTHAMPTONSHIRE COUNCIL,18012023FS1603GD6263,394165,GD6263/6297 Rough Sleeping Drug & Alcohol Treatment Grant (RSDATG)-E2802X-WEST NORTHAMPTONSHIRE,CB3 0AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),BRIGHTON AND HOVE CITY COUNCIL,18012023FS1603GD6263,45666,GD6263/6297 Rough Sleeping Drug & Alcohol Treatment Grant (RSDATG)-E1401X-BRIGHTON AND HOVE CITY COUNCIL,BN1 1JE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E86320,122267.26,BH-EMM_Adult Mental Health_Media_OLV Gaming/YouTube Captify,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E86319,53210.37,BH-EMM_Adult Mental Health_Media_Digital Audio,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E86318,39024.31,BH-EMM_Adult Mental Health_Media_Digital Audio,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E86316,130569.15,BH-EMM_Adult Mental Health_Media_Media Partnerships,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E86310,321334.67,BH-EMM_Adult Mental Health_Media_VOD,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E86309,235668.24,BH-EMM_Adult Mental Health_Media_VOD,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000053,89819.51,SFVS: Reimbursement costs 2022-23,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000052,387782.03,SFVS: Reimbursement costs 2022-23,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000048,1505085.66,SFVS: Reimbursement costs 2022-23,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2023,Consultancy/Professional Advice,Office For Health Improvement & Disparities (OHID),SHEFFIELD UNIVERSITY OF,1800232463,32906.29,22-23 AHC Reimbursement ,S10 2TN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,17/01/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),WIGAN METROPOLITAN BOROUGH COUNCIL,71286217705,27508,IPS Employment and Welfare service Q2 22/23 Wigan,WN1 3XZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,17/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),EXETER CITY COUNCIL,10112022AR1413GD626R,-387666,Payment was issued to Exeter City Council in error,EX1 1JN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,17/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,14032022AH-1635GD562,-117100,Return of funding Child and Family Weight Management Scheme 21/22,RM10 7BY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,17/01/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E84087,165914.2,BH-EMM_Adult Mental Health_Media_Social,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),EAST SUSSEX COUNTY COUNCIL,8104023484,34734,Q4 IPS employment welfare service East Sussex,BN21 3UU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E84086,68369.71,BH-EMM_Adult Mental Health_PaidMedia_Search,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2023,Contractor/ Staff Substitution,Office For Health Improvement & Disparities (OHID),BIRMINGHAM UNIVERSITY OF,30015980,30000,A rapid review of evidence on extended brief interventions f,B15 2TT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000046,57104.88,SFVS: Reimbursement costs 2022-23,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2023,Other programme expenditure,Office For Health Improvement & Disparities (OHID),ALLPAY LIMITED,Funding January 23,6600739.78,Healthy Start beneficiaries pre-paid card payments,HR1 3SE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,10/01/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000049,713991.35,SFVS: Reimbursement costs 2022-23,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,10/01/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000045,1051899.23,SFVS: Reimbursement costs 2022-23,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,10/01/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000044,1521493.94,SFVS: Reimbursement costs 2022-23,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,10/01/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000042,160235.35,SFVS: Reimbursement costs 2022-23,DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,10/01/2023,Contractor/ Staff Substitution,Office For Health Improvement & Disparities (OHID),WELLSET REPO LIMITED T/A FLIPSIDE,9010663544,74400,NHS Food Scanner Mobile app/22-23 FY/JC,GU6 8AJ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,10/01/2023,Contractor/ Staff Substitution,Office For Health Improvement & Disparities (OHID),WELLSET REPO LIMITED T/A FLIPSIDE,9010663280,35400,Couch to 5K continuous improvement and maintenance 2022-23,GU6 8AJ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,10/01/2023,Consultancy/Professional Advice,Office For Health Improvement & Disparities (OHID),WELLSET REPO LIMITED T/A FLIPSIDE,9010663548,57299.99,Start4Life Digital Strategic support  / 22-23 FY,GU6 8AJ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),PARAGON CUSTOMER COMMUNICATIONS (LONDON) LTD,PHSIN016301,24000,ISP Sends,EC2M 7EB,Large,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),PARAGON CUSTOMER COMMUNICATIONS (LONDON) LTD,PHSIN016301,20000,10MSU ECRM,EC2M 7EB,Large,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E86120,80.76,Stoptober media Partnerships - ASBOF,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E86120,81571.36,Stoptober media Partnerships,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E71123,4995.62,Marketing services.,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E71123,22.32,10MSU 2022 PPC Search media - BASBOF,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),OMD GROUP LTD,E71123,22609.47,10MSU 2022 PPC Search media,N1 9RL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2023,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000041,82735.79,Add: S1 SFVS Reimbursement costs 2021-22 (rest of year),DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WORCESTERSHIRE COUNTY COUNCIL,13122022FS1050GD5900,7804480.75,GD5900 - Public Health Grant Q4-E1821X-WORCESTERSHIRE COUNTY COUNCIL,WR5 2NP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WOLVERHAMPTON CITY COUNCIL,13122022FS1050GD5900,5438351.75,GD5900 - Public Health Grant Q4-E4607X-WOLVERHAMPTON CITY COUNCIL,WV1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WOKINGHAM COUNCIL,13122022FS1050GD5900,1422412.25,GD5900 - Public Health Grant Q4-E0306X-WOKINGHAM COUNCIL,RG40 1WJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WIRRAL METROPOLITAN BOROUGH COUNCIL,13122022FS1050GD5900,7747126.75,GD5900 - Public Health Grant Q4-E4305X-WIRRAL METROPOLITAN BOROUGH COUNCIL,CH27 9FQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,13122022FS1050GD5900,1241711.25,GD5900 - Public Health Grant Q4-E0305X-WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,SL6 1RF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WILTSHIRE COUNTY COUNCIL,13122022FS1050GD5900,4503668.5,GD5900 - Public Health Grant Q4-E3902X-WILTSHIRE COUNTY COUNCIL,BA14 8JN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WESTMINSTER CITY COUNCIL,13122022FS1050GD5900,8330833,GD5900 - Public Health Grant Q4-E5022X-WESTMINSTER CITY COUNCIL,WC2N 6NU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WEST SUSSEX COUNTY COUNCIL,13122022FS1050GD5900,9061080.25,GD5900 - Public Health Grant Q4-E3820X-WEST SUSSEX COUNTY COUNCIL,PO19 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WEST NORTHAMPTONSHIRE COUNCIL,13122022FS1050GD5900,4776805.75,GD5900 - Public Health Grant Q4-E2802X-WEST NORTHAMPTONSHIRE,CB3 0AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WEST BERKSHIRE COUNCIL,13122022FS1050GD5900,1535762.75,GD5900 - Public Health Grant Q4-E0302X-WEST BERKSHIRE COUNCIL,RG14 5LD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WARWICKSHIRE COUNTY COUNCIL,13122022FS1050GD5900,6068526.25,GD5900 - Public Health Grant Q4-E3720X-WARWICKSHIRE COUNTY COUNCIL,CV34 4RH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WARRINGTON BOROUGH COUNCIL,13122022FS1050GD5900,3225525.75,GD5900 - Public Health Grant Q4-E0602X-WARRINGTON BOROUGH COUNCIL,WA1 1BN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WANDSWORTH LONDON BOROUGH COUNCIL,13122022FS1050GD5900,7353002,GD5900 - Public Health Grant Q4-E5021X-WANDSWORTH LONDON BOROUGH COUNCIL,SW18 2PU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WALTHAM FOREST LONDON BOROUGH COUNCIL,13122022FS1050GD5900,4250470.25,GD5900 - Public Health Grant Q4-E5049X-WALTHAM FOREST LONDON BOROUGH COUNCIL,E17 4JF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WALSALL METROPOLITAN BOROUGH COUNCIL,13122022FS1050GD5900,4676762.25,GD5900 - Public Health Grant Q4-E4606X-WALSALL METROPOLITAN BOROUGH COUNCIL,WS1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WAKEFIELD METROPOLITAN DISTRICT COUNCIL,13122022FS1050GD5900,6371097.75,GD5900 - Public Health Grant Q4-E4705X-WAKEFIELD METROPOLITAN DISTRICT COUNCIL,WF1 9AJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),TOWER HAMLETS LONDON BOROUGH COUNCIL,13122022FS1050GD5900,9342914.75,GD5900 - Public Health Grant Q4-E5020X-TOWER HAMLETS LONDON BOROUGH COUNCIL,E2 0HQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),TORBAY COUNCIL,13122022FS1050GD5900,2521120.75,GD5900 - Public Health Grant Q4-E1102X-TORBAY COUNCIL,TQ1 3DR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),THURROCK BOROUGH COUNCIL,13122022FS1050GD5900,2977792.75,GD5900 - Public Health Grant Q4-E1502X-THURROCK BOROUGH COUNCIL,RM17 0LT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),THE LONDON BOROUGH OF RICHMOND UPON THAMES,13122022FS1050GD5900,2468432,GD5900 - Public Health Grant Q4-E5047X-RICHMOND UPON THAMES BOROUGH COUNCIL,TW1 3BZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),TELFORD AND WREKIN BOROUGH OF,13122022FS1050GD5900,3292035.25,GD5900 - Public Health Grant Q4-E3201X-TELFORD AND WREKIN BOROUGH OF,TF3 4LF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SWINDON BOROUGH COUNCIL,13122022FS1050GD5900,2648002,GD5900 - Public Health Grant Q4-E3901X-SWINDON BOROUGH COUNCIL,SN1 2JH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SUTTON LONDON BOROUGH COUNCIL,13122022FS1050GD5900,2619050,GD5900 - Public Health Grant Q4-E5048X-SUTTON LONDON BOROUGH COUNCIL,SM1 1EA,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SURREY COUNTY COUNCIL,13122022FS1050GD5900,9909257.75,GD5900 - Public Health Grant Q4-E3620X-SURREY COUNTY COUNCIL,KT1 2DN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,13122022FS1050GD5900,6289275,GD5900 - Public Health Grant Q4-E4505X-SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,SR2 7DN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SUFFOLK COUNTY COUNCIL,13122022FS1050GD5900,7917517.75,GD5900 - Public Health Grant Q4-E3520X-SUFFOLK COUNTY COUNCIL,IP1 2DH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STOKE ON TRENT CITY COUNCIL,13122022FS1050GD5900,5914462,GD5900 - Public Health Grant Q4-E3401X-STOKE ON TRENT CITY COUNCIL,ST4 4TS,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STOCKTON ON TEES BOROUGH COUNCIL,13122022FS1050GD5900,3713012,GD5900 - Public Health Grant Q4-E0704X-STOCKTON ON TEES BOROUGH COUNCIL,TS23 2YD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STAFFORDSHIRE COUNTY COUNCIL,13122022FS1050GD5900,10310238.5,GD5900 - Public Health Grant Q4-E3421X-STAFFORDSHIRE COUNTY COUNCIL,ST16 2NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),ST HELENS METROPOLITAN BOROUGH COUNCIL,13122022FS1050GD5900,3766281.5,GD5900 - Public Health Grant Q4-E4303X-ST HELENS METROPOLITAN BOROUGH COUNCIL,WA10 1HP,Govn,,,
