Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,01/07/2022,"SFVS - product & distribution cost, during June 2022",Public Health,MWW (Chesham),SIN0369726,94090.864,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/07/2022,"SFVS - product & distribution cost, during June 2022",Public Health,MWW (Chesham),SIN0369718,40095.02,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/07/2022,"SFVS - product & distribution cost, during June 2022",Public Health,MWW (Chesham),SIN0369713,25387.9,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/07/2022,"SFVS - product & distribution cost, during June 2022",Public Health,MWW (Chesham),SIN0369711,26747.5,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/07/2022,"SFVS - product & distribution cost, during June 2022",Public Health,MWW (Chesham),SIN0369710,27383.26,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,01/07/2022,"SFVS - product & distribution cost, during June 2022",Public Health,MWW (Chesham),SIN0369708,25300.79,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/07/2022,"SFVS - product & distribution cost, during June 2022",Public Health,Total Produce - Bodmin,B22060130908,40387.941,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,13/07/2022,"SFVS - product & distribution cost, during June 2022",Public Health,Total Produce - Bodmin,B22060130878,56652.927,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2022,"SFVS - product & distribution cost, during June 2022",Public Health,AG Axtons,INV-22704,95733.41,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,"SFVS - product & distribution cost, during June 2022",Public Health,Total Produce - Bristol,B22060130865,34463.869,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,"SFVS - product & distribution cost, during June 2022",Public Health,Total Produce - Bristol,B22060130801,33731.773,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,"SFVS - product & distribution cost, during June 2022",Public Health,Total Produce - Bristol,B22060130933,39420.585,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,07/07/2022,"SFVS - product & distribution cost, during June 2022",Public Health,Total Produce - Bristol,B22060130835,25073.652,SFVS - product & distribution cost,,SME,,,
Department of Health and Social Care,Department of Health and Social Care,27/07/2022,Grant in Aid Funding (Cash) - ENDPBs,Public Health,GREATER LONDON AUTHORITY,1800010964,123464.4,CASSH administrative costs (GLA),SE1 2AA,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,26/07/2022,Revenue Policy Payments,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),964577,3000000,NHSBT - Capital funding 22/23,LS15 7TW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,26/07/2022,Revenue Policy Payments,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),964554,3680000,NHSBT - Capital funding 22/23,LS15 7TW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,20/07/2022,Research & development,Public Health,KINGS COLLEGE LONDON,SC50045919,259982.64,Evaluation Research Payment 2 (Mar 2022),WC2R 2LS,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,19/07/2022,Revenue Policy Payments,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),964506,23833336,NHSBT - Revenue funding 22/23,LS15 7TW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,01/07/2022,Revenue Grants to non-profit institutions,Public Health,ACTION ON SMOKING AND HEALTH,ASI0024002,26000,2018_053 Ash Q4 21/22 Addendum,EC1N 8JY,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,29/07/2022,Revenue Grant to Overseas Bodies,Office For Health Improvement & Disparities (OHID),PT ESSENTRA,FCP0000939,28884,TNCO Test for Survey 66 Period 1,,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,29/07/2022,Revenue Grant to Overseas Bodies,Office For Health Improvement & Disparities (OHID),PT ESSENTRA,FCP0000937,28386,2022/DN/FAC/LAB/017 Order Number: 559774.,,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,25/07/2022,Revenue Grant to Overseas Bodies,Office For Health Improvement & Disparities (OHID),PT Essentra,FCP0000916,28276.1,"INV 2022/LAB/006 Purchasing services for testing Tar, Nicotine & Carbon Monoxide as required by the TRPR 2016. This covers 2021/22. Business Case Ref P1480, approved via PHE Internal Delegate Approval route on 25th June 2021.  ECM 5015",,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,14/07/2022,Revenue Grant to Overseas Bodies,Office For Health Improvement & Disparities (OHID),PT Essentra,FCP0000916,28276.1,"INV 2022/LAB/006 Purchasing services for testing Tar, Nicotine & Carbon Monoxide as required by the TRPR 2016. This covers 2021/22. Business Case Ref P1480, approved via PHE Internal Delegate Approval route on 25th June 2021.  ECM 5015",,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,04/07/2022,Revenue Grant to Overseas Bodies,Office For Health Improvement & Disparities (OHID),JP MORGAN  CHASE,FCP0000847,385989.65,Reversal of JBN00013610 ,,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,29/07/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000015,1061711.54,Add: S1 SFVS Reimbursement costs 2021-22 (rest of year),DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,29/07/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),ESSENTRA FILTER PRODUCTS LIMITED,2022/DN/FIC/LAB/017R,-28386,Refund incorrect bank account,OX5 1HX,Small,,,
Department of Health and Social Care,Department of Health and Social Care,29/07/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),ESSENTRA FILTER PRODUCTS LIMITED,2022/DN/FIC/LAB/013R,-28884,Refunded incorrect bank account,OX5 1HX,Small,,,
Department of Health and Social Care,Department of Health and Social Care,26/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),DORSET COUNTY COUNCIL,01072022AH0920GD5900,3653344.25,GD5900- Public Health Grant Q2-E1203X-DORSET COUNTY COUNCIL,DT1 1XJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,25/07/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NATCEN SOCIAL RESEARCH TA NATIONAL CENTRE FOR SOCIAL RESEARCH,58058,271706,NDNS 2022/23 - Q1,EC1V 0AX,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,25/07/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NATCEN SOCIAL RESEARCH TA NATIONAL CENTRE FOR SOCIAL RESEARCH,58057,340045,NDNS 2022/23 - Q1,EC1V 0AX,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,25/07/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NATCEN SOCIAL RESEARCH TA NATIONAL CENTRE FOR SOCIAL RESEARCH,58055,113477,NDNS 2022/23 - Q1,EC1V 0AX,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,22/07/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),YOUGOV PLC,PO557876,-25460.75,Overcharge - PO557876,EC1Y 8RT,Large,,,
Department of Health and Social Care,Department of Health and Social Care,22/07/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),UK HEALTH SECURITY AGENCY (UKHSA),5008942,357123.5,print items from 01/10/21 to 31/03/22,SP4 0JG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,21/07/2022,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),CORNWALL COUNCIL,8100257624,58736,Cornwall IPS employment and welfare service 2122Q2,TR1 3AY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,19/07/2022,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),WIGAN METROPOLITAN BOROUGH COUNCIL,71283832600,30000,Wigan IPS employment and welfare service 2122Q4,WN1 3XZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,19/07/2022,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),WIGAN METROPOLITAN BOROUGH COUNCIL,71283832600,6117,Wigan IPS employment and welfare service 2122Q3,WN1 3XZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,19/07/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),MANCHESTER UNIVERSITY OF,15125407,74312.25,Uplift: NDTMS -analytics (NDEC) - 2022/23,M13 9PL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,19/07/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),SHEFFIELD HALLAM UNIVERSITY,DCI01603,23580,6724012 RSDATG evaluation - Phase 3: Analysis and Final Repo,S1 1WB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,19/07/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),SHEFFIELD HALLAM UNIVERSITY,DCI01603,44760,6724012 RSDATG evaluation - Phase 2: Case Studies (incl Prog,S1 1WB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,19/07/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),SHEFFIELD HALLAM UNIVERSITY,DCI01603,4200,6724012 RSDATG evaluation - Non-staff costs,S1 1WB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,19/07/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY MHP033,272312,96000,OHID-CPRD Gold_Aurum_Small Area datasets,SW1W 9SZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/07/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),SERCO LTD,91851019,203715.69,OHID contact centre costs ,RG27 9UY,Small,,,
Department of Health and Social Care,Department of Health and Social Care,15/07/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),SERCO LTD,91844295,187430.48,OHID contact centre costs ,RG27 9UY,Small,,,
Department of Health and Social Care,Department of Health and Social Care,15/07/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000014,134362.08,Add: S1 SFVS Reimbursement costs 2021-22 (rest of year),DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/07/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000013,271675.63,Add: S1 SFVS Reimbursement costs 2021-22 (rest of year),DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/07/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000012,507848.98,Add: S1 SFVS Reimbursement costs 2021-22 (rest of year),DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/07/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000010,753705.98,Add: S1 SFVS Reimbursement costs 2021-22 (rest of year),DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/07/2022,Consultancy/Professional Advice,Office For Health Improvement & Disparities (OHID),WELLSET REPO LIMITED T/A FLIPSIDE,9010658981,45960,Multiple products within the mobile portfolio,GU6 8AJ,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,15/07/2022,Consultancy/Professional Advice,Office For Health Improvement & Disparities (OHID),SHEFFIELD UNIVERSITY OF,1800226547,28780.8,Explore action to improve well-being of adult WFH,S10 2TN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,13/07/2022,Other programme expenditure,Office For Health Improvement & Disparities (OHID),ALLPAY LIMITED,Month 4,6511201.71,Healthy Start Beneficiaries' prepaid card payments 2022-23,HR1 3SE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000009,259535.51,Add: S1 SFVS Reimbursement costs 2021-22 (rest of year),DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000008,1840556.98,Add: S1 SFVS Reimbursement costs 2021-22 (rest of year),DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),NHS SUPPLY CHAIN,9423000006,232805.89,Add: S1 SFVS Reimbursement costs 2021-22 (rest of year),DE55 4QJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/07/2022,Additions-SW LIC,Office For Health Improvement & Disparities (OHID),BRANDBANK LIMITED,9200099694,55336.8,Data Feed Service for FS app- year 1 ,NR5 9JB,Large,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WILTSHIRE COUNTY COUNCIL,05072022AH1019GD6169,140702.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E3902X-WILTSHIRE COUNTY COUNCIL,BA14 8JN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WALSALL METROPOLITAN BOROUGH COUNCIL,05072022AH1019GD6169,221282.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4606X-WALSALL METROPOLITAN BOROUGH COUNCIL,WS1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),TORBAY COUNCIL,05072022AH1019GD6169,166661.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E1102X-TORBAY COUNCIL,TQ1 3DR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SWINDON BOROUGH COUNCIL,05072022AH1019GD6169,141582,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E3901X-SWINDON BOROUGH COUNCIL,SN1 2JH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,05072022AH1019GD6169,333349.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4505X-SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,SR2 7DN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),ST HELENS METROPOLITAN BOROUGH COUNCIL,05072022AH1019GD6169,256654.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4303X-ST HELENS METROPOLITAN BOROUGH COUNCIL,WA10 1HP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SOUTH TYNESIDE COUNCIL,05072022AH1019GD6169,177395.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4504X-SOUTH TYNESIDE COUNCIL,NE33 2RL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SOLIHULL METROPOLITAN BOROUGH COUNCIL,05072022AH1019GD6169,159397.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4605X-SOLIHULL METROPOLITAN BOROUGH COUNCIL,B91 9GN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SHROPSHIRE COUNTY COUNCIL,05072022AH1019GD6169,148476.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E3202X-SHROPSHIRE COUNTY COUNCIL,SY2 6ND,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),ROTHERHAM METROPOLITAN BOROUGH COUNCIL,05072022AH1019GD6169,275488.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4403X-ROTHERHAM METROPOLITAN BOROUGH COUNCIL,S60 1AE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),REDBRIDGE LONDON BOROUGH COUNCIL,05072022AH1019GD6169,130017.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E5046X-REDBRIDGE LONDON BOROUGH COUNCIL,IG1 1TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),PORTSMOUTH CITY COUNCIL,05072022AH1019GD6169,201496.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E1701X-PORTSMOUTH CITY COUNCIL,PO1 2AL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),OXFORDSHIRE COUNTY COUNCIL,05072022AH1019GD6169,248980.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E3120X-OXFORDSHIRE COUNTY COUNCIL,OX4 2GQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),OLDHAM METROPOLITAN BOROUGH COUNCIL,05072022AH1019GD6169,201910.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4204X-OLDHAM METROPOLITAN BOROUGH COUNCIL,OL1 1UH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NORTHUMBERLAND COUNTY COUNCIL,05072022AH1019GD6169,191168,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E2901X-NORTHUMBERLAND COUNTY COUNCIL,NE61 2EF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,05072022AH1019GD6169,169365.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4503X-NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,NE28 6UZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NORTH SOMERSET COUNCIL,05072022AH1019GD6169,127591.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E0104X-NORTH SOMERSET COUNCIL,BS23 1LL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),LINCOLNSHIRE COUNTY COUNCIL,05072022AH1019GD6169,294995.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E2520X-LINCOLNSHIRE COUNTY COUNCIL,LN1 1YL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),LEICESTERSHIRE COUNTY COUNCIL,05072022AH1019GD6169,201430.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E2421X-LEICESTERSHIRE COUNTY COUNCIL,LE3 8RA,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),LEEDS CITY COUNCIL,05072022AH1019GD6169,1038691.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4704X-LEEDS CITY COUNCIL,LS2 8JR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),LAMBETH LONDON BOROUGH COUNCIL GRANTS,05072022AH1019GD6169,332356,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E5017X-LAMBETH LONDON BOROUGH COUNCIL GRANTS,SW2 1RW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),KIRKLEES METROPOLITAN COUNCIL,05072022AH1019GD6169,403710.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4703X-KIRKLEES METROPOLITAN COUNCIL,HD1 2EY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),KINGSTON UPON HULL CITY COUNCIL,05072022AH1019GD6169,403542.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E2002X-KINGSTON UPON HULL CITY COUNCIL,HU1 2AB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),KENT COUNTY COUNCIL,05072022AH1019GD6169,440687.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E2221X-KENT COUNTY COUNCIL,ME14 1XQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),ISLE OF WIGHT COUNCIL,05072022AH1019GD6169,110062,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E2101X-ISLE OF WIGHT COUNCIL,PO30 1UD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),HILLINGDON LONDON BOROUGH COUNCIL,05072022AH1019GD6169,189854,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E5041X-HILLINGDON LONDON BOROUGH COUNCIL,UB8 1UW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),HAVERING LONDON BOROUGH COUNCIL,05072022AH1019GD6169,118187.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E5040X-HAVERING LONDON BOROUGH COUNCIL,RM1 3BB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),GREENWICH LONDON BOROUGH COUNCIL,05072022AH1019GD6169,200121.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E5012X-GREENWICH LONDON BOROUGH COUNCIL,SE18 6PW,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),GLOUCESTERSHIRE COUNTY COUNCIL,05072022AH1019GD6169,247792.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E1620X-GLOUCESTERSHIRE COUNTY COUNCIL,GL1 2TG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),DUDLEY METROPOLITAN BOROUGH COUNCIL,05072022AH1019GD6169,202416.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4603X-DUDLEY METROPOLITAN BOROUGH COUNCIL,DY1 1HG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),CAMBRIDGESHIRE COUNTY COUNCIL,05072022AH1019GD6169,232233.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E0521X-CAMBRIDGESHIRE COUNTY COUNCIL,CB3 0AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,11/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),BRACKNELL FOREST BOROUGH COUNCIL,05072022AH1019GD6169,57810.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E0301X-BRACKNELL FOREST BOROUGH COUNCIL,RG12 1AQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,08/07/2022,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),DEPARTMENT FOR EDUCATION (DFE),CORE-PSCR-001868,20000000,Primary PE and Sport Premium to DfE until Aug22,WA7 2GJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,08/07/2022,Publicity & advertising,Office For Health Improvement & Disparities (OHID),PARAGON CUSTOMER COMMUNICATIONS (LONDON) LTD,PHSIN015669,27396.65,6744564 ecm 4392/ Better Health/ Smokefree/ eCRM & SMS month,EC2M 7EB,Large,,,
Department of Health and Social Care,Department of Health and Social Care,08/07/2022,Outsourcing Contract,Office For Health Improvement & Disparities (OHID),MULTI RESOURCE MARKETING LTD,144593,31440.32,HSRU Admin Costs (2022 - 2023),LE16 9NR,Small,,,
Department of Health and Social Care,Department of Health and Social Care,08/07/2022,Additions-SW LIC,Office For Health Improvement & Disparities (OHID),HEADUP SYSTEMS LTD,1007,283880.03,Programme Delivery Costs for HeadUp,WC1N 2EB,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,08/07/2022,Additions-SW LIC,Office For Health Improvement & Disparities (OHID),HEADUP SYSTEMS LTD,1007,38120.86,Incentive funding throughput,WC1N 2EB,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WORCESTERSHIRE COUNTY COUNCIL,01072022AH0920GD5900,7804480.75,GD5900- Public Health Grant Q2-E1821X-WORCESTERSHIRE COUNTY COUNCIL,WR5 2NP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WOLVERHAMPTON CITY COUNCIL,01072022AH0920GD5900,5438351.75,GD5900- Public Health Grant Q2-E4607X-WOLVERHAMPTON CITY COUNCIL,WV1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WOKINGHAM COUNCIL,01072022AH0920GD5900,1422412.25,GD5900- Public Health Grant Q2-E0306X-WOKINGHAM COUNCIL,RG40 1WJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WIRRAL METROPOLITAN BOROUGH COUNCIL,01072022AH0920GD5900,7747126.75,GD5900- Public Health Grant Q2-E4305X-WIRRAL METROPOLITAN BOROUGH COUNCIL,CH27 9FQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,01072022AH0920GD5900,1241711.25,GD5900- Public Health Grant Q2-E0305X-WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,SL6 1RF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WILTSHIRE COUNTY COUNCIL,01072022AH0920GD5900,4503668.5,GD5900- Public Health Grant Q2-E3902X-WILTSHIRE COUNTY COUNCIL,BA14 8JN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WESTMINSTER CITY COUNCIL,01072022AH0920GD5900,8330833,GD5900- Public Health Grant Q2-E5022X-WESTMINSTER CITY COUNCIL,WC2N 6NU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,06/07/2022,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WEST SUSSEX COUNTY COUNCIL,01072022AH0920GD5900,9061080.25,GD5900- Public Health Grant Q2-E3820X-WEST SUSSEX COUNTY COUNCIL,PO19 1RG,Govn,,,
