Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-644012-195255," 42,244.92 ",,BT7 1NN,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-643970-195254," 27,104.40 ",,BT7 1NN,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-644128-195258," 57,192.48 ",,BT7 1NN,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-644147-195259," 73,631.94 ",,BT7 1NN,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-644074-195257," 90,681.09 ",,BT7 1NN,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-644039-195256," 97,590.81 ",,BT7 1NN,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,15/09/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BELLAGIO GLOBAL LTD,2020-007-006," 238,000.00 ",PPE - Gloves,M1 3BE,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-644578-195991," 32,474.00 ",,RG7 4BQ,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BEXLEY LONDON BOROUGH COUNCIL,ERS-645056-196201," 1,976,972.00 ",,DA8 1TL,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2020,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL (BBSRC),BBSR15989," 1,237.84 ",,SN2 2ER,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2020,Outsourcing Contract,GLOBAL AND PUBLIC HEALTH,BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL (BBSRC),BBSR15989," 390,968.01 ",,SN2 2ER,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2020,Policy Payments,GLOBAL AND PUBLIC HEALTH,BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL (BBSRC),BBSR15990," 2,003.69 ",,SN2 2ER,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2020,Policy Payments,GLOBAL AND PUBLIC HEALTH,BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL (BBSRC),BBSR15990," 307,222.07 ",,SN2 2ER,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,10/09/2020,Revenue Grants to non-profit institutions,COMMUNITY CARE,BIPOLAR UK,ERS-642327-193881," 92,630.00 ",,SW1V 1RB,VCS,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-644646-195735," 100,000.00 ",,B15 2PZ,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,14/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-642718-194236," 39,300.00 ",,B15 2PZ,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BIRMINGHAM CITY COUNCIL,ERS-645063-196221," 8,693,212.00 ",,B3 3AB,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BIRMINGHAM CITY COUNCIL,ERS-645153-196861," 2,283,632.00 ",,B3 3AB,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST RYW,ERS-644597-195996," 106,203.00 ",,B7 4BN,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST RYW,ERS-644497-195995," 72,772.15 ",,B7 4BN,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,14/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-642817-194244," 47,165.00 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,14/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-642997-194247," 67,540.00 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644555-195743," 44,930.70 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644409-195546," 48,903.00 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644420-195547," 415,069.00 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644600-195744," 42,348.29 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644627-195746," 62,161.21 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644386-195272," 75,607.35 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644770-195754," 97,237.10 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644357-195271," 33,772.93 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-643898-195261," 36,203.07 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644757-195753," 37,641.72 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644331-195270," 69,282.88 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644652-195748," 104,301.22 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644651-195747," 116,640.06 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644489-195742," 123,981.25 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644851-195755," 171,771.50 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644129-195264," 78,118.25 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644226-195266," 79,488.57 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644272-195268," 97,817.48 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644218-195265," 58,376.95 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-643964-195263," 101,858.89 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644657-195749," 53,867.34 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644626-195745," 111,798.71 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644729-195752," 60,211.44 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644405-195273," 78,825.55 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,14/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-642813-194243," 27,673.00 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,14/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-643092-194250," 35,339.00 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,14/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-643093-194251," 35,727.00 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644857-195756," 59,805.00 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644858-195757," 59,805.00 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644704-195750," 341,845.00 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644324-195269," 265,659.00 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-644239-195267," 90,076.90 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,14/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-642927-194246," 39,310.00 ",,B15 2TT,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ERS-644871-195664," 67,052.71 ",,B4 6NL,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ERS-644796-195663," 141,541.80 ",,B4 6NL,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ERS-643965-195137," 83,486.00 ",,B4 6NL,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ERS-644293-195138," 34,939.50 ",,B4 6NL,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,14/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM WOMENS AND CHILDRENS NHS FOUNDATION TRUST,ERS-642752-194166," 33,816.00 ",,B4 6NL,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,21/09/2020,Additions PDC Capital Support NHS FT Permanent,Holding CT Core,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,HAFS-31193," 29,000.00 ",,B70 8NY,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,21/09/2020,Additions PDC Revenue Support NHS FT Permanent,Holding CT Core,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,HAFS-31204," 700,000.00 ",,B70 8NY,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,01/09/2020,Service Charge - ICT,COMMUNITY CARE,BLACK PEAR SOFTWARE LTD,INV-10391,"-57,137.64 ",,WR6 6TP,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,01/09/2020,Service Charge - ICT,COMMUNITY CARE,BLACK PEAR SOFTWARE LTD,INV-10391," 57,137.64 ",,WR6 6TP,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,14/09/2020,Service Charge - ICT,COMMUNITY CARE,BLACK PEAR SOFTWARE LTD,INV-10395," 58,390.28 ",,WR6 6TP,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BLACKBURN WITH DARWEN BOROUGH COUNCIL,ERS-645069-196241," 1,408,653.00 ",,BB1 7DY,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,14/09/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BLACKBURN WITH DARWEN BOROUGH COUNCIL,ERS-642601-193981," 240,000.00 ",,BB1 7DY,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BLACKPOOL BOROUGH COUNCIL,ERS-645096-196321," 2,208,304.00 ",,FY1 1NF,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,21/09/2020,Additions PDC Revenue Support NHS FT Permanent,Holding CT Core,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,HAFS-31205," 67,827,000.00 ",,FY3 8NR,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,11/09/2020,Revenue Grants to non-profit institutions,ACUTE CARE AND WORKFORCE,BLOOD CANCER UK,ERS-642529-193941," 42,584.00 ",,WC1R 4TH,VCS,,,,
Department of Health and Social Care,Department of Health and Social Care,03/09/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BLUELEAF LTD,INB520756," 7,177,500.00 ",,RH13 9RT,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,17/09/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BLUETREE DESIGN AND PRINT LTD,51," 96,824.00 ",PPE - Masks,S63 5DR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,17/09/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BLUETREE DESIGN AND PRINT LTD,NHS03," 132,496.00 ",PPE - Masks,S63 5DR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,24/09/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BLUETREE DESIGN AND PRINT LTD,NHS04," 132,496.00 ",PPE - Masks,S63 5DR,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,23/09/2020,Publicity & advertising,FINANCE AND GROUP OPERATIONS,BMG RESEARCH LTD,117390," 30,291.00 ",,B15 3BE,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,23/09/2020,Publicity & advertising,FINANCE AND GROUP OPERATIONS,BMG RESEARCH LTD,117390," 2,995.47 ",,B15 3BE,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,21/09/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOLLE BRANDS UK,INUK40047951," 1,000,000.00 ",,KT9 2NY,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,21/09/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOLLE BRANDS UK,INUK40048335," 1,000,000.00 ",,KT9 2NY,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BOLTON METROPOLITAN BOROUGH COUNCIL,ERS-645098-196341," 2,697,199.00 ",,BL1 1RX,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,23/09/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BOLTON METROPOLITAN BOROUGH COUNCIL,ERS-643631-194821," 300,000.00 ",,BL1 1RX,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,11/09/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BOOTS UK LTD,9224 - 1800104894," 3,796,959.60 ",,NG90 1BS,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BOURNEMOUTH CHRISTCHURCH AND POOLE COUNCIL,ERS-645103-196381," 5,394,154.00 ",,BH2 6DY,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BRACKNELL FOREST BOROUGH COUNCIL,ERS-645104-196401," 654,215.00 ",,RG12 1AQ,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BRADFORD CITY COUNCIL,ERS-645106-196421," 4,800,797.00 ",,BD1 1HX,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,23/09/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BRADFORD CITY COUNCIL,ERS-643636-194841," 300,000.00 ",,BD1 1HX,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,ERS-644242-195501," 134,091.00 ",,WF3 1WE,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,14/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,ERS-642720-194469," 35,042.00 ",,WF3 1WE,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-643986-195042," 97,027.00 ",,WF3 1WE,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-644035-195043," 100,000.00 ",,WF3 1WE,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-644229-195046," 152,913.00 ",,WF3 1WE,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-644146-195045," 153,995.00 ",,WF3 1WE,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,03/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-641800-193725," 154,300.00 ",,WF3 1WE,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-644605-195607," 46,524.55 ",,WF3 1WE,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-644044-195044," 66,394.23 ",,WF3 1WE,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-644844-195609," 45,239.44 ",,WF3 1WE,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-644804-195608," 60,574.96 ",,WF3 1WE,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,14/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-642656-194088," 76,886.00 ",,WF3 1WE,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,03/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-641789-193724," 55,125.00 ",,WF3 1WE,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD UNIVERSITY OF,ERS-644852-195758," 53,961.88 ",,BD7 1DP,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,29/09/2020,Revenue Grants to non-profit institutions,COMMUNITY CARE,BRAKE,ERS-644911-196081," 59,695.19 ",,HD1 2XZ,VCS,,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2020,Revenue Grants to non-profit institutions,COMMUNITY CARE,BRAKE,ERS-641619-193661," 64,695.19 ",,HD1 2XZ,VCS,,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2020,Agency staff (temp admin),GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10365," 154,183.61 ",,SE1 7SP,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2020,Agency staff (temp admin),GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10365," 208,600.80 ",,SE1 7SP,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2020,Agency staff (temp admin),GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10365," 256,216.20 ",,SE1 7SP,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,24/09/2020,Agency staff (temp admin),GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10403," 304,089.28 ",,SE1 7SP,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,02/09/2020,Agency staff (temp admin),GLOBAL AND PUBLIC HEALTH,BRAMBLE HUB LTD PREVIOUSLY BRAMBLE CC LTD,10365," 81,626.40 ",,SE1 7SP,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,18/09/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRANDOLOGY LTD,SI-910," 5,800,000.00 ",PPE - Masks,SO41 0JD,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,18/09/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRANDOLOGY LTD,SI-911," 5,800,000.00 ",PPE - Masks,SO41 0JD,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,18/09/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,BRANDOLOGY LTD,SI-918," 5,800,000.00 ",PPE - Masks,SO41 0JD,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BRENT LONDON BOROUGH COUNCIL,ERS-645109-196441," 1,823,605.00 ",,HA9 8AD,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,21/09/2020,Additions PDC Revenue Support NHS FT Permanent,Holding CT Core,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST RY2,HAFS-31206," 26,040,000.00 ",,WN3 6PR,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,28/09/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-644577-195734," 29,118.00 ",,BN2 3EW,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,01/09/2020,Additions PDC Revenue Support NHS T Permanent,Holding CT Core,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,HAFS-31146," 293,484,800.00 ",,BN2 3EW,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BRIGHTON AND HOVE CITY COUNCIL,ERS-645111-196461," 2,617,991.00 ",,BN1 1JE,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,30/09/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,BRISTOL CITY COUNCIL,ERS-645115-196481," 3,652,730.00 ",,BS1 5SP,PUBLIC,,,,
