Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,17/02/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),HEALTH AND SOCIAL CA,12682723,651377,Campaigns NHSUK Workpackage for Q2 22/23,LS1 4AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,17/02/2023,Publicity & advertising,Office For Health Improvement & Disparities (OHID),HEALTH AND SOCIAL CA,12682722,532041,Campaigns NHSUK Workpackage for Q1 22/23,LS1 4AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,17/02/2023,Good received not invoiced (ST),Office For Health Improvement & Disparities (OHID),FREUD COMMUNICATIONS,SI32972,52500,Schools – Vaping content 22/23,W1T 1AL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WEST SUSSEX COUNTY C,R09112021DN1143GD554,-115590,Return of funding Adult Weight Management Scheme 21/22,PO19 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WALSALL METROPOLITAN,R09112021DN1143GD554,-25122,Return of funding Adult Weight Management Scheme 21/22,WS1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),COVENTRY CITY COUNCI,R09112021DN1143GD554,-25359,Return of funding Adult Weight Management Scheme 21/22,CV1 5RR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WORCESTERSHIRE COUNT,14022023TC0905GD6169,115110.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery WORCESTERSHIRE COUNT,WR5 2NP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WOLVERHAMPTON CITY C,14022023TC0905GD6169,145320.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery WOLVERHAMPTON CITY C,WV1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WINDSOR AND MAIDENHE,14022023TC0905GD6169,32950.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery WINDSOR AND MAIDENHE,SL6 1RF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WILTSHIRE COUNTY COU,14022023TC0905GD6169,70351.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery WILTSHIRE COUNTY COU,BA14 8JN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WIGAN METROPOLITAN B,14022023TC0905GD6169,123579.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery WIGAN METROPOLITAN B,WN1 3XZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WESTMINSTER CITY COU,14022023TC0905GD6169,137483,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery WESTMINSTER CITY COU,WC2N 6NU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WEST SUSSEX COUNTY C,14022023TC0905GD6169,133138.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery WEST SUSSEX COUNTY C,PO19 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WEST BERKSHIRE COUNC,14022023TC0905GD6169,36811,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery WEST BERKSHIRE COUNC,RG14 5LD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WARWICKSHIRE COUNTY,14022023TC0905GD6169,105529.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery WARWICKSHIRE COUNTY,CV34 4RH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WARRINGTON BOROUGH C,14022023TC0905GD6169,71086,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery WARRINGTON BOROUGH C,WA1 1BN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WANDSWORTH LONDON BO,14022023TC0905GD6169,89741.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery WANDSWORTH LONDON BO,SW18 2PU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WALTHAM FOREST LONDO,14022023TC0905GD6169,89730.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery WALTHAM FOREST LONDO,E17 4JF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WALSALL METROPOLITAN,14022023TC0905GD6169,110641.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery WALSALL METROPOLITAN,WS1 1RG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),TRAFFORD METROPOLITA,14022023TC0905GD6169,55463.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery TRAFFORD METROPOLITA,M32 0YY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),TORBAY COUNCIL,14022023TC0905GD6169,83330.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery TORBAY COUNCIL,TQ1 3DR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),THURROCK BOROUGH COU,14022023TC0905GD6169,44078.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery THURROCK BOROUGH COU,RM17 0LT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),THE LONDON BOROUGH O,14022023TC0905GD6169,43226.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery THE LONDON BOROUGH O,TW1 3BZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),TELFORD AND WREKIN B,14022023TC0905GD6169,74443.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery TELFORD AND WREKIN B,TF3 4LF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),TAMESIDE METROPOLITA,14022023TC0905GD6169,107813.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery TAMESIDE METROPOLITA,OL6 6DL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SWINDON BOROUGH COUN,14022023TC0905GD6169,70791,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SWINDON BOROUGH COUN,SN1 2JH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SUTTON LONDON BOROUG,14022023TC0905GD6169,54081,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SUTTON LONDON BOROUG,SM1 1EA,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SURREY COUNTY COUNCI,14022023TC0905GD6169,144340.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SURREY COUNTY COUNCI,KT1 2DN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SUNDERLAND CITY METR,14022023TC0905GD6169,166674.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SUNDERLAND CITY METR,SR2 7DN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SUFFOLK COUNTY COUNC,14022023TC0905GD6169,114483.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SUFFOLK COUNTY COUNC,IP1 2DH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STOKE ON TRENT CITY,14022023TC0905GD6169,183771.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery STOKE ON TRENT CITY,ST4 4TS,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STOCKTON ON TEES BOR,14022023TC0905GD6169,141305.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery STOCKTON ON TEES BOR,TS23 2YD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STOCKPORT METROPOLIT,14022023TC0905GD6169,84203.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery STOCKPORT METROPOLIT,SK1 3XE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STAFFORDSHIRE COUNTY,14022023TC0905GD6169,136014.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery STAFFORDSHIRE COUNTY,ST16 2NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),ST HELENS METROPOLIT,14022023TC0905GD6169,128327.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery ST HELENS METROPOLIT,WA10 1HP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SOUTHWARK LONDON BOR,14022023TC0905GD6169,169642.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SOUTHWARK LONDON BOR,SE1 2QH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SOUTHEND ON SEA BORO,14022023TC0905GD6169,80795.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SOUTHEND ON SEA BORO,SS2 6ER,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SOUTHAMPTON CITY COU,14022023TC0905GD6169,130901.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SOUTHAMPTON CITY COU,SO15 1GX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SOUTH TYNESIDE COUNC,14022023TC0905GD6169,88697.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SOUTH TYNESIDE COUNC,NE33 2RL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SOUTH GLOUCESTERSHIR,14022023TC0905GD6169,49920.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SOUTH GLOUCESTERSHIR,BS15 9TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SOMERSET COUNTY COUN,14022023TC0905GD6169,106111.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SOMERSET COUNTY COUN,TA1 4DY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SOLIHULL METROPOLITA,14022023TC0905GD6169,79698.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SOLIHULL METROPOLITA,B91 9GN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SLOUGH BOROUGH COUNC,14022023TC0842GD6241,53286.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SHROPSHIRE COUNTY CO,SL1 3UF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SHROPSHIRE COUNTY CO,14022023TC0905GD6169,74238.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SHEFFIELD CITY COUNC,SY2 6ND,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SHEFFIELD CITY COUNC,14022023TC0905GD6169,289837.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SEFTON COUNCIL,S1 1UJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SEFTON COUNCIL,14022023TC0905GD6169,200463.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SANDWELL METROPOPLIT,L20 3NJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SANDWELL METROPOPLIT,14022023TC0905GD6169,106407.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery SALFORD CITY COUNCIL,B69 3DE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),SALFORD CITY COUNCIL,14022023TC0905GD6169,124538.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery ROTHERHAM METROPOLIT,M27 5AP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),ROTHERHAM METROPOLIT,14022023TC0905GD6169,137744.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery ROCHDALE BOROUGH COU,S60 1AE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),ROCHDALE BOROUGH COU,14022023TC0905GD6169,146580,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery REDCAR AND CLEVELAND,OL16 1XU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),REDCAR AND CLEVELAND,14022023TC0905GD6169,106334.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery REDBRIDGE LONDON BOR,TS6 9AR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),REDBRIDGE LONDON BOR,14022023TC0905GD6169,65008.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery READING BOROUGH COUN,IG1 1TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),READING BOROUGH COUN,14022023TC0905GD6169,82644.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery PORTSMOUTH CITY COUN,RG1 7TD,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),PORTSMOUTH CITY COUN,14022023TC0905GD6169,100748.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery PLYMOUTH CITY COUNCI,PO1 2AL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),PLYMOUTH CITY COUNCI,14022023TC0905GD6169,154503.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery PETERBOROUGH CITY CO,PL1 3BJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),PETERBOROUGH CITY CO,14022023TC0905GD6169,102291.23,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery OXFORDSHIRE COUNTY C,PE1 1HF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),OXFORDSHIRE COUNTY C,14022023TC0905GD6169,124490.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery OLDHAM METROPOLITAN,OX4 2GQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),OLDHAM METROPOLITAN,14022023TC0905GD6169,100955.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery NOTTINGHAMSHIRE COUN,OL1 1UH,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NOTTINGHAMSHIRE COUN,14022023TC0905GD6169,170081.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery NOTTINGHAM CITY COUN,NG2 7QP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NOTTINGHAM CITY COUN,14022023TC0905GD6169,233529.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery NORTHUMBERLAND COUNT,NG1 2DE,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NORTHUMBERLAND COUNT,14022023TC0905GD6169,95584,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery NORTH TYNESIDE METRO,NE61 2EF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NORTH TYNESIDE METRO,14022023TC0905GD6169,84682.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery NORTH SOMERSET COUNC,NE28 6UZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NORTH SOMERSET COUNC,14022023TC0905GD6169,63795.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery NORTH NORTHAMPTONSHI,BS23 1LL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NORTH NORTHAMPTONSHI,14022023TC0905GD6169,130822.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery NORTH LINCOLNSHIRE C,NN16 8TL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NORTH LINCOLNSHIRE C,14022023TC0905GD6169,77631.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery NORTH EAST LINCOLNSH,DN16 1AB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NORTH EAST LINCOLNSH,14022023TC0905GD6169,109214.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery NORFOLK COUNTY COUNC,DN35 8LN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NORFOLK COUNTY COUNC,14022023TC0905GD6169,116322.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery NEWHAM LONDON BOROUG,NR1 2DL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NEWHAM LONDON BOROUG,14022023TC0905GD6169,161785.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery MILTON KEYNES COUNCI,E6 2RP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),MILTON KEYNES COUNCI,14022023TC0905GD6169,68611.6,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery MIDDLESBROUGH COUNCI,MK9 3ES,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),MIDDLESBROUGH COUNCI,14022023TC0905GD6169,131564.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery MERTON BOROUGH COUNC,TS1 9FT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),MERTON BOROUGH COUNC,14022023TC0905GD6169,48497.4,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery MEDWAY COUNCIL,SM4 5DX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),MEDWAY COUNCIL,14022023TC0905GD6169,77941.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery LUTON BOROUGH COUNCI,ME4 4TR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),LUTON BOROUGH COUNCI,14022023TC0905GD6169,92288.2,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery LINCOLNSHIRE COUNTY,LU1 2BQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),LINCOLNSHIRE COUNTY,14022023TC0905GD6169,147497.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery BRADFORD CITY COUNCI,LN1 1YL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,15/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),BRADFORD CITY COUNCI,14022023TC0905GD6169,318165.8,GD31/6169 - Supplementary Substance Misuse Treatment & Recovery-E4701X-BRADFORD CITY COUNCIL,BD1 1HX,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),WIGAN METROPOLITAN B,71288148805,32182,IPS Employment and Welfare service Q3 22/23 Wigan,WN1 3XZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),WAKEFIELD METROPOLIT,91314408080,35255,Q2 IPS employment welfare service Wakefield,WF1 9AJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),WAKEFIELD METROPOLIT,91314408080,8805.27,Q2 IPS employment welfare service Wakefield,WF1 9AJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),HACKNEY LONDON BOROU,7759075,36985.21,Q3 IPS employment and welfare service Hackney,E8 4RU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),COVENTRY CITY COUNCI,7736124,29090,Uplift: Coventry IPS Employment and Welfare service Q1 22/23,CV1 5RR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),COVENTRY CITY COUNCI,7736124,29090,Uplift: Coventry IPS Employment and Welfare service Q1 22/23,CV1 5RR,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),BLACKPOOL BOROUGH CO,30178033,37052.1,Funding - Local Authorities,FY1 1NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),BLACKPOOL BOROUGH CO,30178033,0.3,Funding - Local Authorities,FY1 1NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),BLACKPOOL BOROUGH CO,30175680,37052.1,Funding - Local Authorities,FY1 1NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Policy Payments,Office For Health Improvement & Disparities (OHID),BLACKPOOL BOROUGH CO,30175680,0.3,Funding - Local Authorities,FY1 1NF,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WIGAN METROPOLITAN B,14022023TC0818GD6395,50000,GD31-6395 Supplementary Substance Misuse Treatment & Recovery Housing Support Grant 22-25 WIGAN METROPOLITAN B,WN1 3XZ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),WESTMINSTER CITY COU,14022023TC0818GD6395,169725,GD31-6395 Supplementary Substance Misuse Treatment & Recovery Housing Support Grant 22-25 WESTMINSTER CITY COU,WC2N 6NU,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),STOKE ON TRENT CITY,14022023TC0818GD6395,135099,GD31-6395 Supplementary Substance Misuse Treatment & Recovery Housing Support Grant 22-25 STOKE ON TRENT CITY,ST4 4TS,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),OXFORDSHIRE COUNTY C,14022023TC0818GD6395,158428,GD31-6395 Supplementary Substance Misuse Treatment & Recovery Housing Support Grant 22-25 OXFORDSHIRE COUNTY C,OX4 2GQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NOTTINGHAMSHIRE COUN,14022023TC0818GD6395,38231,GD31-6395 Supplementary Substance Misuse Treatment & Recovery Housing Support Grant 22-25 NOTTINGHAMSHIRE COUN,NG2 7QP,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),NORFOLK COUNTY COUNC,14022023TC0818GD6395,67008,GD31-6395 Supplementary Substance Misuse Treatment & Recovery Housing Support Grant 22-25 NORFOLK COUNTY COUNC,NR1 2DL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),MIDDLESBROUGH COUNCI,14022023TC0818GD6395,288468,GD31-6395 Supplementary Substance Misuse Treatment & Recovery Housing Support Grant 22-25 MIDDLESBROUGH COUNCI,TS1 9FT,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,14/02/2023,Revenue Grants to local authorities,Office For Health Improvement & Disparities (OHID),MANCHESTER CITY COUN,14022023TC0818GD6395,40000,GD31-6395 Supplementary Substance Misuse Treatment & Recovery Housing Support Grant 22-25 MANCHESTER CITY COUN,M60 2JR,Govn,,,
