Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Revenue Grants to local authorities,Social Care Group,BRISTOL CITY COUNCIL,18112021DN1949GD5881,"824,024.00",,BS1 5TR,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Research & development,Chief Scientific Advisor,BRISTOL UNIVERSITY OF,ASI0017254,"11,575.64",,BS8 1TH,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Research & development,Chief Scientific Advisor,BRISTOL UNIVERSITY OF,ASI0017183,"44,240.78",,BS8 1TH,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2021,Research & development,Chief Scientific Advisor,BRISTOL UNIVERSITY OF,ASI0017441,"134,189.00",,BS8 1TH,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Revenue Grants to non-profit institutions,NHS and Workforce,BRITISH RED CROSS SOCIETY,ASI0017166,"48,500.00",,EC2Y 9AL,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/11/2021,Revenue Grants to local authorities,Social Care Group,BROMLEY LONDON BOROUGH COUNCIL,10112021DN1335GD5790,"191,074.00",,BR1 3UH,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Revenue Grants to local authorities,Social Care Group,BROMLEY LONDON BOROUGH COUNCIL,18112021DN1949GD5881,"483,622.00",,BR1 3UH,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,18/11/2021,Revenue Grants to local authorities,Social Care Group,BUCKINGHAMSHIRE COUNCIL,10112021DN1335GD5790,"365,771.00",,HP19 8FF,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Revenue Grants to local authorities,Social Care Group,BUCKINGHAMSHIRE COUNCIL,18112021DN1949GD5881,"678,973.00",,HP19 8FF,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Legal Fees,NHS and Workforce,BURGES SALMON LLP,100179929,"29,123.64",,BS2 0ZX,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Legal Fees,NHS and Workforce,BURGES SALMON LLP,100185089,"50,918.87",,BS2 0ZX,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Legal Fees,NHS and Workforce,BURGES SALMON LLP,100179025,"51,359.79",,BS2 0ZX,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Legal Fees,NHS and Workforce,BURGES SALMON LLP,100174377,"54,120.00",,BS2 0ZX,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Legal Fees,NHS and Workforce,BURGES SALMON LLP,100181859,"57,149.44",,BS2 0ZX,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/11/2021,Revenue Grants to local authorities,Social Care Group,BURY METROPOLITAN BOROUGH COUNCIL,10112021DN1335GD5790,"145,342.00",,BL9 0SP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Revenue Grants to local authorities,Social Care Group,BURY METROPOLITAN BOROUGH COUNCIL,18112021DN1949GD5881,"331,789.00",,BL9 0SP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2021,Fast streamers,Commercial,CABINET OFFICE,3812252,"104,039.00",,FY5 9BU,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,19/11/2021,Fast streamers,Chief Scientific Advisor,CABINET OFFICE,3811813,"80,242.00",,FY5 9BU,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Legal Fees,NHS and Workforce,CABINET OFFICE,3811502,"629,926.00",,FY5 9BU,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,09/11/2021,Revenue Policy Payments,Finance and Group Operations,CABINET OFFICE,3811868,"35,488.60",,FY5 9BU,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,18/11/2021,Revenue Grants to local authorities,Social Care Group,CALDERDALE METROPOLITAN BOROUGH COUNCIL,10112021DN1335GD5790,"161,978.00",,HX1 1TP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Revenue Grants to local authorities,Social Care Group,CALDERDALE METROPOLITAN BOROUGH COUNCIL,18112021DN1949GD5881,"374,000.00",,HX1 1TP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Storage costs,Global Health,CALDERDALE METROPOLITAN BOROUGH COUNCIL,IN21107085,"42,764.00",,HX1 1TP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Research & development,Chief Scientific Advisor,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ASI0017192,"198,278.00",,CB2 0QQ,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Research & development,Chief Scientific Advisor,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ASI0017221,"2,425,149.00",,CB2 0QQ,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Research & development,Chief Scientific Advisor,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ASI0017308,"156,612.00",,CB2 0QQ,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Research & development,Chief Scientific Advisor,CAMBRIDGE UNIVERSITY OF,ASI0017380,"9,667.20",,CB2 1TN,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Research & development,Chief Scientific Advisor,CAMBRIDGE UNIVERSITY OF,ASI0017227,"20,086.00",,CB2 1TN,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2021,Research & development,Chief Scientific Advisor,CAMBRIDGE UNIVERSITY OF,ASI0017425,"138,676.16",,CB2 1TN,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2021,Research & development,Chief Scientific Advisor,CAMBRIDGE UNIVERSITY OF,ASI0017523,"193,954.00",,CB2 1TN,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Research & development,Chief Scientific Advisor,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ASI0017242,"149,239.00",,CB1 5EE,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Research & development,Chief Scientific Advisor,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ASI0017309,"26,545.00",,CB1 5EE,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,18/11/2021,Revenue Grants to local authorities,Social Care Group,CAMBRIDGESHIRE COUNTY COUNCIL,10112021DN1335GD5790,"796,665.00",,CB3 0AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Revenue Grants to local authorities,Social Care Group,CAMBRIDGESHIRE COUNTY COUNCIL,18112021DN1949GD5881,"944,148.00",,CB3 0AP,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,18/11/2021,Revenue Grants to local authorities,Social Care Group,CAMDEN LONDON BOROUGH COUNCIL,10112021DN1335GD5790,"192,243.00",,WC1H 8NG,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Revenue Grants to local authorities,Social Care Group,CAMDEN LONDON BOROUGH COUNCIL,18112021DN1949GD5881,"522,341.00",,WC1H 8NG,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,10/11/2021,Storage costs,Global Health,CAMDEN LONDON BOROUGH COUNCIL,24347759,"36,281.43",,WC1H 8NG,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,09/11/2021,Storage costs,GLOBAL AND PUBLIC HEALTH,CARGO SERVICES FAR EAST LIMITED,FCP0000460,"242,200.18",Storage and Warehousing ,,SME,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Research & development,Chief Scientific Advisor,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,ASI0017311,"32,297.00",,W2 6LA,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,18/11/2021,Revenue Grants to local authorities,Social Care Group,CENTRAL BEDFORDSHIRE UNITARY AUTHORITY,10112021DN1335GD5790,"149,330.00",,SG17 5TQ,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Revenue Grants to local authorities,Social Care Group,CENTRAL BEDFORDSHIRE UNITARY AUTHORITY,18112021DN1949GD5881,"351,801.00",,SG17 5TQ,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2021,Research & development,Chief Scientific Advisor,CENTRAL LANCASHIRE UNIVERSITY OF,ASI0017424,"80,755.50",,PR1 2HE,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Revenue Grants to non-profit institutions,NHS and Workforce,CENTRE FOR FUN AND FAMILIES LIMITED,ASI0017148,"27,500.00",,LE3 0PE,Micro,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2021,Other programme expenditure,Global Health,CEVA FREIGHT (UK) LIMITED,11534832,"15,269.88",,LE65 1NU,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2021,Other programme expenditure,Global Health,CEVA FREIGHT (UK) LIMITED,11534833,"15,269.88",,LE65 1NU,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2021,Other programme expenditure,Global Health,CEVA FREIGHT (UK) LIMITED,11534834,"15,269.88",,LE65 1NU,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2021,Other programme expenditure,Global Health,CEVA FREIGHT (UK) LIMITED,11534837,"15,269.88",,LE65 1NU,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2021,Other programme expenditure,Global Health,CEVA FREIGHT (UK) LIMITED,11534838,"15,269.88",,LE65 1NU,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2021,Other programme expenditure,Global Health,CEVA FREIGHT (UK) LIMITED,11534839,"15,269.88",,LE65 1NU,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,03/11/2021,Other programme expenditure,Global Health,CEVA FREIGHT (UK) LIMITED,11526863,"458,800.00",,LE65 1NU,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Outsourcing Contract,Finance and Group Operations,CGI IT UK LTD,GB014066965,"1,765.12",,NW1 2PL,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Outsourcing Contract,Finance and Group Operations,CGI IT UK LTD,GB014066680,"2,233.37",,NW1 2PL,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Outsourcing Contract,Finance and Group Operations,CGI IT UK LTD,GB014066964,"4,563.50",,NW1 2PL,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Outsourcing Contract,Finance and Group Operations,CGI IT UK LTD,GB014066963,"6,492.50",,NW1 2PL,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Outsourcing Contract,Finance and Group Operations,CGI IT UK LTD,GB014066966,"7,852.11",,NW1 2PL,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Outsourcing Contract,Finance and Group Operations,CGI IT UK LTD,GB014066962,"22,869.93",,NW1 2PL,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Capital Grants to non-profit institutions,Global Health ,CHAI/GAMRIF PROJECT ,PLIJ0001397,"390,446.17",,,PUBLIC,,,,
Department of Health and Social Care,Department of Health and Social Care,29/11/2021,Additions NCB PDC,Default Group,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,PF00006377,"540,000.00",,SW10 9NH,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Research & development,Chief Scientific Advisor,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ASI0017241,"159,356.00",,SW10 9NH,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,18/11/2021,Revenue Grants to local authorities,Social Care Group,CHESHIRE EAST UNITARY AUTHORITY,10112021DN1335GD5790,"331,802.00",,CW10 0HU,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Revenue Grants to local authorities,Social Care Group,CHESHIRE EAST UNITARY AUTHORITY,18112021DN1949GD5881,"589,322.00",,CW10 0HU,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,18/11/2021,Revenue Grants to local authorities,Social Care Group,CHESHIRE WEST AND CHESTER COUNCIL,10112021DN1335GD5790,"298,527.00",,CH34 9DB,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Revenue Grants to local authorities,Social Care Group,CHESHIRE WEST AND CHESTER COUNCIL,18112021DN1949GD5881,"596,057.00",,CH34 9DB,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,18/11/2021,Revenue Grants to local authorities,Social Care Group,CITY OF YORK COUNCIL,10112021DN1335GD5790,"157,901.00",,YO1 6GA,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Revenue Grants to local authorities,Social Care Group,CITY OF YORK COUNCIL,18112021DN1949GD5881,"297,294.00",,YO1 6GA,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Revenue Grants to non-profit institutions,NHS and Workforce,CLINKS,ASI0017164,"46,750.00",,WC1H 9NA,Micro,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Additions-IT,Finance and Group Operations,COMPUTACENTER UK LTD,3883267167,930.16,,AL10 9TW,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Additions-IT,Finance and Group Operations,COMPUTACENTER UK LTD,3883263011,"5,580.94",,AL10 9TW,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Additions-IT,Finance and Group Operations,COMPUTACENTER UK LTD,3883221053,"10,449.60",,AL10 9TW,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Additions-IT,Finance and Group Operations,COMPUTACENTER UK LTD,3883236977,"226,958.06",,AL10 9TW,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,05/11/2021,Telephone installation & maintenance,Finance and Group Operations,COMPUTACENTER UK LTD,3883263010,"28,040.52",,AL10 9TW,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Telephone installation & maintenance,Finance and Group Operations,COMPUTACENTER UK LTD,3883210212,"2,809.12",,AL10 9TW,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,05/11/2021,Telephone installation & maintenance,Finance and Group Operations,COMPUTACENTER UK LTD,3883263009,166.93,,AL10 9TW,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/11/2021,Revenue Grants to local authorities,Social Care Group,CORNWALL COUNCIL,10112021DN1335GD5790,"743,687.00",,TR1 3AY,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Revenue Grants to local authorities,Social Care Group,CORNWALL COUNCIL,18112021DN1949GD5881,"1,134,812.00",,TR1 3AY,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,902,4.8,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1056,4.8,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,907,"42,750.30",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1050,"46,600.30",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1051,"65,448.80",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,905,"104,675.69",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1049,"108,015.78",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,903,"108,736.48",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,909,"227,024.80",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,904,"243,521.25",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,906,"935,224.39",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Expense Clearing Account - Hotels,Default Group,CORPORATE TRAVEL MANAGEMENT NORTH LTD,14638,"3,237.67",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Expense Clearing Account - Hotels,Default Group,CORPORATE TRAVEL MANAGEMENT NORTH LTD,14612,"4,687.57",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,NT UK motor vehicles costs,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1056,"664,404.01",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1056,"41,503.74",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,910,"65,758.86",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,902,"111,024.42",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,910,"228,466.52",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,862,"276,706.50",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,911,"323,406.12",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,861,"400,065.53",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,26/11/2021,Outsourcing Contract,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,861,"885,162.60",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1051,"9,626.48",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1055,"17,829.00",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1058,"58,508.00",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1057,"107,114.78",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1052,"165,026.42",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1061,"223,569.83",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1059,"355,381.21",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1060,"357,736.76",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1053,"503,783.68",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1062,"1,335,087.17",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1063,"1,492,691.88",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1054,"2,582,395.88",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,908,"4,141,342.11",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,903,2.1,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,907,2.1,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1049,2.1,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1050,2.1,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1051,2.12,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1057,2.4,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1063,2.4,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,905,4.2,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,909,4.2,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1058,4.8,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1052,7.2,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1061,7.2,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1053,8,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1059,9.6,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,904,10.5,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1062,14.4,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,906,18.9,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1060,19.2,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,12/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,1054,50.4,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,04/11/2021,Other programme expenditure,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,908,62.4,,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,02/11/2021,NT UK motor vehicles costs,Global Health,CORPORATE TRAVEL MANAGEMENT NORTH LTD,902,"1,751,176.33",,BD1 5HQ,Large,,,,
Department of Health and Social Care,Department of Health and Social Care,18/11/2021,Research & development,Chief Scientific Advisor,CORPORATEHEALTH INTERNATIONAL UK LTD,UK210930,"215,115.00",,IV2 5NA,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,18/11/2021,Revenue Grants to local authorities,Social Care Group,COVENTRY CITY COUNCIL,10112021DN1335GD5790,"256,495.00",,CV1 5RR,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Revenue Grants to local authorities,Social Care Group,COVENTRY CITY COUNCIL,18112021DN1949GD5881,"630,119.00",,CV1 5RR,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,05/11/2021,Revenue Grants to non-profit institutions,NHS and Workforce,CPSL MIND LTD,ASI0017111,"35,371.00",,CB4 1ER,Small,,,,
Department of Health and Social Care,Department of Health and Social Care,22/11/2021,Other programme expenditure,GLOBAL AND PUBLIC HEALTH,CROATIA MINISTRY OF HEALTH ,FCP0000473,"364,631.90",EEA Payments,,LARGE,,,,
Department of Health and Social Care,Department of Health and Social Care,08/11/2021,Additions NCB PDC,Default Group,CROYDON HEALTH SERVICES NHS TRUST,PF00006266,"350,000.00",,CR7 7YE,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,18/11/2021,Revenue Grants to local authorities,Social Care Group,CROYDON LONDON BOROUGH COUNCIL,10112021DN1335GD5790,"217,921.00",,CR9 1BQ,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,23/11/2021,Revenue Grants to local authorities,Social Care Group,CROYDON LONDON BOROUGH COUNCIL,18112021DN1949GD5881,"569,294.00",,CR9 1BQ,Govn,,,,
Department of Health and Social Care,Department of Health and Social Care,24/11/2021,Additions-SW LIC,No Group,CTI DIGITAL LIMITED,INV15913,"28,800.00",,M4 5DL,Medium,,,,
Department of Health and Social Care,Department of Health and Social Care,18/11/2021,Revenue Grants to local authorities,Social Care Group,CUMBRIA COUNTY COUNCIL,10112021DN1335GD5790,"625,412.00",,CA3 8NA,Govn,,,,
