Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health and Social Care,Department of Health and Social Care,23/08/2022,Service charge - ICT,NHSX,THE PHOENIX PARTNERSHIP LEEDS LTD,14013,113629.9,GP IT Futures Framework agreement Schedule 2.3 Q1&2 FY2223,LS18 5TN,Large,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2022,Service charge - ICT,NHSX,PRESCRIBING SERVICES LTD,PCECL629,278005.99,GP IT Futures Framework Agreement Schedule 2.3 Q1&2 FY2223,NR10 5RH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,FIN002863,57468.51,GP IT Futures Framework Agreement Schedule 2.3 Q1&2 FY2223,LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,FIN002857,68835.6,GP IT Futures Framework Agreement Schedule 2.3 Q1&2 FY2223,LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,FIN002856,3879801.39,GP IT Futures Framework Agreement Schedule 2.3 Q1&2 FY2223,LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2022,Service charge - ICT,NHSX,DXS UK LTD,23556,135892.85,GP IT Futures Framework Agreement Schedule 2.3 Q1&2 FY2223,GU8 6LB,Small,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2022,Service charge - ICT,NHSX,BLACK PEAR SOFTWARE LTD,INV-10548,48115.92,GPIT Futures Continuity Call Off,WR6 6TP,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2022,Service charge - ICT,NHSX,ACCURX LIMITED,PLUS05104,62095.73,GP IT Futures Lot 1 Framework Agreement,N1 5AA,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2022,Consultancy/Professional Advice,NHSX,TPXIMPACT LIMITED,INTPXI220,26160,DHSC National Digital Support Platform,SE1 9RG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,22/08/2022,Research & development,NHSX,HEALTHY IO UK LTD,INVUK20200246,479808,Addtional line- Healthy . IO,W1G 0AN,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/08/2022,Other programme expenditure,NHSX,MASON ADVISORY LTD,INV003344,98292,COVID Cert Security Architecture,M50 2ST,Small,,,
Department of Health and Social Care,Department of Health and Social Care,22/08/2022,Good received not invoiced (ST),NHSX,SOCITM ADVISORY LTD,IN0000771,52821,SoW for Workstream 2 and 3 of the ASCT Project,NN4 5EZ,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,22/08/2022,Good received not invoiced (ST),NHSX,QINETIQ LTD,117068954,95122.62,AI Skunkworks ambulance handover delay prediction,GU14 0LX,Large,,,
Department of Health and Social Care,Department of Health and Social Care,22/08/2022,Additions-SW LIC,NHSX,QINETIQ LTD,117068918,2336016.95,Wayfinder Aggregator C358.2,GU14 0LX,Large,,,
Department of Health and Social Care,Department of Health and Social Care,19/08/2022,Service charge - ICT,NHSX,THE PHOENIX PARTNERSHIP LEEDS LTD,GPES033,49886.84,GPES various extracts Dev costs & Q1&2 FY2223 Non-Core - GP2,LS18 5TN,Large,,,
Department of Health and Social Care,Department of Health and Social Care,19/08/2022,Service charge - ICT,NHSX,EGTON MEDICAL INFORMATION SYSTEMS LTD,SINV083480,46152.38,GPES various extracts Dev costs & Q1&2 FY2223 Non-Core - GP2,LS19 6BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,19/08/2022,Additions-SW LIC,NHSX,INSIGHT DIRECT UK LTD,2100274644,645840,LK6-00004 Phone Sys ShrdSvr SubsVL PerUsr 13 mnths,S9 2BU,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Outsourcing Contract,NHSX,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1129,174575.88,Add: COVID Pass - Provision of Call Centre BPO,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Outsourcing Contract,NHSX,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1127,204562.77,Add: COVID Pass - Provision of Call Centre BPO,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Outsourcing Contract,NHSX,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1125,208109.16,Add: COVID Pass - Provision of Call Centre BPO,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Outsourcing Contract,NHSX,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1123,208109.16,Add: COVID Pass - Provision of Call Centre BPO,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Outsourcing Contract,NHSX,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1076,204873.75,Add: COVID Pass - Provision of Call Centre BPO,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Outsourcing Contract,NHSX,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1068,208109.16,Add: COVID Pass - Provision of Call Centre BPO,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Outsourcing Contract,NHSX,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1045,282169.36,Add: COVID Pass - Provision of Call Centre BPO,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Outsourcing Contract,NHSX,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1038,208109.16,Add: COVID Pass - Provision of Call Centre BPO,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Outsourcing Contract,NHSX,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1036,177744.48,Add: COVID Pass - Provision of Call Centre BPO,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Outsourcing Contract,NHSX,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1022,177744.48,Add: COVID Pass - Provision of Call Centre BPO,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Outsourcing Contract,NHSX,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1012,177744.48,Add: COVID Pass - Provision of Call Centre BPO,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Outsourcing Contract,NHSX,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1010,177744.48,Add: COVID Pass - Provision of Call Centre BPO,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Outsourcing Contract,NHSX,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1009,160139.76,Add: COVID Pass - Provision of Call Centre BPO,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Outsourcing Contract,NHSX,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1004,163761.18,Add: COVID Pass - Provision of Call Centre BPO,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Outsourcing Contract,NHSX,HINDUJA GLOBAL SOLUTIONS UK LIMITED,22-1002,156117.41,Add: COVID Pass - Provision of Call Centre BPO,TW8 9AG,Large,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Revenue Grants to non-profit institutions,NHSX,REGISTERED NURSING HOME ASSOCIATION LTD,ASI0024439,719812.44,Registered Nursing Home Association  2022_001 Instalment 1,B30 3JN,Small,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Publicity & advertising,NHSX,WE ARE SNOOK LIMITED,91463304,69156,CYPMH outcomes and IAPT referral,G2 3BZ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Outsourcing Contract,NHSX,MASON ADVISORY LTD,INV003304,98292,"COVID Cert Security Architecture 
Atamis: C30830",M50 2ST,Small,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Good received not invoiced (ST),NHSX,ANSWER DIGITAL LIMITED,5271,127800,Letters Service,LS11 5DD,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Good received not invoiced (ST),NHSX,ANSWER DIGITAL LIMITED,5270,148800,Technical Architecture,LS11 5DD,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Good received not invoiced (ST),NHSX,ANSWER DIGITAL LIMITED,5239,127800,Letters Service,LS11 5DD,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Good received not invoiced (ST),NHSX,ANSWER DIGITAL LIMITED,5238,148800,Technical Architecture,LS11 5DD,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Contractor/ Staff Substitution,NHSX,PRICEWATERHOUSECOOPERS LLP,1355842558,427163.26,Delivery PMO Data Modelling & Transition,SE1 2RD,Large,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Contractor/ Staff Substitution,NHSX,PRICEWATERHOUSECOOPERS LLP,1355812451,641367.48,Delivery PMO Data Modelling & Transition,SE1 2RD,Large,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Additions-SW LIC,NHSX,MARVELL CONSULTING LIMITED,STAN04,5535.6,Health and Social Care Standards Portal Rev,SE1 0HS,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Additions-SW LIC,NHSX,MARVELL CONSULTING LIMITED,STAN04,278199.6,Health and Social Care Standards Portal - Phase 1,SE1 0HS,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,09/08/2022,Revenue Grants to non-profit institutions,NHSX,REGISTERED NURSING HOME ASSOCIATION LTD,ASI0024341,49500,Revenue Grants to non-profit institutions,B30 3JN,Small,,,
Department of Health and Social Care,Department of Health and Social Care,05/08/2022,Research & development,NHSX,KHEIRON MEDICAL TECHNOLOGIES?LIMITED,INV-0030,981963,Kheiron AI Award Contract,EC1V 9BG,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,05/08/2022,Research & development,NHSX,BEHOLD AI TECHNOLOGIES LIMITED,1031,28611,Behold-  AI Award Research Delivery,TN39 5ES,Small,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2022,Outsourcing Contract,NHSX,ENTRUST (EUROPE) LIMITED,740002015,-36898.64,REF INV 740001954 PO559222,RG1 3BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2022,Outsourcing Contract,NHSX,ENTRUST (EUROPE) LIMITED,740001954,36898.64,REF cnote 740002015 PO559222,RG1 3BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,02/08/2022,Outsourcing Contract,NHSX,ENTRUST (EUROPE) LIMITED,740001951,32052.2,COVID Cert - Entrust PKI for Scotland,RG1 3BA,Large,,,
Department of Health and Social Care,Department of Health and Social Care,02/08/2022,Capital policy payments,NHSX,QINETIQ LTD,117068909,41265.67,AI Skunkworks Parkinson’s Detection,GU14 0LX,Large,,,
Department of Health and Social Care,Department of Health and Social Care,02/08/2022,Capital policy payments,NHSX,QINETIQ LTD,117068905,50228.5,AI Skunkworks Acute Kidney Injury deterioration prediction,GU14 0LX,Large,,,
Department of Health and Social Care,Department of Health and Social Care,22/08/2022,Additions,NHS and Workforce,Frequentis AG,FCP0000979,200000,Milestone Achievement,,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,22/08/2022,Telephone costs,NHS and Workforce,Frequentis AG,FCP0000980,131038.09,Control Room Software Solution ,,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,26/08/2022,Revenue Policy Payments,NHS and Workforce,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),2021/22 second insta,9500000,Education Support Grant,NE15 8NY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,26/08/2022,Revenue Policy Payments,NHS and Workforce,MINISTRY OF JUSTICE (MOJ),10228173/500,40000,Law Commission's Surrogacy Project 1/4 to 30/6,SW1H 9AJ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,26/08/2022,Outsourcing Contract,NHS and Workforce,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,6302614,450164.09,FY2022 - 2023 ARP Hosting Services,EX2 7HY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,26/08/2022,Outsourcing Contract,NHS and Workforce,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,92552,57480,Mental Health Act Approvals Function,DN4 8QN,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,25/08/2022,Telephone costs,NHS and Workforce,TERRAFIX LTD,121085,30069.8,Works-Fire Suppression System Failure@ ARK DC,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,25/08/2022,Telephone costs,NHS and Workforce,TERRAFIX LTD,121067,78381.59,CR1163: Milestones M1-M6,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,25/08/2022,Additions-IT,NHS and Workforce,TERRAFIX LTD,121051,27811.73,Sure Antennas + Re-set Buttons ,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,25/08/2022,Additions-IT,NHS and Workforce,TERRAFIX LTD,121051,2449.15,Large Bundles & Speaker Solution ,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,25/08/2022,Additions-IT,NHS and Workforce,INSIGHT DIRECT UK LTD,2100335364,69499.22,Addition 1: Ext - IT Hardware/software/support & warranties,S9 2BU,Large,,,
Department of Health and Social Care,Department of Health and Social Care,24/08/2022,Telephone costs,NHS and Workforce,TELENT TECHNOLOGY SERVICES LIMITED,163434,119487.05,CP8b: Field Services - Milestone payments,CV34 5AH,Large,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2022,Telephone costs,NHS and Workforce,TERRAFIX LTD,121010,32965.33,CR1066 NMA Lite 2yrs Service charges-3967 devices,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,23/08/2022,Additions-IT,NHS and Workforce,INSIGHT DIRECT UK LTD,2100328612,28592.28,Addition 1: Ext - IT Hardware/software/support & warranties,S9 2BU,Large,,,
Department of Health and Social Care,Department of Health and Social Care,22/08/2022,Telephone costs,NHS and Workforce,UNIFII LIMITED,ARP001,118089,CRS Cont: ServiceNow Subscription to 31.08.2024,EC2R 8EJ,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,22/08/2022,Telephone costs,NHS and Workforce,EXPONENTIAL E LIMITED,671827,283987.74,Addition: Service Desk (MVP) Mobilisation costs to Sept 2022,E1 8EU,Large,,,
Department of Health and Social Care,Department of Health and Social Care,22/08/2022,Contractor/ Staff Substitution,NHS and Workforce,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,S07567,160475.68,Addition1: Perinatal Mortality Review Tool 2020-21,EC2Y 9AE,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,19/08/2022,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-951,3978182.21,April 2022 - Dec 2022 Core Service Charges,SL1 2EJ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,19/08/2022,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-948,-27177.96,June 2022 Traffic Usage,SL1 2EJ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,19/08/2022,Revenue Policy Payments,NHS and Workforce,WELSH ASSEMBLY GOVERNMENT,1800103306,9024425,EIBSS Parity Payments Fy 20-21 Wales,CF10 3NQ,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,19/08/2022,Revenue Policy Payments,NHS and Workforce,SCOTTISH GOVERNMENT,50016915,1065288,SIBSS - Parity Payment FY 2022-23 - Scotland,EH1 3DG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,19/08/2022,Outsourcing Contract,NHS and Workforce,GLOBAL BLACK THRIVE CIC,INV-0112,93385.15,CAA Pilots - London,W1W 5PF,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,19/08/2022,Outsourcing Contract,NHS and Workforce,BLACKTHORN GRC LTD,1105BI,68391.5,Contract for Blackthorn- 01/08/2021 to 31/07/2023.,CR0 0XT,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Provisions cash payment,NHS and Workforce,NHS PENSIONS AGENCY,IB0004-22/23,7600000,NHS injury allowances 27300 budget,FY7 8LG,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,16/08/2022,Provisions cash payment,NHS and Workforce,GOVERNMENT ACTUARYS DEPARTMENT GAD,SINV/00034495,50000,Actuarial Services for Period Ending 31 July 2022,EC4A 1AB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Revenue Policy Payments,NHS and Workforce,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),Q2 of 2022-23,18350000,Addition 1: NHS BSA - Support payments Infected Blood Support Scheme,NE15 8NY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Provisions cash payment,NHS and Workforce,GOVERNMENT ACTUARYS DEPARTMENT GAD,SINV/00034365,50000,Actuarial Services for Period Ending 31 July 2022,EC4A 1AB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Provisions cash payment,NHS and Workforce,GOVERNMENT ACTUARYS DEPARTMENT GAD,SINV/00034258,50000,Actuarial Services for Period Ending 31 July 2022,EC4A 1AB,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Outsourcing Contract,NHS and Workforce,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,6302816,577816,FY2022 - 2023 ARP Hosting Services,EX2 7HY,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,A3681,987750,DHSC Core Commercial Fixed Fee 2022-23,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,A3680,3673250,DHSC Legal Advisers Fixed Fee 2022-23,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,A3631,987750,DHSC Core Commercial Fixed Fee 2022-23,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,A3604,3673250,DHSC Legal Advisers Fixed Fee 2022-23,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,514564,102242.63,Litigation Commercial Monthly 2022-23,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,514138,35489.2,Employment Advisory Monthly 2022-23,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,514137,102289.26,Litigation General Monthly 2022-23,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,511862,96068.21,Litigation Commercial Monthly 2022-23,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,511443,29340.65,Employment Advisory Monthly 2022-23,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,511442,148771.02,Litigation General Monthly 2022-23,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,510667,102553.74,Litigation Commercial Monthly 2022-23,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,510263,40195.2,Disbursements Monthly 2022-23,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,510226,157511.77,Litigation General Monthly 2022-23,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Good received not invoiced (ST),NHS and Workforce,TERRAFIX LTD,120926,99715.5,MP5: Milestone 5: Go Live,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Telephone costs,NHS and Workforce,TELENT TECHNOLOGY SERVICES LIMITED,164182,30600.32,CP8b: Field Services - Yr 1 Operational Services,CV34 5AH,Large,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Good received not invoiced (ST),NHS and Workforce,TERRAFIX LTD,121009,32918.67,MDVS Contingency: CR1066 – Annual NMA Lite Service charges ,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Good received not invoiced (ST),NHS and Workforce,GENERAL MEDICAL COUNCIL,90002065,291900.5,Regulation of PAs and AAs by the GMC (2022-23),M3 3AW,Large,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Additions-IT,NHS and Workforce,TERRAFIX LTD,FL-INV-10316,803,Sure Antennas + Re-set Buttons ,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Additions-IT,NHS and Workforce,TERRAFIX LTD,FL-INV-10316,152150.3,Large Bundles & Speaker Solution ,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Additions-IT,NHS and Workforce,TERRAFIX LTD,FL-INV-10314,42094.6,Terrafix Vehicle Routers (TVRs),ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Additions-IT,NHS and Workforce,TERRAFIX LTD,FL-INV-10314,2099.6,Sure Antennas + Re-set Buttons ,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Additions-IT,NHS and Workforce,TERRAFIX LTD,121002,114904.92,Small Bundles & Speaker Solution less TVR ,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Additions-IT,NHS and Workforce,TERRAFIX LTD,121001,148957.89,Large Bundles & Speaker Solution ,ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,05/08/2022,Telephone costs,NHS and Workforce,EXPONENTIAL E LIMITED,673335,163030,Addition: Service Desk (MVP) Mobilisation costs to Sept 2022,E1 8EU,Large,,,
Department of Health and Social Care,Department of Health and Social Care,05/08/2022,Revenue Grants to non-profit institutions,NHS and Workforce,PRE SCHOOL LEARNING ALLIANCE,ASI0024338,57445,HWB Starting Well 22/23 - Pre School Learning Alliance  - 2020/001e,EC1Y 8RT,Large,,,
Department of Health and Social Care,Department of Health and Social Care,05/08/2022,Revenue Grants to non-profit institutions,NHS and Workforce,NATIONAL LITERACY TRUST,ASI0024336,37042,HWB Starting Well 22/23 - National Literacy Trust - 2020/001n,SW8 1RL,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,05/08/2022,Outsourcing Contract,NHS and Workforce,WINTERHEAD LTD,98,42787.8,Mental Health Act Approvals Function,BH19 2AY,Micro,,,
Department of Health and Social Care,Department of Health and Social Care,05/08/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,A3683,31250,Property Hub Fixed Fee 2022-23,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,05/08/2022,Legal Fees,NHS and Workforce,GOVERNMENT LEGAL DEPARTMENT OFFICE MONIES,A3633,31250,Property Hub Fixed Fee 2022-23,SW1H 9GL,Govn,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2022,Telephone costs,NHS and Workforce,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-946,266148.44,April 2022 - Dec 2022 CCNs incl TU Rebates,SL1 2EJ,Large,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2022,Publicity & advertising,NHS and Workforce,TERRAFIX LTD,120875,32769.33,"MDVS Contingency: CR1066 – Annual NMA Lite Service charges for 3,967 devices",ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,03/08/2022,Publicity & advertising,NHS and Workforce,TERRAFIX LTD,120874,32396,"MDVS Contingency: CR1066 – Annual NMA Lite Service charges for 3,967 devices",ST1 5SH,Small,,,
Department of Health and Social Care,Department of Health and Social Care,02/08/2022,Revenue Grants to non-profit institutions,NHS and Workforce,LANCASHIRE WOMEN,ASI0024330,31699,HWB Starting Well 22/23- Lancashire Women-2020/001j,BB5 1HF,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Storage costs,Global Health,CARGO SERVICES LIMITED,FCP0000967,53872.59,CARGO INVOICE,,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,12/08/2022,Storage costs,Global Health,CARGO SERVICES LIMITED,FCP0000970,72519.04,Cargo invoice ,,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,10/08/2022,Storage costs,Global Health,CARGO SERVICES LIMITED,FCP0000961,70036.46,Cargo invoice ,,PUBLIC,,,
Department of Health and Social Care,Department of Health and Social Care,31/08/2022,Revenue Policy Payments,Global Health,MOTT MACDONALD LTD,RDEL AUG FY 21/22,245794.46,"£245,794.46 RDEL FOR 21/22 FROM CC20374",CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,31/08/2022,Revenue Policy Payments,Global Health,MOTT MACDONALD LTD,CDEL AUG FY 21/22,105267.79,"£105,267 CDEL FOR 21/22 FROM CC20043",CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,30/08/2022,Revenue Policy Payments,Global Health,MOTT MACDONALD LTD,FY 21/22 Mott Macdon,29243.56,Mott MacDonald Limited RE: Fleming Fund  RDEL from cc20374,CR0 2EE,Large,,,
Department of Health and Social Care,Department of Health and Social Care,30/08/2022,Outsourcing Contract,Global Health,ITAD LTD,SIL006283,38999.94,Itad Evaluation - GRAM Project 1425 Fleming  Fund,BN3 7ET,Medium,,,
Department of Health and Social Care,Department of Health and Social Care,29/08/2022,Storage costs,Global Health,UNISERVE LTD,UUKD440979,82390,Uplift - UK Warehousing Costs Atamis C1099,RM14 1AL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,29/08/2022,Storage costs,Global Health,UNISERVE LTD,UUKD440978,920210.78,Uplift - UK Warehousing Costs Atamis C1099,RM14 1AL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,29/08/2022,Storage costs,Global Health,UNISERVE LTD,UUKD440977,182217,Uplift - UK Warehousing Costs Atamis C1099,RM14 1AL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,29/08/2022,Storage costs,Global Health,UNISERVE LTD,UUKD440976,106648.64,Uplift - UK Warehousing Costs Atamis C1099,RM14 1AL,Large,,,
Department of Health and Social Care,Department of Health and Social Care,29/08/2022,Storage costs,Global Health,UNISERVE LTD,UUKD440955,26747.28,Uplift - UK Warehousing Costs Atamis C1099,RM14 1AL,Large,,,
